DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;8793.96567853405;SE;querosenedeaviacao;VARMA;['PI', 'BA', 'CE', 'SE'];(13, 12);12;12;403.2975774335134;0.31748445717049717;50.0;-21.70297182198018;1568.5896953936535;1389.7255461112104;1401.7687560216043;1516.9859657993484;1648.6296736964605;1587.5602412320636;1534.230682354451;1753.636359661553;1647.2030124296803;1829.5855747634928;1815.6334809470325;1536.174104421003
serie-desnormalizada;6096.766637162675;SE;querosenedeaviacao;VARMA;['PI', 'RO', 'AC', 'SE'];(13, 12);12;12;418.0686461766325;0.31957745853112773;66.66666666666667;-21.55762609369872;1347.5249921981708;1516.0357366943397;1380.33679106248;1479.0776045204886;1519.486213329254;1556.5153236661347;1501.6940731136533;1789.0043991326872;1751.0910201640615;1923.5251800094322;1938.6120326758055;1503.8543206900133
