DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;7408.25770250046;MS;glp;arma;{'p': 12, 'd': 0, 'q': 14};12;12;470.14890596213473;0.02431225460667423;63.63636363636363;0.2058867074553912;0.6932253124052963;14818.683133464428;14200.723868700064;15328.594470104606;15520.172131595364;15718.747804685307;16002.132351621884;14641.029614424087;14743.670205184271;14860.302422230583;14328.673633848084;13711.793574931467;14093.69198876138
log;7144.962298924703;MS;glp;arma;{'p': 14, 'd': 0, 'q': 13};12;12;453.4699550968369;0.021981092655624812;63.63636363636363;0.34167746044298025;0.6301805931987323;14836.694783021538;14108.62162179069;15349.037440155445;15525.834882346657;15630.195776468883;16071.042608238138;14542.48462785506;14659.125272040761;14885.488996539325;14291.893644927446;13785.845327618614;14039.787257704167
deseasonal;5141.986549437422;MS;glp;arma;{'p': 13, 'd': 0, 'q': 13};12;12;435.05089339689215;0.021380929151792922;72.72727272727273;-0.212341079797667;0.609723222703296;14982.018605549845;14423.683413284834;15357.454014859408;15562.471634700822;15711.389747645075;16154.448309292711;14692.895131392135;14751.650608398046;14636.371154821356;14720.062728632409;13997.636029736495;13723.981951839949
