DATA;MCPM;UF;PRODUCT;MODEL;SAVED MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;36.82351577396618;SC;gasolinadeaviacao;ARIMA;./pickle_arima/gasolinadeaviacao/normal/SC_normal.pkl;{'p': 13, 'd': 0, 'q': 7};-;12;0.8207967344506268;0.44927580847883525;33.333333333333336;31.70291760110221;0.8564859015132642;1.2057458285816898;0.8084167280041368;0.7816266703173522;0.7838753228599112;0.6427204148580004;0.7362722077101441;1.1632542151950789;0.875001421520248;1.4085695451904054;0.8775516949296274;1.251669106594462
deseasonal;26.772460131589582;SC;gasolinadeaviacao;ARIMA;./pickle_arima/gasolinadeaviacao/deseasonal/SC_deseasonal.pkl;{'p': 2, 'd': 0, 'q': 3};-;12;0.8080656115599187;0.4216863488008186;50.0;32.04794872406055;1.1975806680746508;1.0097271466503839;0.8784774010621514;0.7344345298605777;0.570403765072163;0.7042782787215143;0.7949178265403638;0.9165167891940971;0.969460153748107;1.180829940748441;1.3294181862357985;1.0475970411696447
deseasonal-log;40.71766374594982;SC;gasolinadeaviacao;ARIMA;./pickle_arima/gasolinadeaviacao/deseasonal_log/SC_deseasonal_log.pkl;{'p': 5, 'd': 0, 'q': 2};-;12;0.9270023976845433;0.47686798332642555;33.333333333333336;41.626421729023626;1.1068155744694965;1.017878580869509;0.8429107110556853;0.7062346995674689;0.5173064135403771;0.26513254829669436;0.6467156307336728;0.8480612422202486;0.47765792416631314;0.784146857039011;1.3867253857846453;1.1364740511817297
deseasonal-diff;21.337077931082113;SC;gasolinadeaviacao;ARIMA;./pickle_arima/gasolinadeaviacao/deseasonal_diff/SC_deseasonal_diff.pkl;{'p': 2, 'd': 0, 'q': 4};-;12;0.7158101895558648;0.45892660426800275;58.333333333333336;18.104124095047947;1.209383762269227;1.1981707665978116;0.9455662058479826;0.9523041418261897;0.6944156252230915;0.965317344915597;0.9323165387773589;1.2085896489741226;1.1463819234352757;1.475919376939805;1.5414544705965483;1.3894958297176054
diff;36.237001601794965;SC;gasolinadeaviacao;ARIMA;./pickle_arima/gasolinadeaviacao/diff/SC_diff.pkl;{'p': 6, 'd': 0, 'q': 11};-;12;0.7753257762736148;0.47444306245621126;33.333333333333336;21.910201499830166;1.0430398742969573;1.309633788622055;0.7736035958499556;0.8786061039401;0.79819720465563;0.793729140547111;0.9687518674704522;1.0754682577898755;1.3191481438643615;1.2526983047599731;1.5484932797314632;1.263134954850162
log;41.65905551961367;SC;gasolinadeaviacao;ARIMA;./pickle_arima/gasolinadeaviacao/log/SC_log.pkl;{'p': 3, 'd': 0, 'q': 6};-;12;0.8282121837343644;0.4495893139489524;25.0;34.349681980734374;1.1108914279270508;1.0365648612213807;1.1614119524678976;0.7369639657272877;0.9957292120745898;0.8160515474883887;0.9530283005170954;0.8082762884890293;0.913842323296107;0.7872801714339666;0.8483760269752771;0.7813223000744234
log-diff;29.947256108307272;SC;gasolinadeaviacao;ARIMA;./pickle_arima/gasolinadeaviacao/log_diff/SC_log_diff.pkl;{'p': 2, 'd': 0, 'q': 2};-;12;0.610133570314799;0.423394900587287;33.333333333333336;9.983728776003641;1.4397527262272618;1.1083896088262737;1.2790466718715336;1.2011237889300368;1.2616880520298004;1.226114590187132;1.2442657289911931;1.2311673993156091;1.247382805264385;1.246702164655698;1.2605609018448032;1.267512263915524
