DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;R2;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;3294.8855923951833;PI;querosenedeaviacao;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;301.7908863309818;0.19719086209063588;75.0;-12.426826397223978;0.4386124776651832;1667.9729301795244;1536.4076667220443;1539.3007845483512;1485.5291621000117;1731.1063214155793;1633.4044698372259;1583.9465855398498;1746.5404717927017;1721.5281508076273;2104.9866717775844;2236.602037684718;1664.3989621583562;-6.219213162511255;5.2734968091633684e-08;14;382;-3.4475850438570115;-2.869135963767125;-2.5708164748773332;True
deseasonal;2788.2100283424375;PI;querosenedeaviacao;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;255.6763457208178;0.1681174754547029;75.0;-4.531346692029232;0.5970681336475008;1471.431159921123;1377.6475969149503;1411.6080816484566;1395.8927827318485;1560.2256425108587;1495.144957036141;1487.851149494027;1648.3585122888676;1640.2988707744707;2016.1611698091044;2131.9914120177764;1564.789369996034;-7.871098465852911;4.9826714014958635e-12;3;393;-3.447099431978147;-2.8689225261604263;-2.57070269105012;True
deseasonal-log;3908.3703091061707;PI;querosenedeaviacao;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;269.1680656428811;0.17760494873703314;66.66666666666667;-4.112437778937053;0.5534217356448312;1483.4226852024249;1373.1460188970516;1424.9399315960113;1400.9531764999508;1536.0306841989336;1506.7385289946083;1517.2959261616395;1650.336566263597;1636.5446043945376;1961.463517687116;2103.116886885915;1530.4626493087617;-5.6644101574554035;9.221988715928094e-07;14;382;-3.4475850438570115;-2.869135963767125;-2.5708164748773332;True
deseasonal-diff;2962.332676696906;PI;querosenedeaviacao;SARIMA;{'p': 4, 'd': 1, 'q': 4, 's': 12};12;12;271.8789999220449;0.1490144983014209;75.0;5.362734248739303;0.5443809837810938;1453.8411259917964;1256.6909840981946;1304.2458428456016;1300.0655649159871;1421.3849179897231;1357.149252089567;1340.7233359843283;1464.9169578061676;1432.7281070947647;1805.0308959805245;1949.8354783239456;1297.3409521441472;-9.491933283535209;3.633132773295829e-16;9;387;-3.447360865754795;-2.8690374364690445;-2.5707639493486636;True
diff;3050.3926269444128;PI;querosenedeaviacao;SARIMA;{'p': 2, 'd': 1, 'q': 10, 's': 12};12;12;418.23915629518416;0.16998487575635715;83.33333333333333;17.51950175086685;-0.07820140669344866;1468.175050474426;1295.6898768007334;1230.7378092749286;1142.4076793925192;1421.0982741260038;1227.8757189755556;1113.3806551511018;1140.8542278383743;1102.8560403451047;1495.5282329066572;1585.796405952362;926.4724451248713;-6.285963509880331;3.697600417610731e-08;14;382;-3.4475850438570115;-2.869135963767125;-2.5708164748773332;True
log;3138.0673760169575;PI;querosenedeaviacao;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;287.50178889307404;0.19043556517944502;75.0;-11.256249398364076;0.4905147479707318;1645.3849321000255;1491.1887620490988;1512.4661515227099;1461.2282725103876;1684.8936976633445;1600.7084049293042;1561.3950697141156;1741.1419848944838;1721.856110397455;2118.7608941511426;2248.8998957742397;1648.776328528973;-6.2527937023664;4.4121502057817996e-08;14;382;-3.4475850438570115;-2.869135963767125;-2.5708164748773332;True
log-diff;3315.989671295088;PI;querosenedeaviacao;SARIMA;{'p': 2, 'd': 1, 'q': 1, 's': 12};12;12;304.07874886151274;0.17011549990635066;75.0;3.2991198682275313;0.4300685093844412;1559.7407529432114;1355.2863530704813;1400.9331734333243;1385.7755948576296;1581.7643617250765;1450.5857170995018;1369.219987711519;1439.8384889299891;1423.1046769431518;1716.021891915638;1788.0858241065628;1292.6626609860464;-6.283500622205216;3.746493879464608e-08;14;382;-3.4475850438570115;-2.869135963767125;-2.5708164748773332;True
