DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;R2;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;16779.93389522201;MT;querosenedeaviacao;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;1157.6108302857203;0.13818425279607346;66.66666666666667;11.777161707175535;0.5930078586735981;6928.802481016917;5544.133676610113;4631.504457141208;3674.8834816285057;3966.0232330454814;3628.7174251522956;3715.3522820762537;5279.296078848045;5830.238714949526;6826.295711609824;7488.003468882233;5158.699708079759;-3.6930433979796007;0.004212075857643887;13;383;-3.44753973676872;-2.8691160516676844;-2.57080585953957;True
deseasonal;20064.40986067338;MT;querosenedeaviacao;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;1382.7733520969273;0.1725326695927716;66.66666666666667;18.466455867114696;0.4192852409120029;6324.903856049755;4926.73519479782;4183.632659736763;3308.9321129988143;3404.456551862308;3144.546606691034;3432.288584285671;4884.948859904189;5587.466980101981;6384.140607010246;7133.046706605317;5204.895226245644;-3.6547694635503807;0.004796264105011906;13;383;-3.44753973676872;-2.8691160516676844;-2.57080585953957;True
deseasonal-log;16761.275351736647;MT;querosenedeaviacao;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;1534.8640488453689;0.2159842867469918;75.0;22.24664898258562;0.28451474454635384;6286.502101522102;4796.681648597187;3935.432747996266;2951.905670415665;2936.585605706158;2755.61454085418;3141.1053234717024;4708.2834420986255;5401.621973209547;6227.143676125391;7030.691491998518;5063.043104264419;-;-;-;-;-;-;-;-
deseasonal-diff;15595.579760266362;MT;querosenedeaviacao;SARIMA;{'p': 5, 'd': 1, 'q': 5, 's': 12};12;12;1074.952398915841;0.1666556332268075;66.66666666666667;-4.2805663613251665;0.649054783367313;7140.488159248454;5624.9415955015465;5251.769797263533;4187.873590835303;4415.919481957977;4222.204293790567;4976.818341268934;6816.735569555919;7666.818382549115;8280.026100554822;8756.125835092878;6739.3568146927255;-7.263379766543325;1.6590386722451864e-10;16;380;-3.4476763783532585;-2.869176103659426;-2.570837873961219;True
diff;26900.829321107554;MT;querosenedeaviacao;SARIMA;{'p': 6, 'd': 1, 'q': 6, 's': 12};12;12;1481.785066320921;0.2519014954753655;58.333333333333336;-15.575803664027907;0.33314519001316567;7587.571469409383;6008.486700514099;6028.983117812816;4768.88363831726;5585.261675301273;4903.741119618409;5458.746236944938;7546.115973814992;8538.271302116606;8959.573577837205;9294.281032526122;7423.099788809802;-6.696526259276828;3.986712856594636e-09;16;380;-3.4476763783532585;-2.869176103659426;-2.570837873961219;True
log;21474.058492643613;MT;querosenedeaviacao;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;1479.4278520649978;0.18373823473870643;66.66666666666667;19.604680095769112;0.3352651592320902;6640.907108526142;5115.02031991865;4117.780027685516;3153.8144919160804;3411.92311790775;3139.8568602240402;3278.2417453447297;4829.523548656639;5237.356219175751;6442.910099361015;7121.909236617746;4622.176723048049;-3.699861826237665;0.004115098096272178;13;383;-3.44753973676872;-2.8691160516676844;-2.57080585953957;True
log-diff;18537.10619674289;MT;querosenedeaviacao;SARIMA;{'p': 6, 'd': 1, 'q': 11, 's': 12};12;12;1276.794318620137;0.19067026766517892;66.66666666666667;-6.492002273443553;0.5048888076884066;7359.641697143553;5684.976673538826;5096.321124078347;3420.4307889335396;3942.951634182645;3503.6183260703615;4247.530373165475;6887.381303529612;8473.339156224813;9408.608539266448;10135.884758424872;7489.358716335774;-6.974707442636521;8.487232013109352e-10;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
