DATA;MCPM;UF;PRODUCT;MODEL;SAVED MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;97.60661330663109;RS;glp;ARIMA;./pickle_arima/glp/normal/RS_normal.pkl;{'p': 14, 'd': 0, 'q': 14};-;12;0.2212009145674552;6.498062301782965;66.66666666666667;-46.09526993050268;0.038963707507220224;-0.3058644984471356;0.6480341999721582;1.0411323375799766;1.1420608991167622;1.157039853965396;0.23326715201245363;0.3114158349970897;-0.15804436342453504;-0.7566061745624276;-1.0297213507820673;-0.9535919292111986
deseasonal;52.803322326866514;RS;glp;ARIMA;./pickle_arima/glp/deseasonal/RS_deseasonal.pkl;{'p': 4, 'd': 0, 'q': 8};-;12;0.2200302880481387;4.61709565400765;75.0;38.28194698525684;-0.10345952946075763;-0.3592309428830027;0.6575925851824279;0.8180785661757923;0.9636960009308218;1.062921341356942;0.1642650251281348;0.1687476507041145;-0.08227935172955059;-0.46759607074454934;-1.0464570765881072;-1.1983294125218158
deseasonal-log;61.83335432300613;RS;glp;ARIMA;./pickle_arima/glp/deseasonal_log/RS_deseasonal_log.pkl;{'p': 7, 'd': 0, 'q': 14};-;12;0.22116957441056936;5.442601513299732;75.0;-18.36705969135141;-0.09215714573077194;-0.4052878294536552;0.690079942053704;0.8747366645327138;0.9898331133447207;1.068006377906462;0.19271013489410227;0.19903574875940555;-0.01310924980170508;-0.34090258558194086;-0.947355888464936;-1.1071599808815829
deseasonal-diff;73.09013620651514;RS;glp;ARIMA;./pickle_arima/glp/deseasonal_diff/RS_deseasonal_diff.pkl;{'p': 3, 'd': 0, 'q': 13};-;12;0.2066348575143718;6.491488004758914;75.0;-34.58908682719634;-0.04817510664346075;-0.3005463277284024;0.6457127625115084;0.8224302307700357;1.0355984351496175;1.114719896379731;0.23426065788221967;0.2731769210734598;-0.03801969953580869;-0.4018575202603306;-0.9419114841331073;-1.135050898657823
diff;154.41223431223904;RS;glp;ARIMA;./pickle_arima/glp/diff/RS_diff.pkl;{'p': 13, 'd': 0, 'q': 14};-;12;0.22764846145786036;8.285478031161363;58.333333333333336;-100.51483308469753;0.08331241750672813;-0.36044601695237277;0.6915255066116764;1.0702096745397838;1.0790766569018002;1.2690223488265397;0.2991381579044632;0.2908576485871883;0.05348556009136518;-0.6468907574580122;-1.01264633357847;-0.9389559436871886
log;212.98165425900726;RS;glp;ARIMA;./pickle_arima/glp/log/RS_log.pkl;{'p': 12, 'd': 0, 'q': 2};-;12;0.2758183758196259;14.361151390900991;66.66666666666667;-22.777995863967814;-0.2760635513791403;-0.2600979043148772;0.6560531579303319;0.8595296298612567;0.6753640662939464;1.2288991911781526;0.5275259062345246;0.27044585282391687;-0.013067204688915979;-0.4941252166258252;-0.9961738426412676;-1.0285552804172173
log-diff;204.36827055053658;RS;glp;ARIMA;./pickle_arima/glp/log_diff/RS_log_diff.pkl;{'p': 8, 'd': 0, 'q': 11};-;12;0.24051107799809843;13.818830588695562;66.66666666666667;-102.10928402377458;-0.02200898254528383;-0.17185008798020895;0.5476770856602275;0.9759783725163675;0.9767450816030312;1.350131573922173;0.5074647992940644;0.2597561366446648;-0.20425968660898874;-0.6684734648498871;-0.7957230199697225;-0.862817908900773
