DATA;MCPM;UF;PRODUCT;MODEL;SAVED MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;66.82514049984098;SP;glp;ARIMA;./pickle_arima/glp/normal/SP_normal.pkl;{'p': 11, 'd': 0, 'q': 7};-;12;0.2869024340799015;3.3935559331393073;58.333333333333336;-711.7012980291234;0.23361839222840902;-0.2624995596652507;0.38004770586642056;0.44829722927426613;0.5885213947340069;1.1023868947458089;0.13826898637957452;0.20065647364275008;0.2746029141651015;-0.249330731227404;-0.636507095239139;-0.44024762459914274
deseasonal;125.6199483712452;SP;glp;ARIMA;./pickle_arima/glp/deseasonal/SP_deseasonal.pkl;{'p': 13, 'd': 0, 'q': 14};-;12;0.33442996791480556;6.5753583635496184;58.333333333333336;-769.080966432702;-0.05641158234097714;-0.3254395570008376;0.5799961721725471;0.5541017884682938;0.7172045967023559;1.0105494171825953;0.23080386872465464;0.4090939262607127;0.17318993690536053;-0.14877708705767548;-0.6357225456469604;-0.6050991100050023
deseasonal-log;91.65480359375778;SP;glp;ARIMA;./pickle_arima/glp/deseasonal_log/SP_deseasonal_log.pkl;{'p': 6, 'd': 0, 'q': 8};-;12;0.3383249557661923;5.951301889068101;66.66666666666667;-1049.3716249515865;0.06265786269606237;-0.0810361029991542;0.5649311567192064;0.5463301468816033;0.753079707527827;1.0845460997840153;0.2009115742886854;0.3623081576423086;0.23262377810221915;-0.02075407867057133;-0.567218176583048;-0.6209884472701713
deseasonal-diff;57.898419818724165;SP;glp;ARIMA;./pickle_arima/glp/deseasonal_diff/SP_deseasonal_diff.pkl;{'p': 8, 'd': 1, 'q': 8};-;12;0.28088047241023145;5.011244026883507;75.0;-500.6664486556569;0.07035900135751232;-0.23947085132224333;0.4422039673036593;0.5068689584366511;0.6730252803311357;0.9343790969844925;0.15853301603223197;0.30684335084342057;0.02890625907881436;-0.04737461575359031;-0.6943326201677205;-0.8243413569836417
diff;92.77914346023152;SP;glp;ARIMA;./pickle_arima/glp/diff/SP_diff.pkl;{'p': 11, 'd': 0, 'q': 4};-;12;0.3428587402982199;4.760312596363588;58.333333333333336;-983.3196419880899;0.07787072293424502;-0.2715256797519023;0.5375336483796791;0.4474965955853712;0.39104592161621476;1.0703491428639924;0.31471977667556605;0.285230389654929;0.2609073010612059;-0.19860593237225865;-0.33237526766476816;-0.20992417457833734
log;49.10645533294632;SP;glp;ARIMA;./pickle_arima/glp/log/SP_log.pkl;{'p': 11, 'd': 0, 'q': 9};-;12;0.27261552109239734;4.217652609221599;75.0;-685.4595511083235;0.20089546789323265;-0.3156442745238035;0.49048652182321284;0.48441101981385515;0.40988295629521687;1.102981858815797;0.2337843014523564;0.25803299471667174;0.10801124261435646;-0.21597160702753904;-0.5122962266493243;-0.5242348153649239
log-diff;101.76209016157742;SP;glp;ARIMA;./pickle_arima/glp/log_diff/SP_log_diff.pkl;{'p': 6, 'd': 0, 'q': 11};-;12;0.375438067677996;6.600503936780512;66.66666666666667;-632.9235890921633;-0.20664458705640598;-0.30201494429761944;0.2490456163632242;0.4150858727656015;0.48073306562502616;0.785560681517131;0.5568277135873796;0.4105836107899332;0.09705405406886314;-0.10294713597062;-0.2689905968121309;-0.5090199091419567
