DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
combination;10498.060104638851;ES;querosenedeaviacao;combination-mean;ARIMA-SARIMA-VARMA-RF;12;12;362.9212221398822;0.11518752776550513;33.333333333333336;11.803138831663524;2532.3113298211133;2347.207873704192;2366.447483708359;2290.189066362921;2358.0291678808194;2280.0651197213388;2294.8767694249127;2342.029470967176;2374.305717893014;2497.8260398928414;2480.131498398347;2292.5727399899247
