DATA;transformation;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;MCPM
error_normal;normal;BA;oleodiesel;ARIMA+SVR;sum;12;12;42261.39509899778;0.12504528422511021;63.63636363636363;12.76271816655953;1.3836735059444591;667734.6582983012;280766.5831179984;262090.67712399058;260195.1789057799;239153.51700589605;246287.86065917954;284237.94977140496;275695.19219728984;273147.01534513;258188.5645288083;240914.2805262442;231325.189366267;235513.37443236413
error_noresid_normal;normal;BA;oleodiesel;ARIMA+SVR;sum;12;12;40458.46681263589;0.12154288911471245;72.72727272727273;12.27913923143717;1.331246166264199;479922.47693977837;260141.16106006902;251577.26598328585;267828.5679153055;247219.37689754675;267000.73208438413;290847.90194314846;289971.35757588135;284773.5680316793;255697.5075392745;242602.0115951249;219177.76022623957;227793.07265828326
error_resid_normal;normal;BA;oleodiesel;ARIMA+SVR;sum;12;12;40231.898512812724;0.12044298319537766;72.72727272727273;12.222201812936289;1.3250732807982357;477215.7342353048;260226.03672874247;252002.98617577576;269632.55546728056;253379.37637279875;261191.88095487334;290380.73812433047;285639.2818355286;282861.0480355054;254679.09135736787;232737.67680684294;235557.91135395254;228356.83822671944
all_resid_normal;normal;BA;oleodiesel;ARIMA+SVR;sum;12;12;45029.39975427741;0.12993131046224665;54.54545454545455;12.738651227643643;1.4422561955397994;888822.4542143518;257507.67823146388;256438.056294132;265319.7176435071;235312.29508195235;256761.48227837525;273741.61280932155;306201.610719167;279313.88613489154;251032.1161221839;224927.3302188979;239327.89558932022;242483.48268481335
error_log;log;BA;oleodiesel;ARIMA+SVR;sum;12;12;41403.40932511611;0.12267167992831063;72.72727272727273;12.528631536729645;1.3582949413186172;491151.698796726;281625.5131294425;260436.81240543458;266984.2347806282;248901.78662148607;244612.20202924582;286805.73902062175;264450.479931311;273489.56336499547;260447.69472390309;235149.02225462277;237335.13929083533;235562.02566737594
error_noresid_log;log;BA;oleodiesel;ARIMA+SVR;sum;12;12;40036.29040974625;0.12237248665988164;81.81818181818181;12.3581614390104;1.339813380048392;317326.4815921326;257818.6303604466;257784.13206448357;274972.6139256415;256152.82895512314;263171.3590340379;294053.9936449009;277882.9895178489;276049.50464028626;260285.69918485612;236902.91421607244;224758.3357712956;222000.51599216028
error_resid_log;log;BA;oleodiesel;ARIMA+SVR;sum;12;12;40092.161295725346;0.11970991962934487;63.63636363636363;12.174968162084644;1.319952431899159;633367.9201958013;262092.29378713635;257197.18462063195;273666.3812855233;258521.24440014054;254073.97000523662;291685.98200206587;279544.0321584751;277781.32761035085;252662.91933248876;234344.1809360157;238776.89312787526;227970.7128564885
all_resid_log;log;BA;oleodiesel;ARIMA+SVR;sum;12;12;43431.086987078306;0.1214900420751119;63.63636363636363;12.481367543819053;1.3531708028770988;686148.9467671266;261421.6871842027;253935.49116452545;265813.2672003147;251515.6878696659;251676.8565417513;281364.34951304476;290780.96912667225;280587.0820774708;249681.06199809216;219467.89472296878;251515.51173523287;239713.12863951863
error_deseasonal;deseasonal;BA;oleodiesel;ARIMA+SVR;sum;12;12;41049.9445341316;0.12541134969815282;81.81818181818181;12.71313473515547;1.378297904957878;325414.6906796938;280196.8898330464;259808.84853381244;260822.87653945928;246908.3125818098;247515.47880553475;271469.27417077246;277509.51441045554;284249.8043138317;261831.30591001164;239384.90432511785;239175.55151227614;220397.48652399267
error_noresid_deseasonal;deseasonal;BA;oleodiesel;ARIMA+SVR;sum;12;12;40443.143707829164;0.12619690845344436;72.72727272727273;12.663820801770854;1.3729515216712058;479822.27123086667;260441.65607296303;247150.07343562477;259031.31952530972;246064.27693956596;259230.18849700832;283635.17832824274;294039.43971586437;288477.7811110955;265695.98436158005;244453.52366223853;228008.34681612393;214787.80535864894
error_resid_deseasonal;deseasonal;BA;oleodiesel;ARIMA+SVR;sum;12;12;41303.46436906984;0.12757949522677237;63.63636363636363;12.859100312053965;1.3941228020447336;652644.6568477866;258844.5009875343;253609.41141404907;263787.61878884875;254325.7877369641;251303.78853413273;276929.3476030667;290184.5364742626;288763.95230536564;258927.3739226675;240326.7343463596;232547.24829878059;214553.9107550262
all_resid_deseasonal;deseasonal;BA;oleodiesel;ARIMA+SVR;sum;12;12;43280.34192954545;0.1285061714522838;63.63636363636363;12.770980032754823;1.416894883985337;683898.9968034881;257394.12639346253;254636.16825037685;257986.03400088008;249985.36069129375;255212.03854681295;267092.1009690734;303511.8203785427;286434.41189637926;255299.34380776144;229062.42215116663;249094.65776618116;221514.49288110144
