DATA;transformation;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;MCPM
error_normal;normal;ES;oleodiesel;ARIMA+SVR;sum;12;12;6615.431458978611;0.05336149125220748;81.81818181818181;-3.1480569513598997;1.1716560435832863;52236.29307716996;119809.80020167722;111010.24982831835;120428.89881683147;120487.96127911842;117253.2578662041;126117.24954289052;116536.4802056616;122345.75620326288;115056.10824677761;105790.05425058753;103667.75071386406;107183.51649209438
error_noresid_normal;normal;ES;oleodiesel;ARIMA+SVR;sum;12;12;8520.281215716977;0.06419027596442352;63.63636363636363;-3.2027252669448143;1.442809136753592;134397.46969993075;107039.374968383;108404.3142551379;122316.99422999096;121049.01990736293;120951.94621086962;127965.67704186813;120284.99274132999;122274.71261146592;115722.70514514961;108470.52505674485;105865.85673612336;106075.37682031376
error_resid_normal;normal;ES;oleodiesel;ARIMA+SVR;sum;12;12;9379.570375236399;0.07376214612514574;72.72727272727273;-3.530024746418878;1.6465995980748833;111067.90253804866;105894.27799659509;111060.52144585343;123137.77924243239;124592.90999470811;121464.42500665519;126728.55846688693;118889.17629102539;122639.22537147894;117089.11179654027;108572.1172225544;102943.71043653469;107806.6112429875
all_resid_normal;normal;ES;oleodiesel;ARIMA+SVR;sum;12;12;9442.632358277984;0.07470189065659809;72.72727272727273;-3.3908864936230736;1.6658317141837633;111818.4967769364;106986.36278120845;108847.43989161131;123821.3805458199;126609.42959392827;119577.36394592564;127702.24072742648;117222.87375595799;122325.4743516086;118538.4374580055;108712.72041947806;100194.71346096635;108410.80957316225
error_log;log;ES;oleodiesel;ARIMA+SVR;sum;12;12;7919.005356145085;0.06390588198708196;72.72727272727273;-4.241942748133568;1.4068090379167204;93738.88729743779;118117.52614186086;115281.63450626205;120277.18673587876;121861.55539789703;122642.90156580953;125948.25814336866;119713.76267151751;123223.13263260116;115703.91569971033;106182.63120454646;105144.91006758371;106284.88917208245
error_noresid_log;log;ES;oleodiesel;ARIMA+SVR;sum;12;12;9997.761743189685;0.07649656137666493;72.72727272727273;-4.3794052518661895;1.7085136136342587;118400.00975845427;106606.06932203083;112925.54684376465;120045.20855751431;125793.19850875596;126508.22483560457;127239.6091294713;123595.13393479942;122077.94400021236;115345.97429795164;108415.51997297133;106547.62305679439;107128.91753906436
error_resid_log;log;ES;oleodiesel;ARIMA+SVR;sum;12;12;10710.138326784434;0.08255760842455964;72.72727272727273;-4.710094499281178;1.838675866340155;126864.55356992423;105939.8487775747;114673.22970134387;121282.3718906715;129683.22574018635;126176.72210424978;126527.89542271025;121330.86155797898;123665.50999964219;115947.30398298196;109104.55938548273;104482.41109397782;107857.49714555792
all_resid_log;log;ES;oleodiesel;ARIMA+SVR;sum;12;12;10558.384661662829;0.08341113201496962;72.72727272727273;-4.502597035198204;1.8620127384467922;125070.91552474197;105172.87778696188;111517.52467607506;121224.22491504086;129634.04491521546;124021.39659852971;126714.31756540728;121136.63756532906;124772.53462010327;118906.47188954952;109476.42374472161;102777.88333358792;108529.58613179953
error_deseasonal;deseasonal;ES;oleodiesel;ARIMA+SVR;sum;12;12;4935.980215941441;0.03791319289594421;81.81818181818181;-1.620498276213466;0.832467233117873;38942.09794964118;119564.39637698229;111948.44821232633;111912.91879586439;119902.573278488;117883.52352015393;121151.32118532191;116092.13393674907;118497.35637981765;111915.35942021984;107927.31916682994;105311.32686172989;103059.24122646387
error_noresid_deseasonal;deseasonal;ES;oleodiesel;ARIMA+SVR;sum;12;12;7239.618138628375;0.05015298249438235;81.81818181818181;-1.5049395436864998;1.1297828143645763;57154.82786635875;107676.16592855536;110768.12669850528;114717.7666733896;119396.9847953836;120733.65264262925;126031.26342218391;118814.45879623131;116848.67502274347;111550.38878081535;107985.73521049961;106787.03235963159;102303.25640190982
error_resid_deseasonal;deseasonal;ES;oleodiesel;ARIMA+SVR;sum;12;12;7771.2534943642795;0.054393399512780494;90.9090909090909;-1.8370365458705011;1.218913247011956;30774.627732015837;107229.52487367336;113266.20805088642;113595.30743374475;124875.05026547596;118826.2844529237;125055.123416929;119055.86005891794;117231.91565220332;112394.66842803996;109018.02950636574;104325.8555684269;103201.05755247072
all_resid_deseasonal;deseasonal;ES;oleodiesel;ARIMA+SVR;sum;12;12;7635.04438127641;0.05336493278302971;72.72727272727273;-1.8149842382580175;1.1956689083173995;90342.63656619818;108146.85393886817;111310.66380172408;112926.99107742918;124574.8640358159;119880.99543977021;125277.92858653632;117434.59402046319;120272.49126047648;113694.23252121081;109691.46964485932;101990.50823616468;102577.04283293788
