DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
combination;1007.6732580947976;AP;glp;combination-median;ARIMA-SARIMA-VARMA-RF;12;12;92.9500009352146;0.028585704601740567;75.0;1.3560567890421835;2790.9534511793836;2672.4967974689835;2729.059863568099;2664.9689903985936;2655.590456606991;2703.838508642294;2628.111840753154;2663.8200843928653;2594.155215891089;2745.564671162245;2579.792585662827;2561.835427200587
