DATA;MCPM;UF;PRODUCT;MODEL;VALIDATION-MOE;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
moe;1899.3573594585105;MG;gasolinadeaviacao;ARIMA;[(0, 'deseasonal'), (1, 'diff'), (2, 'normal'), (3, 'deseasonal'), (4, 'deseasonal'), (5, 'deseasonal-log'), (6, 'normal'), (7, 'normal'), (8, 'diff'), (9, 'diff'), (10, 'log'), (11, 'deseasonal-diff')];{'p': 12, 'd': 1, 'q': 11};12;12;74.61076770411773;0.2563720246065551;41.666666666666664;9.664889933551896;265.7456382670831;237.0230088134423;311.1046724056981;311.03028011977955;328.26804105278404;284.25225002690274;323.1470127315908;317.6497378154387;165.47599484086115;120.37223409198194;228.35140768044914;130.7345156377407
