DATA;MCPM;UF;PRODUCT;MODEL;VALIDATION-MOE;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
moe;4.38807385287015e+18;AM;gasolinadeaviacao;ARIMA;[(0, 'deseasonal-diff'), (1, 'log-diff'), (2, 'normal'), (3, 'log-diff'), (4, 'log-diff'), (5, 'normal'), (6, 'normal'), (7, 'log-diff'), (8, 'log-diff'), (9, 'deseasonal'), (10, 'log-diff'), (11, 'log')];{'p': 9, 'd': 1, 'q': 3};12;12;34.58608490871309;9.247362463177498e+16;25.0;-168.7755840157651;26.314438968443916;24.568655471522575;14.947180862486487;33.23401706970775;36.208819663105736;16.415456650910023;20.458479956199934;56.7080521152392;64.33322980936767;22.006842099226567;77.49041209293557;5.664020554779947
