train_range;test_range;time;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;error_series
1990-01_2023-02;2023-03_2024-02;372.86413351599185;CE;querosenedeaviacao;ARIMA;{'p': 22, 'd': 1, 'q': 22};12;12;691.1201221511695;0.0357894796695755;90.9090909090909;-1.9251179578774673;2731.431301961307;0.38931224577701984;16186.674910037333;14876.063352459614;15669.336799557801;16135.291612693774;16674.422116365993;15868.417791814112;15860.338947195567;16545.828932575656;16449.63669701832;18158.610082635252;19349.74590086024;16204.327618910242;[239.06508996266894, 350.51164754038655, 664.5642004421989, -330.41661269377437, 235.8448836340067, 56.59520818588862, -898.9569471955674, -1186.3819325756558, -1316.886697018319, -837.0760826352525, -490.6209008602418, -225.57861891024186]
1990-01_2022-02;2022-03_2023-02;299.9100010050024;CE;querosenedeaviacao;ARIMA;{'p': 10, 'd': 1, 'q': 19};12;12;4352.0055069372775;0.2531213788756516;63.63636363636363;25.1001387955885;69007.30122593722;0.8173651060359804;11872.893275280567;9228.068555831389;10652.052104151751;11445.626057868376;14532.303837599993;12319.345414386786;10735.97149835285;11948.71960246272;13268.954314294779;16011.758348324682;16046.70765483299;13272.522479583196;[4882.503724719434, 4427.32044416861, 3839.676895848248, 2902.6749421316235, 2887.523162400008, 5161.369585613214, 6295.628501647148, 5686.584397537281, 3444.4706857052206, 4019.4446516753196, 3667.0253451670105, 3500.5255204168025]
1990-01_2021-02;2021-03_2022-02;212.0667416050128;CE;querosenedeaviacao;ARIMA;{'p': 9, 'd': 0, 'q': 10};12;12;6508.33061015744;0.43043570179257123;81.81818181818181;45.400300105579404;52456.253267375854;0.9936175731129744;6604.855444713762;4613.963349986321;4184.296746710556;5891.213445005275;6947.009193139661;4514.738878103237;3681.877258336768;5138.876311635577;6143.4364135655105;10199.004974191157;11035.901291520415;8310.955366180304;[-663.5504447137619, -865.2943499863213, 1949.8722532894435, 1580.5465549947248, 4957.873806860339, 7669.174121896764, 7604.103741663232, 7500.136688364424, 10008.86858643449, 6996.476025808843, 9433.226708479586, 8076.271633819695]
1990-01_2020-02;2020-03_2021-02;286.391190454;CE;querosenedeaviacao;ARIMA;{'p': 14, 'd': 0, 'q': 16};12;12;7264.617961540567;2.5617811598263587;63.63636363636363;-100.27935065840563;122486.92781290004;0.9483118264015606;12157.429824794614;11825.741182404787;11763.651729774892;12500.955608223678;13609.933968041296;12627.055733189476;12736.969623890036;13313.681094460064;13520.41493059561;15110.324862511783;15602.87585532726;12657.625093306659;[-3802.408824794613, -10771.330182404787, -10434.247729774892, -10176.014608223679, -9811.854968041296, -7334.078733189476, -8578.496623890036, -4001.5000944600633, -4471.75093059561, -2604.6298625117834, -2881.7518553272603, -3955.055093306659]
1990-01_2019-02;2019-03_2020-02;260.8345547839999;CE;querosenedeaviacao;ARIMA;{'p': 6, 'd': 1, 'q': 24};12;12;1262.6587398958554;0.0801336929097776;54.54545454545455;-2.4030719413895256;24897.53885244568;0.771808835599332;13577.899778565104;12198.758771450255;13048.583386113394;13465.071943207857;15179.26714631153;14379.023263376392;13261.826406514556;13342.417972591997;13174.177916742132;15494.181884943348;14114.100244666155;14373.960119754689;[-362.35877856510524, -1101.7107714502545, -1775.2113861133948, -1661.6649432078575, -1323.9471463115297, -245.82726337639178, 498.2865934854435, 301.07402740800353, 783.3920832578679, 356.5831150566519, 2416.929755333844, -1771.8641197546895]
1990-01_2018-02;2018-03_2019-02;201.54210694201174;CE;querosenedeaviacao;ARIMA;{'p': 18, 'd': 0, 'q': 12};12;12;1062.083411458837;0.05815320695177572;72.72727272727273;1.1063950250701304;12570.038641936646;0.29513758148461133;10239.23608748325;11475.339454705972;12508.758161641546;13738.215967513153;16380.520363727617;14487.329588042421;14137.442341498652;14752.890391154348;14678.577069516563;16813.111281552614;17320.291317104686;14012.09972957578;[505.2939125167504, -704.7484547059721, -481.6191616415472, -670.8239675131535, -602.8103637276181, 1686.889411957578, 2391.3016585013465, 1400.3406088456522, -696.3060695165623, -83.41028155261301, 13.632682895313337, -849.7417295757805]
1990-01_2017-02;2017-03_2018-02;269.68889419100014;CE;querosenedeaviacao;ARIMA;{'p': 23, 'd': 1, 'q': 5};12;12;2433.8487213565845;0.12185922534015504;81.81818181818181;-1.0719405544032916;19290.974583915187;1.0085558586721246;15707.097840606506;14514.260306478718;15190.762176611608;15472.53917138646;17539.093610306663;15904.683555561494;15396.634515298945;15471.351086487135;15097.255902589866;17157.19117672686;18895.24978074916;15750.271125848323;[1146.6811593934926, 139.445693521282, 307.7128233883923, -121.89517138645897, 1485.390389693337, 105.9154444385058, -718.4595152989459, 2192.678913512864, 1559.9820974101349, 2285.149823273139, -4931.48378074916, -5488.438125848323]
1990-01_2016-02;2016-03_2017-02;214.56021414801944;CE;querosenedeaviacao;ARIMA;{'p': 24, 'd': 1, 'q': 7};12;12;2340.931540565195;0.13060975444270548;90.9090909090909;-10.665459928736777;9347.935226870897;0.9140039718282134;17914.347306394568;17625.78191156895;17449.930468044076;18805.722508347888;19611.946512059058;18118.54571988908;17257.630951283154;18147.28415513452;17664.140317598805;19191.3204474321;20411.53635353767;18066.726030328144;[-1619.5963063945674, -3181.0169115689496, -3355.526468044076, -4736.635508347888, -1829.3865120590563, -1979.4707198890792, -1198.8959512831534, -1261.9961551345186, -1171.595317598807, 224.07255256790086, 1309.0046464623301, -2427.1400303281443]
1990-01_2015-02;2015-03_2016-02;154.08249337598681;CE;querosenedeaviacao;ARIMA;{'p': 1, 'd': 1, 'q': 20};12;12;1289.45593182864;0.05502112444294183;54.54545454545455;2.6311961701040145;25411.38571858635;0.40927872133852383;19437.01093425164;17152.580244999903;16999.191036392258;18933.891746973808;18712.68169113819;17778.45288828477;17022.82440584603;16643.470254176656;17963.067740072605;20081.74447283096;20773.66994984592;18000.767901771556;[-623.9239342516412, 1425.252755000096, 3059.1989636077415, -328.3717469738076, 1892.2243088618088, 774.10011171523, 287.16659415397226, 957.3427458233418, -812.1257400726063, -394.7894728309584, 853.8860501540803, -1158.431901771557]
1990-01_2014-02;2014-03_2015-02;209.38140725099947;CE;querosenedeaviacao;ARIMA;{'p': 23, 'd': 0, 'q': 14};12;12;5000.676211745986;0.21611845960848486;90.9090909090909;22.620298429679046;20153.88165165995;1.1112181194812711;14923.040480035354;15607.040512753167;14815.226730321585;15740.40391909349;16203.65968103623;15167.079946816371;14544.267592731709;15630.817788182769;15235.780009693646;15997.775474871032;17072.017005014048;14870.926338079338;[1927.9615199646469, 691.9264872468339, 1478.799269678415, 4501.328080906511, 6131.2833189637695, 5542.280053183629, 5048.612407268292, 4758.0582118172315, 5063.639990306352, 7169.5135251289685, 7991.0069949859535, 4012.5896619206615]
