train_range;test_range;time;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;error_series
1990-01_2023-02;2023-03_2024-02;400.10168960600276;SE;querosenedeaviacao;ARIMA;{'p': 23, 'd': 1, 'q': 24};12;12;427.8360135151792;0.3366180677517958;63.63636363636363;-24.56431386240697;6804.3318096929615;0.8463292729376598;1595.8597167058872;1494.7529572314243;1547.1256097109463;1681.4126055820282;1720.6045064236496;1618.410175549208;1602.6600837175288;1632.3580607613344;1625.0925336209482;1754.3313031174378;1858.0292832287505;1551.1936649765994;[283.89228329411276, 126.98304276857584, -273.92060971094634, -560.9376055820283, -573.1005064236497, -449.10117554920794, -726.1070837175288, -367.5630607613343, -283.8365336209481, -215.51530311743772, -286.72028322875053, -555.3666649765994]
1990-01_2022-02;2022-03_2023-02;222.50583858200116;SE;querosenedeaviacao;ARIMA;{'p': 18, 'd': 0, 'q': 22};12;12;647.0589478130361;0.3277034502765002;72.72727272727273;33.84258081081275;7737.089589790478;0.9895330952145301;1222.5088097421542;931.1409499238787;903.8132546353954;1117.247820731542;1116.8886775066276;1086.2035127204833;1000.458239939711;1090.0320950038063;1165.5674327211282;1486.5721023828046;1434.7601062823474;1227.694401112074;[474.7451902578457, 611.0650500761212, 551.4437453646046, 233.74117926845793, 749.3713224933724, 685.3594872795168, 758.7277600602889, 956.2219049961936, 1105.357567278872, 461.3318976171954, 273.34089371765276, 189.87859888792605]
1990-01_2021-02;2021-03_2022-02;163.2011019569909;SE;querosenedeaviacao;ARIMA;{'p': 3, 'd': 0, 'q': 2};12;12;441.12373683221006;0.3674163449356906;63.63636363636363;9.589283236104338;7021.863801028804;1.0751448877625844;1313.016605236562;1134.7143884755185;1064.9275822565405;1049.1854211953437;1010.568023415402;991.4997154929473;992.659919622661;985.2558388812203;979.2870715461285;980.5373639936333;979.5806057359754;977.6399868990194;[-413.7856052365621, -678.1993884755185, -390.2215822565405, -1.2284211953435715, 89.24497658459813, 83.80428450705278, 129.97608037733892, 347.1021611187797, 216.09692845387156, 785.5596360063666, 764.5183942640246, 388.56501310098054]
1990-01_2020-02;2020-03_2021-02;267.90721378401213;SE;querosenedeaviacao;ARIMA;{'p': 19, 'd': 1, 'q': 20};12;12;1263.7899288526646;4.039444492089217;63.63636363636363;-116.41284535194742;22173.66921928659;1.0903659009731659;2050.5108051143525;2060.1655183622474;2033.0745878922955;2270.466992241636;2377.769509670077;1812.6640067077294;1792.0102601553897;1840.0841413286914;1872.2596864514496;1905.2873268523394;2070.1187248919136;1624.8405453424095;[-812.2718051143524, -1954.5925183622473, -1897.5065878922956, -1931.086992241636, -1975.9925096700767, -1167.1370067077294, -1051.5542601553898, -704.0951413286914, -562.6386864514495, -240.83132685233954, -296.33472489191354, -159.64454534240963]
1990-01_2019-02;2019-03_2020-02;224.94460504500603;SE;querosenedeaviacao;ARIMA;{'p': 10, 'd': 1, 'q': 16};12;12;433.43262228039043;0.21796278444751524;72.72727272727273;-11.303015623045578;5162.077059428509;0.8391736421165535;2024.303089763367;1999.4367982375145;2037.7357292352708;2134.565285167744;2174.3434071912775;1993.122496792865;2106.9335409339305;2105.289305306285;2137.248764988761;2194.4205106840873;2223.517245106237;2081.74233063697;[-246.94508976336715, -241.27979823751457, -505.61272923527076, -596.5422851677442, -218.1644071912774, -393.1264967928648, -635.9765409339304, -613.9753053062848, -106.69776498876126, 268.6874893159129, 673.3367548937626, 55.90666936302978]
1990-01_2018-02;2018-03_2019-02;126.2758132989984;SE;querosenedeaviacao;ARIMA;{'p': 3, 'd': 0, 'q': 18};12;12;436.7894791205665;0.1857584392358478;54.54545454545455;-13.985119865381021;8635.852962397508;0.776174498727503;2600.211716655908;2438.493422650538;2597.906667545023;2553.0062648771723;2530.669248973932;2387.685435245553;2421.6291070227358;2415.2469031527053;2483.887584808569;2487.572298510411;2567.838408825843;2463.198819350322;[-39.26771665590786, 52.343577349462066, -667.235667545023, -501.9532648771724, 324.88175102606783, -442.39343524555306, -587.6501070227357, -434.3609031527053, -500.67658480856903, -115.2562985104114, -66.83840882584309, -695.9078193503221]
1990-01_2017-02;2017-03_2018-02;119.58526111097308;SE;querosenedeaviacao;ARIMA;{'p': 2, 'd': 0, 'q': 20};12;12;319.69254527701634;0.09094788978036043;81.81818181818181;6.449123738408913;2530.232081158719;1.085169205153814;2512.3111735350344;2204.328376347683;2396.486505036041;2360.3927907620428;2400.4212995509124;2306.0194823360735;2236.6485682175517;2275.4901066940292;2266.1316389010854;2353.5846397184087;2400.5050222608584;2309.434633585865;[18.14782646496542, -49.267376347682784, 78.70449496395895, -183.88379076204274, -191.32329955091245, -64.33248233607355, 219.51843178244826, 423.7998933059707, 397.84436109891476, 519.7353602815915, 694.2909777391415, 68.50336641413514]
1990-01_2016-02;2016-03_2017-02;161.56263438798487;SE;querosenedeaviacao;ARIMA;{'p': 19, 'd': 1, 'q': 19};12;12;391.10002584223855;0.13976976282107867;81.81818181818181;-6.0714289766559055;3103.884751407246;1.336416397712097;2615.163303210292;2491.011014180099;2634.075922275621;2800.0646267058846;2814.819762730405;2484.9746657285837;2235.6946337746663;2308.0555682737704;2267.2903949677752;2210.4571612675263;2496.1932555426624;2075.4938037874635;[-194.14730321029174, -651.7900141800992, -507.4379222756211, -638.3916267058848, -623.967762730405, -5.247665728583797, 68.78636622533395, 86.61343172622946, -73.588394967775, 176.62483873247356, 480.37574445733753, 197.4361962125363]
1990-01_2015-02;2015-03_2016-02;170.51984598400304;SE;querosenedeaviacao;ARIMA;{'p': 24, 'd': 1, 'q': 17};12;12;507.74533832208164;0.20522424226346703;81.81818181818181;-14.36165647137473;4044.194193988334;0.932559753290542;2721.737927888958;2714.9149606107962;2822.6370579611703;2798.547143171348;2868.506158043652;2811.7485955440384;2723.9861928733326;2854.1720205297574;2807.249179535784;2651.1678055762522;2954.5624879131233;2657.2814500588543;[-402.63292788895797, -718.8149606107963, -645.7510579611703, -702.2701431713481, -373.7931580436516, -582.5635955440384, -566.1281928733324, -558.3600205297575, -178.32417953578397, 227.82719442374764, 516.0865120868766, -207.98845005885414]
1990-01_2014-02;2014-03_2015-02;91.9573234989657;SE;querosenedeaviacao;ARIMA;{'p': 2, 'd': 1, 'q': 10};12;12;196.3358132512355;0.053981036478049305;54.54545454545455;2.4454118244221528;3870.0108577507885;0.7191978946653736;2994.0551191677932;2851.4653323957564;2911.619649145367;2872.276569912171;2832.109878449801;2727.772037985267;2772.107578401371;2713.407604400018;2785.3614686975334;2729.313951903319;2790.6116541954907;2732.312306479082;[80.57088083220697, -35.57733239575646, -4.993649145366817, -32.69556991217087, 334.1041215501991, 129.88996201473265, -147.51557840137093, 273.12039559998175, -14.60446869753332, 225.51104809668095, 316.2103458045094, -278.9473064790823]
