DATA;transformation;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;MCPM
error_normal;normal;SE;querosenedeaviacao;ARIMA+SVR;sum;12;12;942.2479984085154;0.7214722622095313;54.54545454545455;-65.40339499296938;1.8596552747917483;18854.26264845315;1904.4341506705177;1940.34334892479;2121.9613708368943;1945.4912077924018;1684.0752419553505;2126.960055409802;2278.563964207698;2327.65022022731;2497.811142815017;2811.6920126926507;2406.884749568233;2088.7571600196093
error_noresid_normal;normal;SE;querosenedeaviacao;ARIMA+SVR;sum;12;12;925.9838512633908;0.70977944563989;63.63636363636363;-61.846725665242175;1.8397012649507112;14876.235599770142;1654.2077000026825;1877.7725474618092;1889.6728806710028;1757.0053472322506;1900.7131898360442;1907.706498938765;2251.9601074379143;2416.2245495967027;2540.5203878590346;2742.6537795215986;2474.911582140372;2159.3032013269076
error_resid_normal;normal;SE;querosenedeaviacao;ARIMA+SVR;sum;12;12;996.2086877857146;0.7770808692751526;45.45454545454545;-67.74455413703244;2.0126007643177317;23882.892060107686;1639.7515040000417;1977.649625815639;2238.6586300215286;2068.7649214193148;1950.5691059440755;2128.7941035341964;2395.8784649409135;2357.4622120048007;2569.14069458249;2868.320906799634;2315.1046792159887;1994.4454936282173
all_resid_normal;normal;SE;querosenedeaviacao;ARIMA+SVR;sum;12;12;1044.0433110983274;0.8003843503749156;54.54545454545455;-71.50773865553866;2.051148176445179;20926.867862562605;1829.9493739797076;1825.7899662355753;2366.3079875841404;2322.7545432158577;1921.9276751774878;2165.0807356654027;2453.127302342635;2413.504977480022;2596.250685430795;2928.964404321403;2297.656130284432;1977.8299224142283
error_log;log;SE;querosenedeaviacao;ARIMA+SVR;sum;12;12;982.7328143119731;0.7431287488042996;63.63636363636363;-68.05390239988346;1.935018794998493;15801.957892813076;1955.7000110144731;1815.4504285092382;2102.2938718948008;2006.239727893852;1820.1620859230356;2053.0083359964024;2247.5772459336235;2483.9876223820347;2504.9567475383474;2988.3619031747635;2606.1070030339574;1969.5740453429428
error_noresid_log;log;SE;querosenedeaviacao;ARIMA+SVR;sum;12;12;963.1586441783953;0.7348927661157609;72.72727272727273;-65.19053673865216;1.9061130671663529;11689.534635167085;1733.8528593317528;1779.5743753651711;1982.5115162080078;1885.2816784019885;1946.5633693506938;1948.6138613657884;2152.239633183167;2453.6803873671165;2607.2609283222714;2624.022232288694;2750.1689196014813;2237.2221171031924
error_resid_log;log;SE;querosenedeaviacao;ARIMA+SVR;sum;12;12;1027.3237778471414;0.7997745981487503;63.63636363636363;-71.14192347463346;2.071031404501533;16544.522666126028;1745.8035327943826;1925.3282032174518;2200.651096685482;2086.491049352599;2100.6847851371535;2175.2779140755074;2359.5783673880696;2395.3545054251663;2583.9279696735266;2841.1801542637527;2576.989521171972;2050.075841936082
all_resid_log;log;SE;querosenedeaviacao;ARIMA+SVR;sum;12;12;1078.1383710846783;0.8142867293547269;54.54545454545455;-73.9667070853033;2.10396561660659;21616.520793331776;1877.4614624513483;1793.8541427716489;2276.0156980792763;2360.368830740466;2078.6454359019826;2168.3441992183753;2421.4187924839134;2547.3563487517304;2637.455852519423;3086.425800234639;2454.31487795871;1786.0124795834524
error_deseasonal;deseasonal;SE;querosenedeaviacao;ARIMA+SVR;sum;12;12;1005.3564330497286;0.7610959062200594;54.54545454545455;-69.51389843417469;1.9804072555091268;20134.132648493436;1868.9839735176379;1921.585671928179;2090.757381303592;2086.1151295125446;2325.9968392410565;2191.5331061600173;2254.6273374287657;2391.574416379305;2654.304334916861;2952.050956446979;2410.553364701188;1636.0237306980687
error_noresid_deseasonal;deseasonal;SE;querosenedeaviacao;ARIMA+SVR;sum;12;12;967.1114577721819;0.7423878258208477;45.45454545454545;-65.68024082071067;1.934112508943414;23170.50955448514;1694.7444736897592;1841.3548070666518;1915.7264840465973;1919.6799189814872;2266.9673351160927;2122.623162486109;2191.1296646456103;2474.674505427356;2558.149259415965;2789.0401461730826;2536.09170393057;1868.1862915862093
error_resid_deseasonal;deseasonal;SE;querosenedeaviacao;ARIMA+SVR;sum;12;12;1049.54244624314;0.8122904559595735;63.63636363636363;-71.464279966947;2.12025872414886;16907.95566145831;1634.492675097174;1944.6761463897294;2219.9358016226556;2181.085184215521;2369.2534955899805;2317.638057553548;2304.8167630041066;2425.510180760827;2617.7237545324983;2944.516171580353;2396.2528005706463;1736.3759670440081
all_resid_deseasonal;deseasonal;SE;querosenedeaviacao;ARIMA+SVR;sum;12;12;1114.003730807705;0.8445870006673543;54.54545454545455;-75.17227884547614;2.2053661340002213;22350.295548890863;1690.9639871893014;1932.0671239982255;2415.889794431987;2323.943078480621;2404.100311664077;2294.6944366620555;2412.9332827738117;2488.368159685898;2704.4809065565732;3148.9763288756103;2302.0292641647447;1559.7140582397235
