DATA;transformation;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;MCPM
error_normal;normal;PA;querosenedeaviacao;ARIMA+SVR;sum;12;12;4087.484128860346;0.6212842128942734;81.81818181818181;-62.67624469804828;1.0426249612132945;33285.11424971483;6276.238600643039;5369.296298946452;7657.666965618813;9307.958660561704;10924.528411845664;11614.426494679574;10151.716709902197;11202.478966431785;10444.573377218343;11673.933319412767;10821.539523380347;6976.60303179266
error_noresid_normal;normal;PA;querosenedeaviacao;ARIMA+SVR;sum;12;12;3681.4743250411057;0.5715253532039123;81.81818181818181;-57.89829910378603;0.9631434070152647;29899.676066591874;6915.847804182031;5440.8908198218805;7032.3464703581185;8009.360052558866;10026.257704779015;10581.7783798651;9883.785333174605;10387.469924965813;9799.183876515683;11758.733977143405;10985.951660527637;8297.451037750681
error_resid_normal;normal;PA;querosenedeaviacao;ARIMA+SVR;sum;12;12;4132.404268280482;0.6424131535507899;72.72727272727273;-64.59825391800197;1.0745977572552408;49958.479264188245;6767.966201155417;5697.017920284001;8069.097488767109;9316.963226216021;10718.40210954217;12200.531437935688;10770.747318265718;10367.515905369244;9369.180315414449;11620.114887813586;11419.694688810929;7431.975174448726
all_resid_normal;normal;PA;querosenedeaviacao;ARIMA+SVR;sum;12;12;4595.396048946148;0.6975631279940497;72.72727272727273;-69.8424267303846;1.1618350431112727;55665.33580417977;6432.338618262357;5470.954208030145;8582.014608217181;10768.869162561166;11414.12953984855;12823.94785608917;11482.477259022016;11163.053644203814;10666.638477921395;11407.127776321337;10900.401005335494;6261.354305849576
error_log;log;PA;querosenedeaviacao;ARIMA+SVR;sum;12;12;3429.420111635583;0.5390617448635876;72.72727272727273;-54.14701579697792;0.9007404722015475;41306.38512359969;6500.396607373807;6445.757769542179;7885.341689468347;7771.811830827757;8998.129304003727;10017.365043329679;10597.729366542379;10523.98723341659;9409.095517256526;10984.824571145195;10486.543282283395;6905.668831845913
error_noresid_log;log;PA;querosenedeaviacao;ARIMA+SVR;sum;12;12;3167.1626747532946;0.49926971128554093;72.72727272727273;-50.33925359413913;0.8373980058784516;38093.014497627344;7027.437704394131;6216.391230061031;6899.054198798818;6670.836326573136;8865.682314095071;9615.598354075639;10171.081188161577;9706.716139601485;9055.438206614763;10989.298980841302;10216.371768888352;8461.30766967529
error_resid_log;log;PA;querosenedeaviacao;ARIMA+SVR;sum;12;12;3516.9162252603664;0.562812768780774;72.72727272727273;-56.215543946143;0.9351506237937823;42396.5385810944;6690.070051319055;6765.781000901566;8220.594074222845;7985.153188865424;9362.862194194682;10938.40812164001;10806.81995867138;10096.963640057595;8652.308266577706;10737.220055593876;10307.686968476857;7392.28493585284
all_resid_log;log;PA;querosenedeaviacao;ARIMA+SVR;sum;12;12;3893.5615847359086;0.6171954953343796;63.63636363636363;-61.46237878425467;1.0224321926869662;62357.98156479478;6205.392712894659;6546.742702041807;9351.66760277186;9564.273197184117;9611.572799517126;10897.615213416315;11086.690519273601;11174.646601483342;9588.223737589997;10507.27212642249;10256.900370043615;6791.094312206395
error_deseasonal;deseasonal;PA;querosenedeaviacao;ARIMA+SVR;sum;12;12;3561.767986580736;0.5564430486516038;72.72727272727273;-55.29177196172864;0.9197835938439178;42927.244063836326;6202.94564994947;6621.89625124065;8488.920721973891;9132.951457190384;10743.333468994188;10918.42187043786;9868.98650447355;9987.285284532349;9811.355996308885;9968.474369769881;9583.29159936669;5989.896541790395
error_noresid_deseasonal;deseasonal;PA;querosenedeaviacao;ARIMA+SVR;sum;12;12;3139.492969398162;0.5134991094957769;72.72727272727273;-51.31332515930468;0.8536017738728883;37779.78098837907;6947.700782472492;6871.94215327182;7742.059493100768;8380.004101729077;9945.89325275579;9846.336232094252;8938.509853306565;9309.672487832175;9230.43263988587;10414.215780338809;9965.313891083098;6976.286774555508
error_resid_deseasonal;deseasonal;PA;querosenedeaviacao;ARIMA+SVR;sum;12;12;3649.85792545419;0.5810036451867618;72.72727272727273;-57.60884878557668;0.9583283749684325;44027.868143584994;6823.994907709357;7201.038620084;8869.661143076302;9341.86287199321;10960.057840456113;10827.418825777266;9815.437060772265;9910.391534406092;9623.821217462924;9870.978567135953;9949.46803334606;5724.895475691297
all_resid_deseasonal;deseasonal;PA;querosenedeaviacao;ARIMA+SVR;sum;12;12;4121.888811713701;0.6562313963361953;54.54545454545455;-61.92159624816347;1.07689858141601;82312.8237940057;6586.988080128383;7314.766212358665;9512.733139441894;9912.651607940074;12005.713455652683;11922.488522065305;10484.870726020103;10504.060697774255;10031.078963911557;9495.703946731399;9383.141630370246;4745.247138049128
