DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;21278.90876853912;RN;etanolhidratado;ARIMA;{'p': 22, 'd': 3, 'q': 6};12;12;1465.0844878023515;0.2038051233714116;72.72727272727273;16.945217989844462;0.6877495748033022;4703.570460097084;4468.805199608818;4936.957513842188;4751.876775239795;4613.4270419562745;3441.353263167726;3994.714999147354;2871.328100855884;3525.271772666164;3799.3171813678073;3568.336024964276;3343.172191736256;-4.606015890689928;0.0001259115821419;8;388;-3.4473167281607155;-2.869018036958473;-2.570753607450313;True
log;27213.8607026287;RN;etanolhidratado;ARIMA;{'p': 18, 'd': 3, 'q': 8};12;12;1252.743368141673;0.1616210893656827;54.54545454545455;12.734715591499256;0.5584678836736885;4525.619967290668;4329.335656982009;4814.070409182311;4530.402426871508;4811.1787797898;4195.732516767982;4282.8676716793925;3646.396239655693;3692.6322097635857;3964.26583950468;3693.240653104908;3966.690536710609;-6.9823320554851005;8.131798322005175e-10;1;395;-3.447014064067954;-2.8688850015516016;-2.57068268706938;True
deseasonal;28630.844566432363;RN;etanolhidratado;ARIMA;{'p': 4, 'd': 3, 'q': 23};12;12;1447.6160700248288;0.2139033554335034;54.54545454545455;19.42560346908405;0.7063189502568684;4467.47036406496;3908.2415926253943;5019.921431456756;3696.7293221138034;5048.5025477466725;2744.5053007747833;3969.8620643801814;2669.670507910873;3402.6057271037;4382.722448739269;3615.9225249054225;3657.9415799668955;-4.424027716753549;0.0002690793446722502;8;388;-3.4473167281607155;-2.869018036958473;-2.5707536074503134;True
