DATA;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
mean;PI;oleodiesel;knn_rf_deepar_svr_catboost_arima;{};12;12;2667.1851529301334;0.05324172723546606;54.54545454545455;1.696998675485533;0.27407394309238065;38002.5512143692;39236.55676817043;41009.62759727758;42075.429517164564;44136.25189360816;45716.28240586289;47160.316015080505;45971.50801593933;45874.919295574575;45113.67471080003;40929.39035850673;36139.599498358
