DATA,MCPM,UF,PRODUCT,MODEL,PARAMS,WINDOW,HORIZON,RMSE,MAPE,POCID,PBE,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12
normal_deseasonal_log_deseasonal-log,608.4889622725967,PE,gasolinadeaviacao,ARIMA_MEAN,"{'normal': ""{'p': 14, 'd': 1, 'q': 11}"", 'deseasonal': ""{'p': 5, 'd': 1, 'q': 13}"", 'log': ""{'p': 14, 'd': 1, 'q': 13}"", 'deseasonal-log': ""{'p': 5, 'd': 1, 'q': 13}""}",12,12,16.1599577721267,0.5888026854863897,16.666666666666668,-0.964306069932039,27.539317096584135,28.615250923527814,35.48028465889768,23.374649736776227,32.45477345820396,29.56384590942804,39.06185729568342,33.08215508792459,26.61432932908504,35.89913185434838,35.91688654648147,27.476886223674676
