train_range;test_range;time;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;error_series
1990-01_2023-02;2023-03_2024-02;132.08841030532494;MS;etanolhidratado;CATBOOST;{'iterations': 100, 'learning_rate': 0.01113881706520268, 'depth': 4, 'loss_function': 'RMSE', 'random_state': 42};12;12;10605.930649149599;0.3088913641715338;54.54545454545455;38.9282874108487;210174.78625405594;0.8528706644372231;11343.252890821605;11464.11575057267;11531.945147698241;12071.206778777014;12252.090723398715;12280.022448191761;12266.91147843588;12029.126879465717;12160.557501527137;12515.045381145053;12201.820201691153;12185.020649411768;[846.5091091783961, 371.6012494273309, -245.5861476982409, -882.434778777013, 216.5532766012857, 4753.579551808238, 9189.46552156412, 12273.299120534282, 12647.030498472863, 17926.653618854947, 18018.61379830885, 16865.02935058823]
1990-01_2022-02;2022-03_2023-02;141.1248129797168;MS;etanolhidratado;CATBOOST;{'iterations': 100, 'learning_rate': 0.03448454601811758, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;3694.6605128239844;0.2863294837053447;36.36363636363637;-16.90593176926835;102273.64726215026;2.0662032030373236;11707.112193613717;11973.39441904862;13091.583932054657;12985.923948218871;13947.121991045318;13596.886854313601;15216.431191941123;15377.805593325298;15203.213118615524;15967.189098570247;16066.867128117701;15285.601562872826;[4394.453806386284, 3128.2065809513806, -797.4229320546565, 10.502051781128102, -2281.732991045319, -3489.4188543136006, -4042.8801919411235, -3935.6915933252985, -3321.4741186155243, -3014.784098570246, -6338.018128117701, -4956.290562872826]
1990-01_2021-02;2021-03_2022-02;118.55230778316036;MS;etanolhidratado;CATBOOST;{'iterations': 200, 'learning_rate': 0.18633274756652096, 'depth': 6, 'loss_function': 'RMSE', 'random_state': 42};12;12;2400.8751205857434;0.13313746980260396;54.54545454545455;-1.7576910053360106;47396.005199333165;0.3303661804667419;18452.557409220437;17525.85180105004;17484.536850633107;18063.801016724894;16553.624368734785;11131.868903252145;13125.236558973516;10262.423651443885;11358.197310730138;11234.686187639929;10370.71761418142;11634.798531280256;[1947.7355907795645, -383.12580105004236, -2037.635850633107, -5294.788016724893, -3982.2923687347848, 1747.882096747855, 122.88344102648443, 3154.3883485561146, 409.1566892698611, 1920.3328123600713, 60.121385818580166, -552.7245312802552]
1990-01_2020-02;2020-03_2021-02;121.3263094862923;MS;etanolhidratado;CATBOOST;{'iterations': 100, 'learning_rate': 0.2344171180372673, 'depth': 8, 'loss_function': 'RMSE', 'random_state': 42};12;12;6673.782686846815;0.320012118965279;45.45454545454545;35.49051563598538;158559.5765163648;1.0771229186383493;9465.735800770026;9256.10181028917;9056.384190490391;9024.141663896791;9516.822427054083;8783.36408844503;8372.142625310355;8603.318589772372;8230.258007318816;7958.943760465667;8033.995241383237;8402.510227030218;[-189.27980077002576, -1416.7988102891704, -747.4601904903902, 93.35233610320938, 1192.0015729459174, 3463.499911554969, 7753.961374689645, 9639.330410227629, 7583.486992681184, 11092.033239534332, 8648.036758616763, 10491.597772969782]
1990-01_2019-02;2019-03_2020-02;223.64723623218015;MS;etanolhidratado;CATBOOST;{'iterations': 200, 'learning_rate': 0.2954533785316201, 'depth': 6, 'loss_function': 'RMSE', 'random_state': 42};12;12;2936.536360168709;0.2176883887494568;54.54545454545455;-21.132065048424977;58079.1581018868;0.7094185593399968;10949.843110905738;8500.854768176388;9561.887656447263;8130.899903097008;9270.13216545801;9476.330339591348;8733.290148532673;10418.962437643817;10363.40799309531;13999.5701651267;15265.786036757934;16698.66401624726;[-2398.079110905739, 725.2162318236115, -643.0206564472628, -193.93390309700771, -850.8041654580102, -1600.021339591348, -333.6581485326733, -957.7364376438163, -1178.2589930953109, -2518.5841651267, -5933.546036757934, -7035.630016247262]
1990-01_2018-02;2018-03_2019-02;248.8002378307283;MS;etanolhidratado;CATBOOST;{'iterations': 200, 'learning_rate': 0.15653604222637066, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;5182.854935565493;0.3552648781962071;45.45454545454545;35.39087098160203;123218.89236955045;1.3080968141665295;8990.395544065183;8749.745824586824;8791.932878772846;8001.466705556412;7414.190338285511;7110.3507979394535;7396.814985655034;6150.881558131006;5787.245674952517;6311.47293458557;6402.459415762782;6413.506342399527;[-1185.3635440651824, -1253.8648245868235, 93.801121227154, 3376.6212944435874, 4971.970661714489, 5775.476202060546, 6292.431014344965, 9278.909441868993, 7276.325325047483, 7004.293065414429, 4220.838584237219, 2089.5486576004732]
1990-01_2017-02;2017-03_2018-02;127.73783379932866;MS;etanolhidratado;CATBOOST;{'iterations': 100, 'learning_rate': 0.2135869613204018, 'depth': 6, 'loss_function': 'RMSE', 'random_state': 42};12;12;1570.1691630609803;0.18969920279096622;63.63636363636363;-16.808456645144943;24855.716507598958;0.676582230517558;6563.324865718469;7063.039932650592;7561.829604951285;8427.315605175441;8993.734531980894;9110.420840820023;10092.986794907563;10438.773936090207;10569.094392344283;12099.452184750859;10435.523247998039;9709.022828773504;[379.62513428153125, -518.0739326505918, -1153.7796049512845, -2602.095605175441, -2476.8545319808936, -1649.4958408200227, -1207.1877949075624, -2001.7969360902061, -1008.2183923442826, -644.1301847508585, -1042.864247998039, -2057.0458287735046]
1990-01_2016-02;2016-03_2017-02;161.62772267777473;MS;etanolhidratado;CATBOOST;{'iterations': 100, 'learning_rate': 0.1997944874664072, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;11741.81014504258;1.2859306568808218;63.63636363636363;-124.67236231154995;191443.93477694655;1.1924541597462528;14253.76952455236;16012.796991724372;17199.133954510926;17202.9399056819;19798.49198237306;19906.779345348776;23311.43056636915;27103.301201225026;22213.56399819279;25125.59871902486;20338.541085039244;18273.960047585915;[-4780.75552455236, -6474.4969917243725, -7515.604954510925, -8375.689905681898, -10216.64198237306, -10290.129345348776, -13901.530566369149, -17805.601201225025, -12881.41399819279, -15758.99871902486, -13437.641085039244, -12150.080047585914]
1990-01_2015-02;2015-03_2016-02;104.29542161198333;MS;etanolhidratado;CATBOOST;{'iterations': 100, 'learning_rate': 0.012025274920573658, 'depth': 8, 'loss_function': 'RMSE', 'random_state': 42};12;12;5240.427207717948;0.24108130322391733;54.54545454545455;22.895146531099623;103695.960994495;0.6613960662009982;17431.5373895775;16337.72686832584;15127.202634998535;14485.29274364347;13490.901460218009;13054.62822888869;12953.323382681638;13192.051671812356;13138.579004210778;13202.309592924166;13354.90390973535;13229.960560595244;[2289.8126104224975, 4917.1801316741585, 3471.6323650014638, 3458.4572563565307, 5601.098539781991, 7029.32177111131, 8507.341617318363, 9460.848328187645, 2706.8709957892224, 4394.590407075835, 820.4935902646484, -2476.0655605952434]
1990-01_2014-02;2014-03_2015-02;186.93012151122093;MS;etanolhidratado;CATBOOST;{'iterations': 100, 'learning_rate': 0.27374000943983484, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;5479.243160955104;0.28001821484677997;54.54545454545455;21.711092444330166;108514.50873020614;1.987249150589114;13389.269638686666;14094.772407866523;12748.9088953587;11553.95268262246;11651.2438444551;8678.927257771646;9496.045787290674;9881.680789689502;9599.469265298156;8979.687272557927;9702.634944755915;9854.274291013913;[-993.1486386866673, -2221.993407866523, -2504.9088953586997, -1680.7026826224592, -641.5438444551, 2367.0027422283547, 2652.640212709326, 4587.169210310498, 5515.280734701844, 10980.912727442072, 8669.815055244086, 9218.729708986088]
