train_range;test_range;time;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;error_series
1990-01_2023-02;2023-03_2024-02;137.80364835914224;PI;etanolhidratado;CATBOOST;{'iterations': 100, 'learning_rate': 0.16253653387253827, 'depth': 8, 'loss_function': 'RMSE', 'random_state': 42};12;12;1813.5979486029034;0.29102996736611786;72.72727272727273;-28.23034090838046;21649.557225255532;0.6384636879682615;4856.79971068851;4769.393350732931;5441.751226500139;6190.135414736423;6585.967278468725;7798.248284519888;8057.9743049387225;8882.69308312569;8601.974623644506;7623.481173213926;7071.316534068458;6589.1723941097125;[-222.59971068850973, -381.2933507329308, -917.1512265001384, -2123.1354147364227, -2365.067278468726, -2491.7482845198883, -2246.574304938723, -2738.1930831256905, -2658.7746236445064, -1518.5811732139264, -449.016534068458, -43.67239410971251]
1990-01_2022-02;2022-03_2023-02;238.28163441130891;PI;etanolhidratado;CATBOOST;{'iterations': 100, 'learning_rate': 0.20108286439885648, 'depth': 8, 'loss_function': 'RMSE', 'random_state': 42};12;12;2051.773276258487;0.3357344259800707;45.45454545454545;-4.735444733612574;48766.78668818783;0.9752793354443;6062.957154373996;5767.685853278783;6437.876087243219;6124.441352583258;6973.738526826392;6854.86665051753;6298.789762171963;6104.69586265117;6590.851499319078;6515.117053053221;6529.21368842783;6661.236077030123;[2882.742845626005, 3018.314146721217, 1894.9239127567798, 1963.9586474167418, -508.23852682639244, -2532.2666505175293, -2012.789762171963, -1060.8958626511694, -1380.6514993190785, -1160.828053053221, -2133.4136884278296, -2448.736077030123]
1990-01_2021-02;2021-03_2022-02;158.3346209623851;PI;etanolhidratado;CATBOOST;{'iterations': 200, 'learning_rate': 0.054407484879024914, 'depth': 6, 'loss_function': 'RMSE', 'random_state': 42};12;12;2638.3331238707237;0.26637451763563463;54.54545454545455;28.23034631522979;52238.27370791647;1.1436881918320154;6839.6905207651835;6680.052583863999;6331.4896447795245;5070.351087718876;4374.976322967744;3593.1327925353953;3380.1348339295814;3308.2578096542657;3860.1111522804335;4736.3989393762995;5273.38546021013;5525.774139950146;[424.80947923481654, -167.75258386399855, 1026.2103552204753, 521.3489122811234, 2490.423677032256, 1927.1672074646049, 5953.765166070418, 2387.5421903457345, 4872.267847719568, 2537.201060623701, 669.5145397898696, 554.625860049854]
1990-01_2020-02;2020-03_2021-02;199.19552603596821;PI;etanolhidratado;CATBOOST;{'iterations': 100, 'learning_rate': 0.22422374245719617, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;2064.8162015862968;0.3650869466451696;18.181818181818183;-26.5552136817657;73492.30815867678;0.7285000336950189;7428.42528131321;7712.4384573047455;7341.917123812804;6799.537561858084;6667.7276248578255;6726.441612522891;6708.143407261562;7554.192268761914;7584.6940478765555;7344.394857974037;7541.923021968107;7427.554654765216;[-1797.22528131321, -4669.4384573047455, -3640.967123812804, -2355.2375618580836, -1799.9776248578255, -1391.5416125228912, -18.34340726156188, -638.3922687619142, -1183.7940478765559, -0.7858579740368441, -556.9230219681067, -168.55465476521567]
1990-01_2019-02;2019-03_2020-02;189.07598409010097;PI;etanolhidratado;CATBOOST;{'iterations': 100, 'learning_rate': 0.05764920108869909, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;1511.4676506447634;0.1462863947909012;36.36363636363637;11.28720987383362;41748.79898472589;0.8913784366727087;7427.403395792229;7477.397256098813;7725.164645940366;7171.252275717344;6436.52795813556;6592.988524744504;6465.015837546812;6349.704382141709;6608.90279728901;6711.2157391284945;7001.27066832723;7093.277662324739;[-878.9133957922295, -103.69725609881334, -401.4646459403666, -628.3522757173441, 527.39104186444, 822.2784752554962, 1249.7841624531884, 2197.94361785829, 1887.3972027109894, 3110.7842608715055, 2289.929331672771, 494.9223376752607]
1990-01_2018-02;2018-03_2019-02;75.99396155495197;PI;etanolhidratado;CATBOOST;{'iterations': 100, 'learning_rate': 0.130336848703284, 'depth': 6, 'loss_function': 'RMSE', 'random_state': 42};12;12;4235.760757277305;0.4824752105277242;45.45454545454545;53.29638541621705;100940.22410843612;1.1498946839982749;4581.576321882036;3585.0194420211724;3626.805709400726;3778.734952153522;2558.383282253638;2238.809930982372;1940.7246876616503;2044.4902891674049;2224.4004109740445;2990.7615141885803;3243.055443668744;3609.66460023258;[-617.6913218820355, -2.6094420211725264, 594.3192905992742, 1595.765047846478, 3538.116717746362, 4463.040069017628, 5501.19131233835, 6832.917710832595, 6306.790589025956, 5609.67548581142, 4711.934556331256, 3030.43539976742]
1990-01_2017-02;2017-03_2018-02;120.19566751318052;PI;etanolhidratado;CATBOOST;{'iterations': 100, 'learning_rate': 0.09096938632186655, 'depth': 8, 'loss_function': 'RMSE', 'random_state': 42};12;12;948.7431228891732;0.17322100472843285;45.45454545454545;16.968170611233933;22483.498454568995;0.829789059728972;2667.221731762669;2508.0704143318817;2581.3959489418326;2734.7700765351324;2771.268707253251;2863.8889795751966;2945.921946237406;2935.7358012764894;2849.089094291303;3000.0936212583533;2941.7268842370518;3045.9272656136422;[44.712268237331045, -265.26041433188175, 68.35405105816744, -156.91007653513225, -265.6187072532507, 409.31102042480325, 481.6560537625942, 567.4591987235108, 1223.530905708697, 1905.086378741647, 1983.1761157629485, 921.0027343863576]
1990-01_2016-02;2016-03_2017-02;58.372595774009824;PI;etanolhidratado;CATBOOST;{'iterations': 200, 'learning_rate': 0.2342861694043931, 'depth': 4, 'loss_function': 'RMSE', 'random_state': 42};12;12;550.0140896700136;0.16836214731493795;54.54545454545455;-15.873295882182855;10869.006284887591;1.1307738470285307;3354.731488011685;3496.807515492206;3342.9565021835474;3901.5350074229355;3622.5191171548804;3313.530648387362;3264.734575036093;3501.6067096294264;3181.407658680799;3287.2093250136318;3405.032346832017;3255.7966596169576;[-772.2314880116851, -816.0615154922061, -284.5675021835473, -717.5350074229355, -341.0191171548804, 7.409351612638147, -117.53457503609297, -689.9067096294266, -463.40765868079916, -64.95932501363177, -532.0323468320171, -814.7966596169576]
1990-01_2015-02;2015-03_2016-02;72.62454931624234;PI;etanolhidratado;CATBOOST;{'iterations': 200, 'learning_rate': 0.013954040620014235, 'depth': 4, 'loss_function': 'RMSE', 'random_state': 42};12;12;1402.9516759235012;0.3884876236742552;27.272727272727273;39.893948775273806;44429.75851997056;0.9801379134361987;2627.484916619613;2245.735128448113;2176.5923455358347;2066.0502203509286;2018.0810996544492;1917.5635808197746;1784.671870060687;1692.1341458973345;1693.1532296515795;1717.6401782921987;1664.2239677563937;1698.5273570873057;[788.0150833803868, 658.7648715518872, 796.9076544641653, 838.9497796490714, 987.4189003455508, 1280.9364191802254, 1567.7981299393127, 2722.3658541026653, 1673.3467703484205, 1607.7968217078012, 1516.7760322436063, 1026.9726429126943]
1990-01_2014-02;2014-03_2015-02;212.6095383539796;PI;etanolhidratado;CATBOOST;{'iterations': 200, 'learning_rate': 0.011583894024162189, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;655.8278044621237;0.17260413928155868;45.45454545454545;18.747630067070823;15543.00784914168;1.0380450356003652;1767.8864195670635;1650.5148364022389;1637.2856874068295;1624.8673761645057;1623.9813223403107;1595.7212371424753;1578.364464936099;1554.4537471348424;1522.851940918136;1528.5905477987035;1518.0290973304482;1514.8724937241257;[-137.3864195670635, 41.98516359776113, -15.285687406829538, -161.92237616450575, 60.518677659689274, -7.221237142475275, 48.63553506390099, 274.0462528651576, 613.3480590818638, 1191.7094522012967, 1021.9709026695518, 1480.6275062758743]
1990-01_2013-02;2013-03_2014-02;71.65738695999607;PI;etanolhidratado;CATBOOST;{'iterations': 100, 'learning_rate': 0.0831575048157624, 'depth': 5, 'loss_function': 'RMSE', 'random_state': 42};12;12;398.6118073382367;0.18529694750761347;72.72727272727273;15.598362790311507;4741.552398013287;1.5807140760008838;1608.03765054252;1547.7220498412223;1469.2539900408167;1452.3790767842952;1275.3597419290568;1186.3767826799335;1129.7437254522815;1180.4215073729372;1198.6373893336495;1223.3247223850774;1258.1577892977039;1219.1244132408297;[-165.03765054251994, -26.722049841222315, -85.25399004081669, -146.8790767842952, 146.64025807094322, 178.1232173200665, 149.25627454771848, 493.0784926270628, 303.3626106663505, 696.1752776149226, 781.8422107022961, 585.9198417591704]
1990-01_2012-02;2012-03_2013-02;69.63144956203178;PI;etanolhidratado;CATBOOST;{'iterations': 200, 'learning_rate': 0.13453502692498154, 'depth': 5, 'loss_function': 'RMSE', 'random_state': 42};12;12;391.1084396102171;0.2064839209740639;36.36363636363637;18.71283163794067;10817.790216573949;1.0082443733596609;1290.470953488381;1147.6693414441934;1204.4078756858098;1334.4999628466248;1181.2680156145161;990.8061775576807;1101.6315383846897;1009.5317659278016;1017.7387382317766;1046.148092311338;1113.3221023857523;1057.3776824087358;[-111.97095348838093, -29.16934144419338, -23.85787568580986, -156.4399628466249, 83.73198438548388, 329.6938224423193, 190.86846161531025, 748.4682340721984, 546.2739787682235, 575.3582656886622, 494.67789761424774, 458.9723175912641]
