DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;R2;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;45523.11746858328;PB;etanolhidratado;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;4156.210535495611;0.29318617217500303;75.0;30.89199235788822;-0.8516602712181405;8810.368625361829;7240.223051226425;7001.892433023533;7005.9275915786875;6193.589889919644;6461.028690117054;6771.938375688369;8789.64475977837;8851.06006094877;11787.731462609707;10637.872266964894;9660.522721676449;-3.8699868208268944;0.00226717301739243;16;380;-3.4476763783532585;-2.869176103659426;-2.570837873961219;True
deseasonal;49934.052760922175;PB;etanolhidratado;SARIMA;{'p': 3, 'd': 1, 'q': 2, 's': 12};12;12;3434.1992969065573;0.24352916213103012;66.66666666666667;25.506487966224668;-0.2642041762759537;8706.050877215412;7415.7786763641;7226.956253859749;7148.399373687357;6401.203578898752;6954.458788975151;7942.37325547941;10208.771287615016;10524.48125425658;12230.562613982851;11310.586115760047;10873.63477728337;-4.41029190579145;0.0002846280439359276;15;381;-3.4476305904172904;-2.869155980820355;-2.570827146203181;True
deseasonal-log;56885.78283998507;PB;etanolhidratado;SARIMA;{'p': 3, 'd': 1, 'q': 2, 's': 12};12;12;3909.7539997539498;0.2655165177283846;66.66666666666667;28.47142601728588;-0.6385703648707914;8639.149526928628;7468.2581772950125;7311.525024384149;7266.879971637254;6556.273583047666;6898.256920910802;7830.946056034447;9627.49817176986;9840.751493619366;11065.75041487583;10216.412102121474;9965.075579258339;-4.421795753694707;0.0002715498362460202;15;381;-3.4476305904172904;-2.869155980820355;-2.570827146203181;True
deseasonal-diff;93822.89225100016;PB;etanolhidratado;SARIMA;{'p': 4, 'd': 1, 'q': 4, 's': 12};12;12;6405.955631962873;0.48807158790858707;66.66666666666667;49.91242907622432;-3.3987986542323254;7144.2275434774965;5983.08430353845;5335.6604321135455;4401.039529041625;3736.0363723786604;4378.449534314459;4770.338071211596;6642.209239992455;6845.397806842856;8810.35192461172;7552.2108927042655;6306.960604048445;-6.01806084953762;1.5168703608407273e-07;16;380;-3.4476763783532585;-2.869176103659426;-2.570837873961219;True
diff;68762.6653515437;PB;etanolhidratado;SARIMA;{'p': 4, 'd': 1, 'q': 4, 's': 12};12;12;6236.294843048958;0.4620773178614373;75.0;47.808707878254424;-3.16888111459256;7799.577039583873;6039.596688964521;5370.871203576494;5195.820504277244;4630.514161704915;4762.380387468733;4924.967046399213;6446.860731703895;6249.564262033394;9488.570183893844;8184.3510407539525;5833.005632252634;-5.667986782902252;9.05843358278241e-07;14;382;-3.4475850438570115;-2.869135963767125;-2.5708164748773332;True
log;48303.822016558835;PB;etanolhidratado;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;4408.027663373587;0.30503012724791795;75.0;32.47400218253328;-1.08283493511694;8779.015707242033;7273.010592206373;7098.305069828189;7022.983902137242;6205.934856593572;6393.663090506538;6778.313768510723;8555.018478660291;8542.694157781078;11124.067792647034;9978.377090541335;9189.27423956994;-3.9219395963861587;0.0018791873339568702;16;380;-3.4476763783532585;-2.869176103659426;-2.570837873961219;True
log-diff;81652.21753249179;PB;etanolhidratado;SARIMA;{'p': 4, 'd': 1, 'q': 4, 's': 12};12;12;5586.796106796248;0.41657086744852895;66.66666666666667;43.06568261328392;-2.345737579606244;7577.830276365058;6085.056026575342;5782.236355380584;5607.864986316093;5079.91234166133;5338.916384613069;5779.115588423529;7237.730178970645;7329.833657782536;9929.484586299632;8764.136393459094;7223.072797423281;-5.724387265409294;6.824424095571743e-07;14;382;-3.4475850438570115;-2.869135963767125;-2.5708164748773332;True
