DATA;MCPM;UF;PRODUCT;MODEL;SAVED MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;106797.00216634439;GO;gasolinac;ARIMA;./pickle_arima_rolling/gasolinac/normal/GO_normal.pkl;{'p': 2, 'd': 1, 'q': 3};12;12;9842.866066412265;0.05730318322356991;75.0;-1.2527376446737137;139444.5586447612;130885.35418982705;140281.04007097604;131450.71352868894;135745.4628313742;134796.1015992126;131568.63087402587;139676.00726012953;130699.99836568456;139852.74436652884;132735.4091867632;135367.11622915056;-4.002146069643988;0.001399315398728016;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
deseasonal;82880.80853741876;GO;gasolinac;ARIMA;./pickle_arima_rolling/gasolinac/deseasonal/GO_deseasonal.pkl;{'p': 3, 'd': 1, 'q': 5};12;12;7644.113964069028;0.039402123716022606;75.0;1.5533014691347942;136754.98564179376;135189.2469042317;134697.30316656549;127722.16083183081;137260.4491696788;132763.09645711738;128167.6348169482;133272.95686697806;122427.63769812322;148404.34314400805;126430.83164592579;114447.70890252717;-4.284629492919063;0.0004722391749818634;10;386;-3.447405233596701;-2.8690569369014605;-2.5707743450830893;True
deseasonal-log;160948.94622363802;GO;gasolinac;ARIMA;./pickle_arima_rolling/gasolinac/deseasonal_log/GO_deseasonal_log.pkl;{'p': 5, 'd': 1, 'q': 8};12;12;11129.979747335432;0.06237796931816555;66.66666666666667;6.002273283502988;131191.98665176902;131654.91401031055;129549.55561874258;120650.01978480791;128681.41509075595;123942.44221236768;119171.99256416009;127407.39766947344;117446.82865348287;142714.52502054034;123177.02176025655;110658.64579134308;-4.283762663996053;0.0004738684609923203;10;386;-3.447405233596701;-2.8690569369014605;-2.5707743450830893;True
deseasonal-diff;67406.22980457809;GO;gasolinac;ARIMA;./pickle_arima_rolling/gasolinac/deseasonal_diff/GO_deseasonal_diff.pkl;{'p': 14, 'd': 1, 'q': 11};12;12;9308.040543879508;0.05726835322628148;83.33333333333333;-1.2309528846330136;137335.6912076172;134656.7616398551;137042.04674145053;131351.20187330147;140091.6921175849;132803.15517241493;130764.45046526766;136341.011763578;127466.08937849442;155256.43950683062;136564.3673985798;122481.14458993517;-8.163206334073191;9.026885058241508e-13;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
diff;324873.6219554763;GO;gasolinac;ARIMA;./pickle_arima_rolling/gasolinac/diff/GO_diff.pkl;{'p': 10, 'd': 1, 'q': 2};12;12;12844.139223769256;0.07921254085333286;41.666666666666664;-4.508325353330162;135439.75020986836;139754.55351533592;141026.88219414646;135352.5320610167;138633.30343162187;140831.34800363;142688.14764033796;138634.57924640639;138085.40535418637;142787.76354117837;139476.6998281382;141960.65065750582;-8.279192083444785;4.568367269169412e-13;11;385;-3.4474498334928687;-2.8690765390453703;-2.570784795075055;True
log;193945.49562259932;GO;gasolinac;ARIMA;./pickle_arima_rolling/gasolinac/log/GO_log.pkl;{'p': 10, 'd': 1, 'q': 12};12;12;10732.935878222284;0.06425061414683948;58.333333333333336;4.854666657622394;130243.40127533123;130188.00251679287;132032.4906484288;122604.01503143518;131381.74851630602;129929.64181777296;126766.30545856812;122754.05630905493;122983.86915641208;129234.36420075272;122498.52391628777;124019.90629262538;-3.9842360933605137;0.0014953427237742627;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
log-diff;489649.75258523086;GO;gasolinac;ARIMA;./pickle_arima_rolling/gasolinac/log_diff/GO_log_diff.pkl;{'p': 13, 'd': 1, 'q': 2};12;12;16934.054640681294;0.1094476978834394;33.333333333333336;-5.040959915663169;132513.84815892123;136530.59431626386;135189.31568006505;126221.61689668997;137165.42700797992;142573.64901924483;142251.945559718;139751.40859950808;144449.88111642317;152178.1789252137;146887.4137944402;147493.42680440148;-8.335043580728758;3.289664386702666e-13;11;385;-3.4474498334928687;-2.8690765390453703;-2.570784795075055;True
