train_range;test_range;time;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;error_series
1990-01_2023-02;2023-03_2024-02;199.78820469699986;AP;gasolinac;ARIMA;{'p': 7, 'd': 1, 'q': 5};12;12;978.625949825441;0.04927087333319797;45.45454545454545;2.2470717703630556;23136.086259904958;1.2329998083331895;15280.884623164038;15514.207208449889;15485.43333398209;16023.622855118814;16503.529040833175;17237.560303468857;16946.90281264803;16690.799570980333;16726.335354453815;16805.109612350563;16112.363115159884;15808.874300641057;[1310.1313768359614, 297.192791550111, 2033.2576660179093, 1194.5911448811858, -649.5320408331754, 1230.074696531141, 92.36018735196922, 690.4544290196682, -598.9223544538145, 354.86638764943564, -467.0881151598842, -1001.7533006410576]
1990-01_2022-02;2022-03_2023-02;364.6414267270002;AP;gasolinac;ARIMA;{'p': 21, 'd': 1, 'q': 16};12;12;1270.3551706276423;0.0691456974670142;63.63636363636363;7.013539643590288;20042.030778663047;1.3789942956364531;15040.5117427377;13782.016202943232;14515.685996321788;14622.345568539648;15063.917564848667;16507.676876575788;16273.923233572174;16709.04257117584;16013.555860294182;16306.601648753938;14380.629899390817;14517.244957602397;[564.4472572622999, 1497.9317970567681, 1775.8140036782115, 973.607431460352, 1374.6824351513314, 1627.0811234242137, 2021.8337664278279, 1088.4104288241615, 739.627139705819, 978.1293512460616, 1177.6701006091826, 38.909042397603116]
1990-01_2021-02;2021-03_2022-02;184.73691279000013;AP;gasolinac;ARIMA;{'p': 9, 'd': 1, 'q': 10};12;12;1229.2988674762635;0.06514502765301292;54.54545454545455;5.795161735460617;24231.505587502183;0.5881455742337194;13471.740715363578;14202.414675923266;14047.225512365638;14273.21276772575;15721.809362541368;16663.897837060198;16650.958840617663;15699.611026104854;15557.22128994684;15685.973527571661;14340.081479576887;12940.135256558393;[1381.869284636423, -35.70667592326572, 1628.0314876343618, 1872.1922322742503, 1396.1546374586324, 292.3891629398022, -188.03484061766358, 1379.9869738951475, 448.6787100531601, 1737.9184724283386, -504.1854795768868, 1617.8207434416072]
1990-01_2020-02;2020-03_2021-02;227.26850322500013;AP;gasolinac;ARIMA;{'p': 19, 'd': 0, 'q': 12};12;12;2037.6990319313104;0.12054668474037215;63.63636363636363;1.3440050410526518;32193.701103944462;1.1180541526786982;13786.679768273942;13822.34740529912;14288.451119808735;13948.249343094176;14513.37404900172;15571.794488431942;14673.376702911259;15138.10600849106;14466.009306404605;15033.170007909019;13843.742793463618;13198.044802421051;[-1066.4457682739412, -2330.1874052991207, -4269.607119808736, -1026.227343094175, 119.28195099828008, 655.7445115680584, 1794.7522970887421, 2826.3989915089405, 1108.928693595395, 3107.0579920909804, 1172.3422065363811, 255.00219757894956]
1990-01_2019-02;2019-03_2020-02;291.29344925699934;AP;gasolinac;ARIMA;{'p': 16, 'd': 0, 'q': 16};12;12;1295.5890932736766;0.08335832323869213;81.81818181818181;8.453929916450829;10247.539637317888;1.1359498543662259;12727.16836302781;12653.213784702837;12861.51328116971;12861.123497196095;13096.097411823972;14077.92863628678;13623.998519616425;13599.136000882721;13331.011847733193;13654.262834403205;12889.199199473229;12243.327137452774;[865.6356369721907, 968.1732152971636, 1221.2997188302907, 505.880502803906, 1419.5975881760278, 1339.6713637132198, 736.7574803835741, 1773.3639991172786, 1504.4881522668074, 2166.761165596794, 759.0628005267718, 1294.7268625472261]
1990-01_2018-02;2018-03_2019-02;236.22309283100185;AP;gasolinac;ARIMA;{'p': 12, 'd': 0, 'q': 13};12;12;673.141532268535;0.04222202227792773;90.9090909090909;3.6254011654008136;2662.2806104932106;1.0916736699483711;12153.732347081128;11946.024152516156;12836.920556090136;12344.770711285237;13017.929207762267;13869.09244173104;13085.805970617417;13319.90236636412;13149.3451392467;13331.236234827824;12551.606763696493;11976.161080489155;[1043.7146529188722, 826.4788474838442, 95.91644390986403, 297.9072887147631, -531.7222077622664, 536.18355826896, 700.699029382582, 1323.96363363588, 175.28986075330067, 750.7447651721759, 316.7162363035077, 241.54591951084512]
1990-01_2017-02;2017-03_2018-02;214.95430292200763;AP;gasolinac;ARIMA;{'p': 24, 'd': 1, 'q': 3};12;12;658.4087003486848;0.04310048950278079;72.72727272727273;4.32906047583689;7788.233193785236;1.5635719486226427;12195.268137078401;11755.284891274965;12183.07488368893;12302.629975434693;12585.053824868151;13166.788399415096;12984.768679504903;12557.552106144272;12613.064247790016;12881.811148839994;11801.538575457029;11755.926229282915;[431.2318629215988, 321.4151087250357, 1115.9251163110694, 751.3700245653072, 334.4461751318486, 526.2116005849039, 405.7753204950968, 823.0818938557277, 685.6457522099827, 1158.441851160007, 237.65142454297165, -58.85322928291498]
1990-01_2016-02;2016-03_2017-02;256.54236935597146;AP;gasolinac;ARIMA;{'p': 13, 'd': 1, 'q': 21};12;12;741.7845372877141;0.052320689663253116;81.81818181818181;4.745696618472556;5857.256102900352;1.716040530676683;11331.445068387153;11406.551680548417;11812.273653622175;11857.843587309744;11961.806653221855;12661.99834184358;12859.062264853423;12511.172281166455;11957.242898638688;13089.792647564082;11800.759420679975;11525.533617463572;[1324.6549316128476, 899.4483194515833, 714.8263463778258, 669.9564126902551, 527.5933467781451, 774.9916581564194, 699.7377351465766, 533.6277188335443, 1058.157101361312, 386.70735243591844, 18.740579320025063, -395.5336174635722]
1990-01_2015-02;2015-03_2016-02;321.3728928799974;AP;gasolinac;ARIMA;{'p': 23, 'd': 1, 'q': 22};12;12;709.3162960082366;0.04829509808437115;45.45454545454545;1.1378263915819316;16769.226857203488;0.8442460364100117;12163.271083425496;11757.942131763446;12191.190892373126;11841.263920931731;12231.829102000484;13446.941887490328;12963.510973173517;13135.776538669426;12708.43762721191;13412.1925142485;12648.891217517237;11716.08890764539;[279.6289165745038, 780.557868236554, 207.50910762687454, 1158.1360790682684, 738.391897999516, -244.84188749032728, 385.3890268264822, 239.72346133057363, -629.1376272119105, 679.7074857514999, -1460.091217517238, -406.08890764538955]
1990-01_2014-02;2014-03_2015-02;178.04149701999268;AP;gasolinac;ARIMA;{'p': 13, 'd': 0, 'q': 13};12;12;1366.668330165394;0.08934421380226974;72.72727272727273;9.074395908760474;16193.511636025178;0.9912215657710876;11445.600694690782;11679.340470314428;11425.416722832422;11422.043465866629;11859.777171689844;12491.440042295812;12334.706697578331;12258.157854068293;11891.52916018716;12167.451366248919;11471.93559263925;10955.372112871097;[-146.30069469078262, 614.9595296855714, 1528.2832771675785, 529.8565341333706, 1060.4228283101565, 1562.1599577041889, 1942.293302421669, 2309.842145931707, 761.8708398128401, 2070.1486337510814, 1156.4644073607487, 722.0278871289029]
1990-01_2013-02;2013-03_2014-02;230.36465803300962;AP;gasolinac;ARIMA;{'p': 2, 'd': 1, 'q': 24};12;12;1936.05517087343;0.14927842574204583;63.63636363636363;15.243527705706422;30612.45900485065;1.827566644943981;10182.756606928784;10142.322034657243;9773.193815325547;9727.783759064994;9192.825244515489;10022.78924745469;10230.07266200027;10315.037995845145;9876.439560207624;10200.771701004598;10163.91827307944;9663.967408690914;[249.2433930712159, 1033.1779653427566, 1695.7061846744527, 1062.516240935005, 2441.9747554845108, 2484.3107525453106, 1551.32733799973, 2530.0620041548555, 2107.560439792376, 2954.3282989954023, 1787.9817269205596, 1592.5325913090855]
1990-01_2012-02;2012-03_2013-02;151.93456480000168;AP;gasolinac;ARIMA;{'p': 13, 'd': 1, 'q': 2};12;12;1739.765129968012;0.1419826161041822;54.54545454545455;14.614663029470295;34352.501234456366;1.1635705462626085;9214.186255378501;9012.727037904857;8988.539515692304;8937.126550792835;8948.685345194826;9325.344736497198;9315.732550796598;9248.41089980851;9363.578541998737;9460.951108318446;9290.312281585344;9232.240710807318;[747.113744621498, 769.2729620951432, 1321.4604843076959, 1729.3734492071653, 1520.5146548051744, 2548.0552635028016, 1809.6674492034017, 2919.4891001914893, 1355.3214580012627, 2562.2488916815546, 1070.4877184146553, 532.5592891926808]
1990-01_2011-02;2011-03_2012-02;199.1501161440392;AP;gasolinac;ARIMA;{'p': 24, 'd': 1, 'q': 24};12;12;1524.6028332728606;0.15488971467242005;72.72727272727273;15.618973147315998;18108.784677868767;1.5007823078921818;7957.04470263921;7828.158129308879;7653.315162919374;7621.540298778642;7924.955325875693;8497.530026359433;8031.721315871971;8259.885701501102;8326.355090843514;8382.722635519212;7497.5017818706965;7363.67035708495;[926.1552973607904, 709.64187069112, 1268.9848370806249, 1341.459701221358, 1237.6446741243071, 1681.669973640568, 1808.5786841280287, 1319.814298498899, 1436.544909156486, 1892.2773644807876, 2046.7982181293028, 1978.7296429150492]
1990-01_2010-02;2010-03_2011-02;185.0511800129898;AP;gasolinac;ARIMA;{'p': 17, 'd': 1, 'q': 11};12;12;1404.8824393437374;0.1561329729864111;63.63636363636363;15.861045154359868;22218.600618555527;1.1383166839229604;6780.354371682031;6755.889325427068;6775.257557500644;7015.029755507064;7019.244738992643;7617.760860242337;7465.984808609981;7238.714600662762;7345.325675171897;7406.262970737636;7011.057311428052;6745.758599789295;[1681.945628317968, 1124.2106745729325, 1221.242442499356, 860.9702444929362, 1177.7552610073571, 1331.6391397576626, 1881.015191390019, 1830.2853993372382, 1161.474324828102, 2133.337029262364, 677.542688571948, 975.2414002107053]
1990-01_2009-02;2009-03_2010-02;145.8979970550281;AP;gasolinac;ARIMA;{'p': 6, 'd': 1, 'q': 15};12;12;691.2925857588153;0.07973953693729487;36.36363636363637;8.159869655062266;19074.8781121842;1.3375142017165478;6538.5669643941665;6141.833332752054;6275.466730459421;6592.466601515419;6476.213645916557;6979.294299804803;7177.145226404585;7130.445341009541;7053.1284659608755;7017.532551485825;6388.491686749734;6247.592580630882;[389.61581060583376, 908.9666672479461, 371.08326954057884, 372.5333984845811, 949.5363540834433, 312.0057001951973, 229.15477359541546, 1000.0546589904588, 263.3715340391245, 1376.467448514175, 354.8083132502661, 581.9074193691176]
1990-01_2008-02;2008-03_2009-02;210.33853668300435;AP;gasolinac;ARIMA;{'p': 24, 'd': 1, 'q': 24};12;12;1036.706245063284;0.1280155820148557;81.81818181818181;13.269589562183853;8220.419898530312;1.186673431434006;5556.379387667982;5980.520759013064;5918.331767251482;5897.471153998684;6258.797226194809;6411.583468015071;6524.5026196854105;6293.227717037081;5826.396139246719;6045.030817251516;5876.6144835270325;5475.3324867745905;[621.2702093320177, 445.3295839869361, 568.985410748518, 650.6565420013158, 738.8625158051909, 899.134099984929, 1501.2057943145892, 1538.9511309629188, 965.338888753281, 1998.8340577484842, 374.8838404729677, 722.2330622254094]
