train_range;test_range;time;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;error_series
1990-01_2023-02;2023-03_2024-02;295.161219611;SE;gasolinac;ARIMA;{'p': 21, 'd': 1, 'q': 11};12;12;3449.648267818077;0.08713057159733374;72.72727272727273;8.013819273694873;40869.58452501378;1.0665740196863156;30988.472563307907;29162.05159684353;32098.701684731175;31328.84496153843;31822.35705699778;34163.42213427176;35217.99379750426;33966.01306799464;31857.8289259256;33723.63883040818;31528.44808729105;31233.74677565721;[3001.527436692093, 3652.4484031564716, 4262.298315268825, 4104.755038461568, 1758.7429430022203, 1576.3778657282455, -1745.293797504266, 1310.3369320053607, 3142.771074074397, 5868.1611695918255, 5360.463912708947, 1430.7532243427886]
1990-01_2022-02;2022-03_2023-02;284.0882669319999;SE;gasolinac;ARIMA;{'p': 16, 'd': 1, 'q': 5};12;12;3543.874581971193;0.08323061000136539;72.72727272727273;7.446182746873863;41979.86859341099;1.160195146115327;30524.72026428145;28799.900244811768;29591.300135519163;30041.757346193965;30767.620023301897;30612.16500549806;31184.228805274306;30327.35669397797;29923.57519411618;31614.582876944056;28833.137172026727;29806.6261015792;[-1948.7202642814518, -503.64524481176704, 984.7768644808384, -43.25734619396462, -80.80002330189745, 3978.83499450194, 4702.271194725694, 4166.14330602203, 2649.92480588382, 6235.917123055944, 5925.862827973273, 3058.653898420798]
1990-01_2021-02;2021-03_2022-02;220.9644419209999;SE;gasolinac;ARIMA;{'p': 15, 'd': 0, 'q': 17};12;12;2289.931980993265;0.07015696828020167;72.72727272727273;2.055898425814769;27113.202240222952;0.8110511863525696;31784.117503937112;29432.651726610395;27069.51440911204;27462.859641965915;29318.562792784684;30291.590121076453;30885.22994166718;31543.702562933453;28769.79557130388;33200.20187285613;30913.90078586908;26896.05800175042;[-3907.117503937112, -2698.5967266103944, 855.9855908879617, 2547.140358034085, 3090.019207215315, 2145.909878923547, 967.7700583328187, 1246.797437066547, 1033.2044286961209, 1849.2981271438694, -2257.3077858690776, 2632.4419982495783]
1990-01_2020-02;2020-03_2021-02;252.09792625799992;SE;gasolinac;ARIMA;{'p': 23, 'd': 1, 'q': 13};12;12;4459.2384751264235;0.1388184520747555;63.63636363636363;-5.060555608677031;70485.0277124542;1.1221209268416839;31907.443303961514;32242.036858046882;31528.170708807513;30878.72551446255;31707.64297705389;31365.266053782794;29870.55133700028;30859.9372841999;30165.6589551712;31567.08542663661;31361.886824353547;29932.585963756832;[-5316.943303961514, -8016.536858046882, -6941.670708807513, -3739.8855144625486, -3088.804977053889, -2771.766053782794, 1426.947662999719, 4557.612715800104, 2515.840044828801, 5529.307573363385, 461.1131756464529, -2600.513963756832]
1990-01_2019-02;2019-03_2020-02;285.2408239389997;SE;gasolinac;ARIMA;{'p': 16, 'd': 1, 'q': 20};12;12;1418.46469441192;0.03449598038914701;81.81818181818181;3.173052544820229;11188.972743235843;0.7128501561538932;31952.10697242081;31001.25134806374;30339.794825875193;29497.546626558094;29649.571181933235;30947.147590851124;30292.660056752156;31000.867885771204;30239.69255415568;32165.230893979813;30992.801882098243;29382.417247735728;[-542.0069724208115, 866.3486519362596, 1744.3051741248055, -126.04662655809443, 2105.028818066763, 2464.852409148876, 1049.555943247844, 2736.932114228799, 323.30744584431886, 517.2691060201869, 165.19811790175663, 737.0827522642721]
1990-01_2018-02;2018-03_2019-02;236.75996401699376;SE;gasolinac;ARIMA;{'p': 9, 'd': 1, 'q': 9};12;12;2171.4387071797537;0.05643661824336052;63.63636363636363;-4.856171961260803;34245.24619293694;0.6861822540762764;33687.49117612978;31822.250213254873;31484.14632138778;32029.100515492355;31760.9380770536;32869.57094859978;33216.13136038155;32431.013691719527;31509.049632754388;33691.52324012203;31843.107953967505;30955.238527849713;[1086.287823870225, -136.42121325487096, -1185.2413213877808, -2285.487515492354, -1607.9350770536003, -133.67094859977806, -4948.52036038155, -3175.3476917195258, -2681.7446327543876, -1925.4592401220289, -127.60795396750473, -815.7385278497131]
1990-01_2017-02;2017-03_2018-02;282.18077380699106;SE;gasolinac;ARIMA;{'p': 23, 'd': 1, 'q': 14};12;12;1202.7566182207358;0.031342667005177065;81.81818181818181;0.496873888466637;9485.822898750088;0.6913234248722488;33747.698392728315;32543.601244878926;32725.051014035576;32831.868041307986;32036.178695849056;33079.50583226016;33118.903306549924;32861.46351171365;32781.665754656955;35152.45427026079;32671.36862196452;32184.207754599414;[1842.3016072716855, 748.1107551210735, 1033.5489859644222, 1453.1319586920145, 758.3213041509443, 749.5941677398368, -1180.8033065499258, 281.071488286354, -953.4427546569532, -508.50927026078716, 276.9453780354779, -2524.152754599414]
1990-01_2016-02;2016-03_2017-02;126.42850330099463;SE;gasolinac;ARIMA;{'p': 2, 'd': 1, 'q': 10};12;12;2224.748248668449;0.05343316096032554;63.63636363636363;5.349720530434329;35083.01588922789;1.4727596215258505;33400.51988850644;31880.694592131844;30832.85836813557;32446.16312623803;31635.610492284843;30566.558514412864;32678.93230814816;30856.410514676278;30970.603347757948;32415.926962888916;30885.891754829598;31068.861203351178;[643.5801114935603, 437.70540786815764, 1353.415631864431, -212.66312623802878, 693.0385077151586, 2661.511485587136, 2251.06769185184, 2907.189485323721, 1757.1966522420516, 4594.073037111084, 3205.6082451704024, 1165.822796648823]
1990-01_2015-02;2015-03_2016-02;145.91389724396868;SE;gasolinac;ARIMA;{'p': 3, 'd': 1, 'q': 15};12;12;1513.9977891308436;0.040004292100682015;81.81818181818181;-1.5754273476912348;11946.18231014981;0.6880950192132755;33800.85334802924;34393.73814825546;32831.565044457675;31978.967553569622;33090.942891435036;32957.919118416365;33381.935456994746;33518.58251612976;31968.451343386405;33720.90906077026;32401.170159843827;29998.211899475536;[-1387.853348029239, -1478.0381482554658, -2285.3650444576742, -167.76755356962167, -512.842891435037, -1860.9191184163647, -842.6354569947471, -280.18951612976525, -1159.2793433864063, 2781.09093922974, -867.0701598438282, 1949.2881005244635]
1990-01_2014-02;2014-03_2015-02;225.33848292095354;SE;gasolinac;ARIMA;{'p': 7, 'd': 1, 'q': 19};12;12;2625.8868551907126;0.05467080717278842;72.72727272727273;5.3142770383944455;31073.054892357843;0.7362300834906985;32799.425734300814;32472.97335436973;30704.16973385382;30819.835695596114;31068.25810596223;32216.234062418447;33288.205601044385;32802.4260933321;31779.391345013373;32790.81582491253;32008.063479654586;29743.183366435627;[-930.9257343008139, 1287.716645630273, 2095.5442661461784, 335.6703044038877, 1383.2418940377684, 946.8659375815514, 1361.850398955612, 3836.973906667903, 488.50865498662824, 6116.484175087469, 4315.636520345412, 230.01663356437348]
1990-01_2013-02;2013-03_2014-02;214.51117815996986;SE;gasolinac;ARIMA;{'p': 23, 'd': 1, 'q': 16};12;12;3592.257386139474;0.10116497813916712;72.72727272727273;10.329495589464367;42581.094579052464;1.2397276249998868;29199.285293405563;28416.761871451894;27312.112407076846;28156.944508592118;27166.913208117992;28160.51447762445;27657.95875637424;27862.21478994726;27318.273934111756;29687.270107938195;28208.168263049505;27212.549402820612;[863.6147065944388, 1557.4381285481068, 2770.787592923156, 994.6554914078806, 2504.686791882006, 3105.555522375551, 2675.3412436257604, 4464.785210052742, 4393.5260658882435, 5402.029892061808, 5837.131736950498, 4176.950597179388]
1990-01_2012-02;2012-03_2013-02;123.24890860897722;SE;gasolinac;ARIMA;{'p': 8, 'd': 1, 'q': 10};12;12;4435.772893282508;0.1339287966842258;72.72727272727273;13.729258089523968;52642.80679317925;1.2537684384362113;26301.11653447314;25327.94500122406;25346.98911189732;25027.104961759313;24252.9518889053;25128.455683087883;25125.107401516147;23807.755247343608;23941.02376164608;24556.794784229485;23995.341435919025;23832.589605242705;[1765.583465526859, 1798.7549987759412, 1799.7508881026806, 2391.8950382406874, 2683.0481110947003, 4535.3443169121165, 3085.6925984838526, 6739.873752656393, 5287.573238353922, 7722.264215770516, 6477.858564080976, 2920.6103947572956]
1990-01_2011-02;2011-03_2012-02;245.55549575499026;SE;gasolinac;ARIMA;{'p': 21, 'd': 1, 'q': 15};12;12;5097.41664843928;0.18470443728263153;72.72727272727273;18.762761252316405;60607.49184034855;1.4333739166602602;22676.31421055137;21969.13621262961;20674.101501275814;20048.61813959967;20208.877770171122;20429.32378497043;19953.248065082953;20428.367048814205;20412.394471052645;21275.69675012685;20881.729578984545;19789.26897398474;[2481.7857894486297, 1942.6637873703876, 3143.198498724185, 4766.3218604003305, 3226.422229828877, 5410.7762150295675, 5738.351934917046, 4970.3329511857955, 4787.505528947357, 8187.803249873152, 6646.5704210154545, 6149.531026015258]
1990-01_2010-02;2010-03_2011-02;173.51118924398907;SE;gasolinac;ARIMA;{'p': 3, 'd': 1, 'q': 20};12;12;4991.429924212921;0.20686853618042725;54.54545454545455;21.106066769185357;98694.48558947696;1.1034188266517715;18990.29216497686;18105.882663743778;17362.41371188266;17553.87222114078;16682.659842470202;16218.928445798332;17345.9644495177;17165.450630887728;17259.151547593632;18372.305057737885;17388.728574662317;17504.675195422926;[3004.2078350231386, 2055.117336256222, 3086.0862881173416, 2525.9177788592206, 4127.840157529798, 5486.071554201668, 5259.035550482298, 5402.049369112272, 6176.348452406368, 8267.694942262115, 6186.779425337685, 4589.724804577076]
