train_range;test_range;time;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;error_series
1990-01_2023-02;2023-03_2024-02;273.20451876900006;MA;glp;ARIMA;{'p': 22, 'd': 0, 'q': 9};12;12;1721.337406078471;0.055635101280010035;72.72727272727273;5.641236606124004;20370.151462915208;1.1892816796317265;26834.295328448214;25343.204108888684;25805.333146810415;25438.356897287827;24815.006168367985;26546.23498744307;24999.317220616453;25027.85316641238;25932.886200731773;26361.09190440695;25649.93804685829;24647.395529656395;[2351.3640915517863, 420.31219111131577, 1580.3045331895846, 1954.8985327121736, 2233.953971632014, 1831.4226225569291, 692.6827793835473, 1983.79357358762, 328.56669926822724, 667.2142555930513, 2810.5619531417105, 1522.8816403436067]
1990-01_2022-02;2022-03_2023-02;269.4998418740006;MA;glp;ARIMA;{'p': 24, 'd': 1, 'q': 4};12;12;1105.024652643117;0.03157135381302426;54.54545454545455;2.1731419346825223;21765.26026320623;0.7215505211997018;26305.34054299225;25529.799693715035;25926.923874774777;25462.016735878697;26316.239047822743;26112.558958044403;24722.923024665997;25259.780689586194;24962.57526565118;25935.69508617545;24697.010661254975;24806.347867705925;[409.7337370077512, 129.27458628496606, -68.53438477477539, 391.2260141213046, -1045.0995578227412, 1475.1711119555985, 527.779875334003, 25.617860413807648, 2327.098644348822, 1319.2360738245516, 1826.7411487450263, -519.8840977059263]
1990-01_2021-02;2021-03_2022-02;341.296694435001;MA;glp;ARIMA;{'p': 24, 'd': 1, 'q': 18};12;12;813.7494371593742;0.02751223119205759;63.63636363636363;-1.0071274437311175;12823.358155250487;0.8563796864480693;26384.391470043134;25785.550174240336;25800.16121002503;25998.225392263466;25603.731575904203;26254.553804183906;25602.78960235676;25045.780827516763;24877.52290055884;26338.66731475209;25017.689868081;24432.874693570015;[1316.0143299568663, -281.7114042403373, 196.90943997497016, -597.341332263466, 1140.1832840957977, -862.5085141839081, -1340.284172356758, -18.38589751676409, -946.2294205588405, -340.5205747520886, -614.8529080810004, -713.7406335700143]
1990-01_2020-02;2020-03_2021-02;323.84382074300083;MA;glp;ARIMA;{'p': 8, 'd': 1, 'q': 10};12;12;1878.2173384962953;0.06750166707692427;63.63636363636363;6.816853481657661;29630.21469296241;0.9562452913417465;24582.993549931736;24540.13254502518;24402.792454895476;23857.137463919116;24505.99981188222;24867.352599199796;23915.590170995285;24229.309381301482;23615.909160700136;24675.026865646145;24212.358907543592;23180.06426334116;[2112.852460068265, 1392.5594849748195, 2162.716605104524, 2776.799126080885, 2689.0273581177826, 1455.4517508002027, 1843.4134490047145, 1338.8282986985178, 1472.5980892998632, 2308.9767543538546, 1007.9526824564091, 696.6712466588397]
1990-01_2019-02;2019-03_2020-02;273.55344187300034;MA;glp;ARIMA;{'p': 24, 'd': 1, 'q': 24};12;12;911.9780014780044;0.03222047869247377;72.72727272727273;0.9377652388427048;10783.051359828027;0.7806288677189321;24229.54954900289;24529.151634306858;24695.43386437802;23717.02719054717;24331.380251045546;25152.423434158674;23100.717743767153;23593.994356554966;23596.72004111377;23678.353440828414;23498.21051349966;22773.133998029673;[-820.0386790028933, 95.37010569314225, -282.79074437802046, -1159.8786405471692, 919.1396789544524, -838.0629241586757, 537.6210262328459, 1040.1252134450333, -232.12584111377146, 1882.6882291715847, 1030.4960065003397, 543.3370119703286]
1990-01_2018-02;2018-03_2019-02;224.45744906799519;MA;glp;ARIMA;{'p': 20, 'd': 1, 'q': 8};12;12;1126.1039028497635;0.03344084590953152;54.54545454545455;1.4581279550721586;22181.38696638622;0.6459815231458134;24094.79896712166;23210.32110033521;24216.99358446423;22699.001968823544;23751.842482911135;24870.914896977607;22885.691147326943;23459.91150710633;23154.634028682573;23915.26058745489;23346.41592219596;23171.0641440681;[-167.32432712165973, 1408.8328896647872, -2027.41025446423, 2577.693681176457, 128.16294708886562, 660.3586530223947, 25.72371267305789, 580.3203728936678, 439.152201317429, 10.829992545110144, 1085.3177778040408, -537.3974740681006]
1990-01_2017-02;2017-03_2018-02;246.28562669700477;MA;glp;ARIMA;{'p': 12, 'd': 0, 'q': 17};12;12;1053.2312505390144;0.03535950958870304;72.72727272727273;2.930085659917978;12454.61216386011;1.0947256570568011;23745.729362382415;22600.242818794068;23361.749765794822;22731.94597206214;22493.620904372;24472.508395962497;22621.118314204792;22314.483028351206;22534.295499326527;23297.399905963062;22303.6549699719;22501.47771062591;[2215.8343476175833, 92.6031912059334, 1572.4150942051783, 789.4398479378578, 1629.9805456279973, 738.0083240375025, 894.8514457952078, 339.9705016487933, -251.9998093265276, 311.9795240369385, 697.1040900281005, -729.8835106259103]
1990-01_2016-02;2016-03_2017-02;235.08190390199888;MA;glp;ARIMA;{'p': 15, 'd': 0, 'q': 15};12;12;933.1594392275372;0.03125598564721869;81.81818181818181;1.17147485102952;7359.600953865414;0.7023031261712204;23317.581199373708;22757.157638133984;22981.18166222486;22645.226655374212;23092.489727653578;23317.767107703246;22846.320435885744;22139.529542449884;22045.751791902025;23528.98244979785;22034.88974879816;22275.806109447927;[754.8825706262905, -227.5743081339824, 443.7494977751412, 400.1030546257898, -1144.0495076535772, 2247.5952122967537, -67.28601588574384, 238.45052755011784, 327.822488097976, 792.229510202149, 777.3765512018399, -1307.4691494479266]
1990-01_2015-02;2015-03_2016-02;274.23965441202745;MA;glp;ARIMA;{'p': 24, 'd': 0, 'q': 12};12;12;720.984749508292;0.025602088960792593;63.63636363636363;-0.6223726058587274;11360.961601534764;0.6872705440991993;23795.403763167447;23620.070053658852;23178.404860409843;23125.64182611117;23488.457814349196;23034.04149280164;23802.348494550126;23067.485324443023;22054.224989109814;24114.432400279016;22965.577943986405;21944.309338113067;[485.3081968325532, 418.5440763411498, -264.8215304098412, 126.9143338888316, 699.9660956508051, 370.85343719835873, -1485.3521145501254, 135.76467555697673, -860.2594091098144, -347.7784102790174, -1373.9456939864067, 374.1345018869324]
1990-01_2014-02;2014-03_2015-02;328.9817571809981;MA;glp;ARIMA;{'p': 24, 'd': 1, 'q': 18};12;12;858.5885767174336;0.02787459469510249;81.81818181818181;2.11244215432609;6770.214655050973;1.2322889742146264;23001.383290371115;23713.50514143799;23556.122611707677;21931.728845162605;23290.120483626226;23633.4297541943;22177.366570858332;22786.483554836963;22524.91852130449;23150.15080478017;22746.612233800377;21762.252502071315;[165.54605962888309, 353.0691385620121, 74.77050829232394, -176.14370516260533, 1614.0552363737734, -369.84461419430227, 1107.8290791416694, 1105.1740551630355, -489.13953130449227, 1592.7731052198324, 822.547186199623, 118.27829792868579]
