train_range;test_range;time;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;error_series
1990-01_2023-02;2023-03_2024-02;374.4859294910002;AM;glp;ARIMA;{'p': 24, 'd': 0, 'q': 24};12;12;579.2532580237867;0.03412611260283161;72.72727272727273;1.7804005055550995;6849.617704428907;0.7612122995340278;15017.641654786785;13901.839098420327;15016.441278635251;14703.005771768732;14627.346612652842;15140.787548311877;14085.0525223128;14769.467398772314;14931.998790693013;15341.230201833409;14659.682816005552;14761.931365754388;[518.6083452132152, 427.40365157967244, 670.4301013647491, 775.499658231267, 96.40338734715806, 545.6852816881237, -104.3369423128006, 637.9329612276852, -658.4824906930135, -384.59433183340843, 1043.0363839944475, -359.94404575438784]
1990-01_2022-02;2022-03_2023-02;162.77276850899943;AM;glp;ARIMA;{'p': 10, 'd': 0, 'q': 3};12;12;611.1192170917493;0.03681169035854329;63.63636363636363;-0.2787885879417962;9632.952953626218;0.7455748214546049;15094.589076701506;14792.70360012143;14767.19513817043;14741.410293776873;15079.941324400974;14965.137417067037;14826.266195900325;14831.900258269041;14975.905672249852;15029.131339573254;14821.192673603047;14853.584208482534;[645.1102032984945, -430.2271501214291, 608.3519618295704, -23.526233776872687, -366.0174144009743, 448.4133029329623, 358.40590409967444, -791.8821382690403, 268.1830977501486, 662.3596004267456, -1210.506083603048, -665.6947184825349]
1990-01_2021-02;2021-03_2022-02;215.36322275399925;AM;glp;ARIMA;{'p': 11, 'd': 1, 'q': 22};12;12;761.1317440422085;0.04330880648063807;63.63636363636363;-3.003129934978827;11999.672476626418;1.0923201608917077;16208.288747049575;15563.387418462426;15635.872914791707;15198.114226839501;15453.14897908291;15572.861438538042;15314.375190796416;15838.441308490123;15230.840078632693;16335.423403712697;14893.441396130343;14733.061376114007;[-1114.1981670495752, -587.0468384624255, -491.8783447917067, 1158.5578731604983, 36.588340917091045, -509.16940853804226, -919.7574407964166, -938.0083384901227, -1127.4433386326928, -694.4052837126965, -201.80552613034342, -33.73347611400641]
1990-01_2020-02;2020-03_2021-02;306.94059585299965;AM;glp;ARIMA;{'p': 15, 'd': 1, 'q': 16};12;12;1105.8747066940048;0.06023540744004663;90.9090909090909;5.999593974063311;4382.333988881967;0.8475455894871093;14708.242680784839;14338.68209685622;14967.975852312686;14108.254796111787;15013.12915021267;14421.375098943097;14416.044664846908;15083.890005093388;14087.194134370882;15203.687180276384;14348.091663362375;14279.764736482497;[846.0036992151618, 1415.5171831437801, 803.6527676873138, 1622.3792638882132, 1423.0085297873302, 1939.652071056902, 615.3393951530925, 82.93608490661245, -139.26841437088297, 1301.5628197236165, 658.2942066376254, 598.8204035175022]
1990-01_2019-02;2019-03_2020-02;238.37500919200102;AM;glp;ARIMA;{'p': 23, 'd': 1, 'q': 5};12;12;618.9002811842031;0.03375329967442222;81.81818181818181;-0.1276490219178975;4881.887395674496;1.0091134383908607;15371.455582133072;14186.217323859784;14799.37175238198;14588.57302135405;14549.824539371784;14802.406364828483;14325.828938695297;14833.232117823123;14333.471423857094;14991.619068671633;14683.201127387363;14204.360220816576;[-338.0063021330716, 145.58702614021604, 216.5123076180207, -1299.1835313540505, 1055.2660406282157, -473.28136482848277, -355.09705869529716, 951.5812921768775, 399.8510361429053, 69.88274132836705, -382.37866738736375, -214.68812081657597]
1990-01_2018-02;2018-03_2019-02;226.72268934399472;AM;glp;ARIMA;{'p': 12, 'd': 1, 'q': 8};12;12;382.914007454472;0.021133049808139348;63.63636363636363;0.13264649879524043;6033.168721175064;0.7006441797680055;15166.57742604133;14688.459320654973;14482.688769990182;14314.810141821126;15052.665527495574;14661.114618365891;14360.275245497385;14899.402804815796;14467.093043988294;15120.961305289691;14386.344413001303;14441.512041302278;[-124.77488604133032, -10.749180654973316, 653.7369500098175, 251.86014817887371, -189.69813749557397, 451.84371163410833, -160.70640549738528, -469.02961481579587, 122.24209601170514, -66.43413528969177, 488.7968869986962, -713.2638513022775]
1990-01_2017-02;2017-03_2018-02;201.83454059099313;AM;glp;ARIMA;{'p': 16, 'd': 0, 'q': 3};12;12;933.9067794057117;0.04934742906919474;54.54545454545455;3.3590847729272024;18402.44968533929;0.997152855956376;14733.349088588413;14033.18069951729;14570.647006986963;14208.250868904986;14068.41206500364;14736.629878955706;14296.774772769082;13755.598400881136;14480.783414100202;14762.64293215791;13934.595318186233;14246.095956397972;[1672.9926314115874, -87.14083951728935, 639.4471930130367, 597.489681095014, 1000.0716349963604, 276.8652910442943, -39.322262769082954, 1981.4528691188643, -741.0246141002026, 449.02571784208885, 857.5405518137668, -634.965526397973]
1990-01_2016-02;2016-03_2017-02;204.1561876499909;AM;glp;ARIMA;{'p': 12, 'd': 1, 'q': 4};12;12;454.156336541479;0.02472746197144272;81.81818181818181;-0.7284228768716914;3580.611329965657;0.5089782058374983;14848.212465319895;14538.112146320826;14266.90244423641;14302.407473210807;14645.046235590442;14647.074178309482;14513.143574250957;14441.220975123746;14588.776920893064;14939.298418342985;14532.755268509556;14365.918508817766;[122.30383468010405, -397.28968632082615, 43.10298576358946, 108.10339678919263, -133.62594559044192, -80.97272830948168, 359.3147557490429, -751.9691651237463, -151.1954008930643, 871.0331016570144, -675.3856985095554, -576.2572788177658]
1990-01_2015-02;2015-03_2016-02;324.18204094003886;AM;glp;ARIMA;{'p': 12, 'd': 0, 'q': 24};12;12;1328.8319636104538;0.0838852551963496;72.72727272727273;-8.239157741555001;15742.016096193196;0.7720546983927786;17350.445688864325;16519.659513600473;15772.468931443218;15648.835411404832;16224.735499196757;16135.119442394367;15644.729728899147;16370.616824673238;15904.639902640454;16471.97300984252;15386.224505213908;14994.151524651816;[-1362.322498864325, -773.5236436004725, -934.4073414432187, -333.43867140483235, -829.9800691967575, -1387.3730623943666, -679.8456688991464, -1734.750884673238, -2363.5819326404544, -1339.3335198425211, -1288.3658052139072, -1620.348984651815]
1990-01_2014-02;2014-03_2015-02;285.24062828195747;AM;glp;ARIMA;{'p': 19, 'd': 0, 'q': 21};12;12;659.7651654231407;0.033224830764094264;72.72727272727273;2.1161681896861864;7801.339628555325;0.7162671236664326;16639.856899414448;16557.059810447143;16066.02940795504;15180.66140930246;16112.174021830466;16464.95474112009;15423.38812767633;16508.66567707679;15815.136215281784;16439.36492075263;15879.802985236818;14871.952068684386;[434.1195505855503, 693.5180895528574, 723.4995820449585, -184.8099593024599, 1378.032498169534, -108.31706112009124, 1073.36549232367, 350.22381292321006, -654.8789652817832, 498.1948592473709, 230.91984476318248, -283.87054868438645]
1990-01_2013-02;2013-03_2014-02;245.60706356703304;AM;glp;ARIMA;{'p': 24, 'd': 0, 'q': 13};12;12;689.9617683646732;0.03614176067018059;81.81818181818181;2.3302784934050886;5443.122507971285;0.8327907163128646;16281.161345766845;16229.489372724402;16181.238462119994;15086.018610524237;16131.263558454062;16213.75337517521;15337.987478518577;16151.973669342278;15728.67110139814;16047.160729168862;15576.59558265295;15032.325290044932;[-549.210255766844, 606.5485472755972, -39.26294211999448, -204.69749052423685, 604.1114415459379, 987.78648482479, -521.4113885185761, 1292.473430657723, 828.0407986018581, 438.0906108311374, 894.7757973470507, 195.86311995506912]
1990-01_2012-02;2012-03_2013-02;131.71463778801262;AM;glp;ARIMA;{'p': 11, 'd': 1, 'q': 1};12;12;680.9128513764965;0.03038905568841706;63.63636363636363;2.0972539128736805;10731.035387190623;1.0712037043020637;15776.567926101296;15731.062662381191;15774.820715908741;15549.024252139767;15582.330165938798;15814.433596659468;15605.039905355276;15589.49469853043;15717.647592552908;15852.228557790568;15706.218664499327;15480.202605664215;[1677.9411338987047, -55.14138238119085, 957.7185640912594, -518.8424821397675, 53.49888406120226, 686.9921233405312, -221.18106535527477, 818.4292114695709, 418.91440744709143, -54.18869779056695, 408.38097550067323, -141.38557566421514]
1990-01_2011-02;2011-03_2012-02;250.88259341102093;AM;glp;ARIMA;{'p': 15, 'd': 1, 'q': 24};12;12;1125.6339616963112;0.07022111162777699;81.81818181818181;7.017101918771086;8896.848734149537;1.2295990392109293;15069.169125943641;14423.075463496658;15106.5591779376;14381.724863568756;13952.13944230866;15005.048218431248;14527.355941256434;14690.877365124434;14854.273300587993;14970.322364304626;14216.881249882857;13961.707363536612;[904.4113640563592, 1311.4791465033413, 896.3216620623989, 991.789336431244, 1443.6576576913394, 896.0659415687514, 1162.044418743566, 886.2748048755657, 1083.4234894120073, 1010.4801756953748, 1629.6187501171426, 1003.0951764633883]
1990-01_2010-02;2010-03_2011-02;104.51206572802039;AM;glp;ARIMA;{'p': 5, 'd': 0, 'q': 10};12;12;1246.6811154212905;0.0777297772271359;54.54545454545455;7.861219314457448;24581.16150399798;1.1936747939566514;13854.83018722299;13478.762084398164;13681.558266370423;13645.377812269624;13515.780374033715;13743.952971159682;13656.20702832533;13635.689784829074;13469.27397404839;13781.913748858165;13714.501165849411;13485.883933945417;[1770.01401277701, 1155.2179856018356, 946.8211236295774, 576.1946477303754, 1759.6530359662847, 1374.6448588403182, 516.68609167467, 793.3428251709265, 871.9144359516104, 1905.4666811418338, 987.7904741505881, 1305.9342260545836]
1990-01_2009-02;2009-03_2010-02;244.18207821797114;AM;glp;ARIMA;{'p': 19, 'd': 1, 'q': 15};12;12;593.7907141365955;0.03583543692216278;45.45454545454545;-0.387311193588396;14034.728806319497;1.2516508922026452;14445.002632377067;13711.677457865488;13752.653067370105;13564.416790483328;13754.61704721527;13952.087209414969;13546.426732325042;14530.07480592445;14181.637011300993;14071.34360491093;13707.875054740076;13833.857325093897;[-451.2145923770677, -190.4763678654872, 327.94357262989433, 592.1727795166717, 486.82193278473096, 196.19945058503072, 865.3685576749576, -675.80668592445, -706.9812113009921, 23.14741508906991, 127.38581525992413, -1239.074205093897]
1990-01_2008-02;2008-03_2009-02;177.37431496399222;AM;glp;ARIMA;{'p': 10, 'd': 1, 'q': 20};12;12;986.4803333810862;0.06289167589955964;72.72727272727273;5.038050411875695;11677.385098909052;1.1132713533142782;13690.899670509287;13099.505051559017;13380.22939573033;13116.13288952627;13409.744589435313;14012.563659381698;13309.459813978996;13665.277203238442;13111.661294645433;13460.896860625422;13467.840157440103;13103.124465139477;[449.5496094907139, 811.8844384409822, 1273.5387242696706, 1034.8380104737298, 1226.4003405646872, -321.4793393816981, 1274.8789560210043, 1418.9934567615583, 248.88333535456695, 1362.621209374578, 557.3591225598975, -805.0375051394767]
