DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;45267.45179981124;AM;querosenedeaviacao;ARIMA;{'p': 8, 'd': 1, 'q': 11};12;12;3093.957204841803;0.45048423974054247;66.66666666666667;-44.12317041378888;8169.820250823723;8285.14778457453;10093.573633608605;10311.838260951614;10837.144444568428;10726.168773659016;9594.965118913033;10074.373571756078;8972.063553851453;9502.768989217231;9137.448924118982;9293.55492290554;-5.436264909520866;2.8411000084315415e-06;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
deseasonal;32959.98433173961;AM;querosenedeaviacao;ARIMA;{'p': 14, 'd': 0, 'q': 7};12;12;2994.1976895366756;0.41828366245197374;75.0;-42.52582692908242;7927.322368653837;7055.960969764852;7777.697221729005;8249.834393969602;9381.968403254192;9973.379592989686;10127.85002106687;11020.788274107112;11342.36130596085;11808.730303186223;10136.760836472615;8921.661026468795;-7.724283608902968;1.1702214786257261e-11;1;395;-3.447014064067954;-2.8688850015516016;-2.5706826870693797;True
deseasonal-log;21213.473738144843;AM;querosenedeaviacao;ARIMA;{'p': 14, 'd': 0, 'q': 14};12;12;2867.437502357424;0.41600232968544076;83.33333333333333;-41.95665767211712;8253.673355421524;7413.446730661833;8344.874672260721;8483.538281813037;9200.387311519553;9706.935656099993;9890.766958463022;10705.289882253948;10680.564872774952;11394.172061157355;10085.309678342705;9111.203296460302;-7.754303577568549;9.830610476761351e-12;1;395;-3.447014064067954;-2.8688850015516016;-2.5706826870693797;True
deseasonal-diff;56091.142298745675;AM;querosenedeaviacao;ARIMA;{'p': 4, 'd': 0, 'q': 5};12;12;3080.9073489664424;0.37334739712579107;58.333333333333336;38.18578602357974;6718.865048308566;5151.027394759687;5124.337213118649;4469.599659578983;4924.627277888299;4650.950586018309;3763.46675879787;4096.921001148809;3902.477079021283;3757.808380826117;2126.835978879954;635.9275983792152;-17.574101078026953;4.0377767511874194e-30;1;395;-3.447014064067954;-2.8688850015516016;-2.5706826870693797;True
diff;32603.817424811372;AM;querosenedeaviacao;ARIMA;{'p': 7, 'd': 1, 'q': 9};12;12;2969.42032332195;0.3539192464044468;75.0;36.83668134668617;6274.7104794177685;5516.549938454043;5793.036963230413;4944.610930990575;5137.757480370038;4227.895835145866;3602.570921853851;3800.7996232071573;3214.9296672795053;3451.6231202798995;2260.4442148978997;2174.3934172141444;-7.134752274624914;3.4441362369096856e-10;11;385;-3.4474498334928687;-2.8690765390453703;-2.570784795075055;True
log;21120.816724203083;AM;querosenedeaviacao;ARIMA;{'p': 14, 'd': 0, 'q': 8};12;12;2859.79783478577;0.38698187928340894;83.33333333333333;-39.51323035909952;7229.688147715078;6626.74785863279;7773.6533992759705;7897.436598488211;8840.796842956948;9970.53942010503;10174.407241651505;11267.845608914658;11012.640980331296;11711.490051747827;9788.260735587108;9026.99451764904;-5.490639073247971;2.1792711138272926e-06;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
log-diff;25008.730117507483;AM;querosenedeaviacao;ARIMA;{'p': 10, 'd': 1, 'q': 2};12;12;1380.806760440858;0.15576617400582957;58.333333333333336;14.6135479236816;6352.808248914404;6083.328333547446;6215.839073056004;5854.677793549675;6143.164722588887;6127.414666826376;5866.279918407604;5797.762167800405;5294.519345454876;5079.7832206451385;4772.398296858601;4543.64609292562;-7.017754873082219;6.664395801915352e-10;11;385;-3.4474498334928687;-2.8690765390453703;-2.570784795075055;True
