DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;152431.5616564895;PE;oleodiesel;arma;{'p': 3, 'd': 0, 'q': 1};12;12;9665.987419329334;0.05515786910092396;63.63636363636363;4.052858146634465;1.4339515015985695;118288.06353699745;118974.53918082762;121711.59549086937;123889.92286510006;125826.56031598829;127105.8802824001;127804.35637076215;127990.22737692362;127823.02178382639;127455.68922706778;127023.92439241621;126624.53009302307
log;95240.08309010339;PE;oleodiesel;arma;{'p': 24, 'd': 0, 'q': 1};12;12;8051.88761879985;0.04339750242075783;72.72727272727273;2.5677375082295084;1.125981044102072;119580.08489521932;115567.1513638431;121553.86756912209;122290.47244675271;124250.55925522484;131541.4972357497;133891.72759478286;139673.21225439478;134716.90672595167;131180.7660495095;125842.49522540587;123655.38681546718
deseasonal;32198.999279093994;PE;oleodiesel;arma;{'p': 2, 'd': 0, 'q': 2};12;12;8141.868316438813;0.04213233084420085;90.9090909090909;3.38175166155539;1.0921733880881792;123895.52493833433;117023.69558728694;118692.89364527396;118366.79405059217;121162.350190477;124940.88081457154;128761.41241093387;136205.79356661646;134979.28767136205;135924.38410265496;131018.40858730618;120042.32638200915
