train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;RO;gasolinac;ARIMA;(15, 1, 20);12;12;3125.4255801019704;0.06249291299940845;63.63636363636363;3.1997655196218853;49298.24872804791;1.1796917309179398;36718.94908522991;36452.366182840626;36105.539331864755;33493.04460470732;39162.85363398242;40398.15118180124;41479.29929172061;42076.017491708895;41503.662992330814;42873.880680536226;36540.07388102773;37440.566875084085;-3.0797929743212222;0.028085191498955657;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
1990-01_2022-02;2022-03_2023-02;RO;gasolinac;ARIMA;(15, 1, 20);12;12;2564.6133358474217;0.04895715107436994;72.72727272727273;4.667998162658874;30341.586020423063;inf;35947.03148025245;35288.70302217239;37196.40395081268;36221.66426327971;39034.61378130078;37221.47750029288;37247.23758846494;37857.4215296613;37720.48309309655;41759.46056969982;34626.20246311605;35516.134436604;-3.0306657206597944;0.032128163289669893;12;372;-3.4480516066132636;-2.869340997473759;-2.5709257824604;True
1990-01_2021-02;2021-03_2022-02;RO;gasolinac;ARIMA;(15, 1, 20);12;12;2488.6581496254744;0.054068795827123435;54.54545454545455;4.848838121026823;49042.08391721159;0.7843498025981694;29741.373833018104;28534.035756890687;33840.74994877016;35303.12268159179;39558.31752821773;36692.313373257704;37986.675585234974;36465.96186415358;35530.13129032126;40599.5619790735;32565.234970441037;34188.345378152866;-3.0803906539430406;0.028038815251224695;12;360;-3.448645946352023;-2.869602139060357;-2.5710650077160495;True
1990-01_2020-02;2020-03_2021-02;RO;gasolinac;ARIMA;(15, 1, 20);12;12;3630.523941227905;0.09472509248623906;72.72727272727273;-3.9728161720455213;43024.47739974161;0.843499196754297;36628.488832930794;35257.47829606248;35074.55972821195;35859.6437865269;39401.99746593785;38068.66193022595;37247.399730085905;38213.00023966603;36916.79171298789;39548.17044844721;34233.678971626905;34806.15573542307;-3.099513260152179;0.026589230387104743;12;348;-3.4492815848836296;-2.8698813715275406;-2.5712138845950587;True
1990-01_2019-02;2019-03_2020-02;RO;gasolinac;ARIMA;(15, 1, 20);12;12;1716.349915992824;0.03894683749557475;72.72727272727273;3.2148016607011067;20298.532040601254;0.6991641737071458;36452.426506109114;33763.652282610405;35159.974527211416;34840.87059077297;37679.89660132471;37185.802758191596;35885.15980033331;37114.782979047806;35458.45115095023;38210.93257063614;32784.06889374543;34706.87797096815;-3.0002256231001687;0.03487333528815792;12;336;-3.449962981927952;-2.870180642420163;-2.5713734527352607;True
1990-01_2018-02;2018-03_2019-02;RO;gasolinac;ARIMA;(15, 1, 20);12;12;1278.6416107331195;0.027355976425936294;63.63636363636363;0.6549255716299821;20148.960824927733;0.3092978175076584;34867.817030429025;35074.4647194156;36470.3262922423;35033.267175111556;35638.15373519645;37425.149856754695;37084.94779550762;35390.335619630445;35064.10217128671;37975.95345464235;33744.779104673995;32908.95997713732;-3.1913847114570797;0.02048881334014637;12;324;-3.450695263332383;-2.87050218926466;-2.5715449066453284;True
1990-01_2017-02;2017-03_2018-02;RO;gasolinac;ARIMA;(15, 1, 20);12;12;1746.8629963583364;0.042517332122898654;63.63636363636363;3.5952001810633516;27538.788933504584;0.5517346673288572;34782.915073125514;34098.07451912198;35075.3366567449;35579.246889432645;35108.46977313789;36353.444855035734;37272.094066002435;34629.441854464574;34441.60281022993;37429.469920672294;33108.51161741232;33275.15172924288;-3.3074533288061;0.014548580056620266;12;312;-3.4514843502727306;-2.8708485956333556;-2.571729625657462;True
1990-01_2016-02;2016-03_2017-02;RO;gasolinac;ARIMA;(15, 1, 20);12;12;2019.8291167783173;0.04416066680086932;45.45454545454545;3.672777821440799;47745.75718040691;0.5347740853621993;33193.44284081075;34230.45024303292;34110.95984752327;35556.23020608558;35284.10439866668;34523.82722408221;36288.145931426734;35134.58908815877;34341.02055546248;36842.27390182415;33447.074835307976;32102.425122694447;-3.0449276893796053;0.030906446388181293;12;300;-3.4523371197407404;-2.871222860740741;-2.571929211111111;True
1990-01_2015-02;2015-03_2016-02;RO;gasolinac;ARIMA;(15, 1, 20);12;12;1687.7397962817545;0.041736781105898256;72.72727272727273;2.228783682283266;19962.25200445373;0.34744552056225897;33779.8062345893;35080.603639312925;34471.01511844755;34167.96786592382;35151.23520577563;33976.96299923019;35172.513897156525;34865.615220739484;32411.096661890868;35669.681620274394;32358.94000122126;30297.970774300033;-3.2261829290427007;0.018518259499898864;12;288;-3.453261605529366;-2.87162848654246;-2.5721455328896603;True
1990-01_2014-02;2014-03_2015-02;RO;gasolinac;ARIMA;(15, 1, 20);12;12;3833.7104679947365;0.09651378232938768;63.63636363636363;7.659238108748734;60527.021606628674;0.7156458576390423;32189.430763298034;30369.812554565906;30132.63724776064;31411.02656424115;32250.366994936714;31977.828463272206;32187.37901509789;32935.737135914;31493.57591193525;32529.62892317743;30873.325423593706;31272.37296171096;-3.284809592115512;0.01557129188053836;9;279;-3.4540076534999957;-2.8719557347997178;-2.5723200648758366;True
