train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;MG;gasolinac;ARIMA;(15, 2, 24);12;12;87842.8087839627;0.19958310677675314;63.63636363636363;-18.019757482518035;1390760.221927854;1.4813638536063625;394372.26217700785;408757.9212452932;434293.22860059555;446760.6768779497;497826.6080848032;459431.0815220307;464317.11461449973;482617.5264676028;471991.27016827225;512324.12602921133;485135.5861657552;493396.30574156065;-3.561518532024988;0.006540789258795259;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
1990-01_2022-02;2022-03_2023-02;MG;gasolinac;ARIMA;(15, 2, 24);12;12;19199.067865340545;0.042934995435386696;72.72727272727273;1.2718887284042746;227087.63319869136;inf;338963.8985810949;309552.0724568648;338181.7054577683;330612.81312224915;360592.29571107356;377045.98847178544;387421.7582646493;381636.59280758083;385235.13500387874;427103.84216241323;362901.9744088111;384580.8401889509;-3.624365207767537;0.0053119428440665094;12;372;-3.4480516066132636;-2.869340997473759;-2.5709257824604;True
1990-01_2021-02;2021-03_2022-02;MG;gasolinac;ARIMA;(15, 2, 24);12;12;49286.933103759744;0.13826004138293083;54.54545454545455;12.52727947731636;973038.361180635;0.7946100987106454;256814.68840991755;260230.97461330798;253937.0046474391;243800.9654045378;253334.57635727272;271289.0309315118;294345.5073573727;292284.5304558961;279995.2693486973;327490.874724166;295200.6672054854;272901.99495026696;-3.500971886584033;0.007962169009126396;12;360;-3.448645946352023;-2.869602139060357;-2.5710650077160495;True
1990-01_2020-02;2020-03_2021-02;MG;gasolinac;ARIMA;(15, 2, 24);12;12;30943.684509183746;0.09007705672069066;63.63636363636363;-6.448397722575976;488445.0319822119;0.21860896140020242;288634.22043421224;292820.5274345012;278538.93438248994;277215.76162260247;300215.05648082396;279390.71430513;278377.30134835414;290979.9302021579;279744.98310687323;319713.86591199855;285974.3294917043;275242.31928722956;-3.469203611148861;0.008814144907550354;12;348;-3.4492815848836296;-2.8698813715275406;-2.5712138845950587;True
1990-01_2019-02;2019-03_2020-02;MG;gasolinac;ARIMA;(15, 2, 24);12;12;27547.02802867079;0.09329585852699064;54.54545454545455;6.427747821474671;543306.1907889225;0.2747447767312731;301097.861705999;262778.13788108435;267805.80730650073;277779.40708669205;249715.07475556672;262216.76284726587;240708.51324612126;259279.94325942732;241339.23419688194;273473.3236881078;232011.11665366244;231694.02978848416;-3.881873802237814;0.0021723705398880725;12;336;-3.449962981927952;-2.870180642420163;-2.5713734527352607;True
1990-01_2018-02;2018-03_2019-02;MG;gasolinac;ARIMA;(15, 2, 24);12;12;22052.832048449465;0.05860478085879417;100.0;-4.5569937052827765;559.6262176032241;0.17286839936899495;338029.2601871921;322995.3237375502;320102.19802063535;321728.24276502285;314827.27242065204;303726.7053101403;289481.25222884637;290545.5505918501;275090.4969606774;323562.9454565725;272078.7225516303;253423.7170095989;-4.049010657294031;0.0011745383325732159;12;324;-3.450695263332383;-2.87050218926466;-2.5715449066453284;True
1990-01_2017-02;2017-03_2018-02;MG;gasolinac;ARIMA;(15, 2, 24);12;12;70966.93724505811;0.16887929888346043;63.63636363636363;-15.641895703813672;1122631.713297098;0.9096176524504471;417207.8997124307;417072.44484870584;409861.84434799524;401444.5467386171;428073.60095117346;438339.47778000205;433174.407119077;435026.7270253817;423414.0475234311;470279.4729604013;428467.15003488783;420978.2839015084;-3.743641022339205;0.00353953869863463;12;312;-3.4514843502727306;-2.8708485956333556;-2.571729625657462;True
1990-01_2016-02;2016-03_2017-02;MG;gasolinac;ARIMA;(15, 2, 24);12;12;59538.80075404941;0.14671252002064183;72.72727272727273;-14.252085823269118;706903.872301837;1.807571702924437;398407.48677018133;390570.48634009756;401785.6442242707;416286.39696505805;424934.69276102685;430852.1612660989;448104.793469213;437779.22050403367;458114.0250294624;499131.5996435844;457277.27314815216;457077.0190546035;-3.305727288517416;0.014624397535172745;12;300;-3.4523371197407404;-2.871222860740741;-2.571929211111111;True
1990-01_2015-02;2015-03_2016-02;MG;gasolinac;ARIMA;(15, 2, 24);12;12;34351.04610466979;0.08771465806439392;54.54545454545455;-2.8353447423325964;677417.3094544855;0.6813348660332407;395313.11514421046;385545.3443252578;386588.0049125029;367735.83086116565;371382.81509855745;371483.6737642918;370931.5938776129;358203.36508582317;328048.5252579671;384065.9547947795;320634.4449413255;311939.65144191333;-2.3891667088047415;0.14481739931456744;16;284;-3.4535872903895797;-2.871771355211212;-2.5722217283277127;False
1990-01_2014-02;2014-03_2015-02;MG;gasolinac;ARIMA;(15, 2, 24);12;12;23795.08662157132;0.036677914841499515;72.72727272727273;-2.5819138392506744;281384.9308672987;0.2609962884668986;413163.4574473983;422143.1788325662;423407.0571386696;399324.4616272007;429891.22007452336;427288.9459669963;420101.73233348486;445297.65083262016;410263.08552332915;462079.1539616753;434445.465267107;422086.4165778505;-2.5187954838560818;0.11096789771879212;14;274;-3.4544435065994437;-2.8721468827772774;-2.572422013959188;False
1990-01_2013-02;2013-03_2014-02;MG;gasolinac;ARIMA;(15, 2, 24);12;12;25255.07238539286;0.05517681691093392;63.63636363636363;5.373067530123868;398268.528905994;0.672672742282991;372391.85658065096;366920.5461269613;368499.7633216483;364744.02258963406;381030.85777063895;363307.110556486;382041.2460498889;376097.895533573;361439.7887125075;413097.6540465446;361559.76452111854;364062.14511885087;-2.7218389439965933;0.070334817629959;14;262;-3.455558114028747;-2.872635586277424;-2.572682677000175;False
1990-01_2012-02;2012-03_2013-02;MG;gasolinac;ARIMA;(15, 2, 24);12;12;17454.033282888704;0.03196300760798252;81.81818181818181;0.47544842519081054;137656.69698193058;0.39840599574648666;364553.5734638304;351621.3221185823;360659.38011765893;366281.6239958405;368771.75483831164;376842.83237453987;366336.9125054687;379016.0923550228;384252.5440235791;394766.8653389155;367933.91528395563;381628.66581717273;-2.6227030521078674;0.08839520033415965;14;250;-3.456780859712;-2.8731715065600003;-2.572968544;False
