DATA;MCPM;UF;PRODUCT;MODEL;VALIDATION-MOE;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
moe;8601.256930479736;DF;glp;ARIMA;[(0, 'deseasonal-diff'), (1, 'log-diff'), (2, 'log'), (3, 'log'), (4, 'deseasonal'), (5, 'log'), (6, 'deseasonal'), (7, 'deseasonal-diff'), (8, 'deseasonal-diff'), (9, 'deseasonal-diff'), (10, 'deseasonal-log'), (11, 'deseasonal-log')];{'p': 13, 'd': 1, 'q': 3};12;12;595.2700135293844;0.03407273047546517;66.66666666666667;0.9829000501367113;14564.618960614525;13393.676675768582;14469.97400445646;14471.099377941144;14642.939098960953;15269.05438196183;13880.00027691122;14270.722842734338;14308.194365686843;14753.779672622915;13357.103275272495;13480.868455624128
