DATA;MCPM;UF;PRODUCT;MODEL;SAVED MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;80824.28491909521;MG;oleocombustivel;ARIMA;./pickle_arima_rolling/oleocombustivel/normal/MG_normal.pkl;{'p': 12, 'd': 1, 'q': 12};12;12;3706.783145457985;0.35044166685185635;50.0;-33.33695422466922;11705.957098034844;12286.073338078317;14566.46601939213;14274.44345948839;14293.838510109663;14572.567302390265;13529.489180287917;15532.799650637167;14104.950350136753;13292.624379258377;13735.575434929367;13214.433641197998;-8.150877968208531;9.703823594663681e-13;1;395;-3.447014064067954;-2.8688850015516016;-2.5706826870693797;True
deseasonal;87877.96544420671;MG;oleocombustivel;ARIMA;./pickle_arima_rolling/oleocombustivel/deseasonal/MG_deseasonal.pkl;{'p': 2, 'd': 1, 'q': 3};12;12;4027.4055231130683;0.3863221000744188;50.0;-37.02196183293525;14556.054880096652;13118.976103411851;14209.798392274472;14157.090197421669;15134.894228161831;15925.859545854606;14814.462331577019;14512.38298569852;14300.466295872127;13327.921156340346;13527.340464435036;12087.063308352634;-8.14288929795811;1.0169258422436359e-12;1;395;-3.447014064067954;-2.8688850015516016;-2.5706826870693797;True
deseasonal-log;92855.56377763409;MG;oleocombustivel;ARIMA;./pickle_arima_rolling/oleocombustivel/deseasonal_log/MG_deseasonal_log.pkl;{'p': 3, 'd': 1, 'q': 5};12;12;3654.0011124778935;0.34767182089386867;41.666666666666664;-33.1829644159345;14039.903237427725;12806.219893966922;13894.003596701848;13853.57926778003;14535.638624340083;15660.114239631408;14314.895092639816;14261.917128903115;13752.344345254405;13008.177368780764;12987.407133761064;11804.335085910132;-8.089871274365887;1.3875328116072115e-12;1;395;-3.447014064067954;-2.8688850015516016;-2.5706826870693797;True
deseasonal-diff;46798.61981392096;MG;oleocombustivel;ARIMA;./pickle_arima_rolling/oleocombustivel/deseasonal_diff/MG_deseasonal_diff.pkl;{'p': 5, 'd': 1, 'q': 4};12;12;3212.5987229437687;0.3050460927056253;66.66666666666667;-29.122695894173994;13987.935043763699;12146.101551653044;13334.367046279189;13819.82504220887;14181.452801179687;14774.014846240025;13760.370454011945;14108.727884608623;13358.422799350576;12275.148968318177;12463.024743476306;11681.372156802017;-9.18394462484818;2.2134550982571203e-15;11;385;-3.4474498334928687;-2.8690765390453703;-2.570784795075055;True
diff;36367.0284681621;MG;oleocombustivel;ARIMA;./pickle_arima_rolling/oleocombustivel/diff/MG_diff.pkl;{'p': 4, 'd': 1, 'q': 3};12;12;2007.014576956044;0.1759411479136659;58.333333333333336;-15.886433422518682;11870.992359198668;11864.149625896047;12060.982513730443;11890.144905751074;12039.60233884268;11921.55754599357;11982.796496483192;12038.78225033287;11899.013989250827;12035.737266474445;11960.037470609555;11936.694550121221;-10.63077574166454;5.221425485245971e-19;10;386;-3.447405233596701;-2.8690569369014605;-2.5707743450830893;True
log;110747.11571634642;MG;oleocombustivel;ARIMA;./pickle_arima_rolling/oleocombustivel/log/MG_log.pkl;{'p': 6, 'd': 1, 'q': 3};12;12;3395.0137139599838;0.32664992984613705;25.0;-30.930107263924185;12816.397932519632;12972.607678231454;13258.523617933664;13017.63557134177;13569.496400038142;13495.34586596576;13711.424663085269;13710.265994445434;13774.52428182232;13919.346822714153;13855.727427904723;14027.558391660748;-8.140638047770167;1.0304394236264228e-12;1;395;-3.447014064067954;-2.8688850015516016;-2.5706826870693797;True
log-diff;56038.76130411424;MG;oleocombustivel;ARIMA;./pickle_arima_rolling/oleocombustivel/log_diff/MG_log_diff.pkl;{'p': 3, 'd': 1, 'q': 3};12;12;1936.1935286138691;0.16796335683785024;33.333333333333336;-14.774361614583611;11550.995070104453;12059.526212380326;11806.602234918162;11970.885869493466;11843.032939432213;11895.908768473571;11850.429007749699;11820.438898559496;11863.365989908776;11810.98478291509;11822.10845417054;11829.150678733302;-10.719809590373421;3.1721638826008957e-19;10;386;-3.447405233596701;-2.8690569369014605;-2.5707743450830893;True
