DATA;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;AP;oleodiesel;knn_rf_deepar_svr_catboost_arima;{};12;12;1182.2999329623747;0.11963969965014522;54.54545454545455;-11.54128901860869;0.8477177015344182;7635.7859952448725;8140.009614771965;8532.526132058143;8897.618680249116;9406.572370178003;10253.855566103695;11009.718434897624;11235.886944995935;9899.745871702808;9146.03143066773;8724.581038317649;8746.84255186469
deseasonal;AP;oleodiesel;knn_rf_deepar_svr_catboost_arima;{};12;12;2659.382152054999;0.2828263304096065;63.63636363636363;-6.866210427045106;1.9704390221951655;5336.1753706178315;5545.127285046703;7722.954098220878;10923.810538349435;12882.630779016417;12734.001651241637;11218.988317087089;11697.190906474403;10153.810680199173;9120.960630270678;4878.192355116016;4736.569839924519
log;AP;oleodiesel;knn_rf_deepar_svr_catboost_arima;{};12;12;1324.133212370252;0.13689498139387726;36.36363636363637;-12.971543492904008;0.9579739378632118;8024.879633457127;8088.857679220263;8214.339928584737;9459.782976000386;10010.292581530532;10287.069631200937;11039.692282926502;10503.12429179286;9365.987790372828;9403.214263078838;9538.969798140199;9124.34517514772
