DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;194066.00811649393;MA;gasolinac;VARMA;['CE', 'PI', 'PA', 'MA'];(8, 10);12;12;10729.403942690758;0.10377338844752455;58.333333333333336;10.616943568740849;82025.03410548177;78362.7976113244;80362.80513392412;77878.73516342024;82512.68666040797;80357.07272625016;85543.42274785263;81963.11308454422;79951.32617676901;82874.0258978189;78043.53415524341;78522.57967752597
serie-desnormalizada;133324.69526823325;MA;gasolinac;VARMA;['MS', 'ES', 'PB', 'MA'];(12, 2);12;12;9213.347057257917;0.08528749804045761;66.66666666666667;8.702657094921179;84377.7651270889;76659.00068285764;80768.45656715806;75085.31197034358;84000.4947331518;84216.91462930408;87426.6356930618;84073.5960057844;83430.08990208716;90012.86424801225;78665.71011694217;80420.12500859823
