DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;157649.42914281198;PI;gasolinac;VARMA;['CE', 'MA', 'RN', 'PI'];(8, 12);12;12;7264.841150655472;0.1139742972989909;50.0;11.773212659586509;49160.27101924509;46041.36547752146;46306.81039680164;42508.31204510707;47156.14014207663;45438.675595593275;48090.021523830306;46005.43566572704;45921.49495441899;47095.96540266697;45500.81661385604;45667.48871158099
serie-desnormalizada;140740.57691071267;PI;gasolinac;VARMA;['RN', 'RO', 'AL', 'PI'];(8, 14);12;12;6487.049685265501;0.10309782400105898;50.0;10.554034862294404;46642.42059870241;47345.58191400386;45454.975241278524;43125.8215297914;47429.587193407664;48721.659022186584;49684.7113526352;47975.85333167831;47077.75448395182;48059.30475451081;46230.4880573455;44812.52642229331
