DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;576006.2284827353;MG;gasolinac;VARMA;['GO', 'PR', 'SP', 'MG'];(10, 2);12;12;31873.616701357565;0.06774314663407655;58.333333333333336;5.121020539544792;386178.94978819974;395176.4411922993;376668.4191636974;367769.33372373704;396195.59723668726;365149.6918831676;375365.46526403213;352478.6202007364;352192.3414523903;386407.371591975;356974.1847970346;352208.5594836301
serie-desnormalizada;698461.7222534043;MG;gasolinac;VARMA;['RS', 'PR', 'RJ', 'MG'];(14, 14);12;12;38638.66233038707;0.07973018225148268;58.333333333333336;6.158920142935538;368578.29192413593;358076.1289537787;365067.5976409111;341731.17244849395;385682.14101488626;369746.52988924144;371858.8641350887;363893.79545236507;375802.9467129142;399637.937745602;352570.97802005906;361299.5380863102
