DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;269363.591034551;PR;gasolinac;VARMA;['SP', 'MG', 'MS', 'PR'];(13, 14);12;12;14914.464509713169;0.042293419950696666;58.333333333333336;0.09415399271796461;274750.8565789191;270106.2097584744;281248.012711303;264128.2123322746;288130.1233791391;283819.05692182796;281492.99698655016;269395.8586126224;269467.8478552188;300770.4285934627;260401.7042132085;267190.97249247745
serie-desnormalizada;472761.92913638626;PR;gasolinac;VARMA;['SC', 'RS', 'RJ', 'PR'];(14, 14);12;12;18699.86430600346;0.051790175499512724;41.666666666666664;3.194875003639875;289681.85286607733;272847.49340967136;266700.5481460039;268277.0110738775;266583.90783526504;256420.88590919162;260797.9617689814;260528.9755244872;264481.560711273;288017.08549722057;254555.301537231;259251.10217655002
