DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;395098.3267567083;BA;gasolinac;VARMA;['SE', 'RN', 'CE', 'BA'];(10, 12);12;12;18221.53055284486;0.07465021013084448;50.0;6.912820717534831;184129.96575525077;180514.14100988206;178795.54753716508;179891.7484815135;184020.24308529645;185113.08198479394;186985.25095834766;175355.15361408016;175021.021738408;182721.2461196566;180624.80529495378;177281.66797484463
serie-desnormalizada;277626.9585151381;BA;gasolinac;VARMA;['GO', 'SC', 'PE', 'BA'];(10, 2);12;12;15363.52327870127;0.06525032514323287;58.333333333333336;5.410049614882779;191923.66924422368;186512.35454760218;182188.73160284184;179903.3236180192;182214.15402794155;185069.51544367202;189431.34777583805;179836.5337991644;177306.49270482457;192156.65529387532;184439.27232124857;174510.97019774563
