DATA;MCPM;UF;PRODUCT;MODEL;SAVED MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;464773.73577557364;PR;etanolhidratado;ARIMA;./pickle_arima_rolling/etanolhidratado/normal/PR_normal.pkl;{'p': 10, 'd': 0, 'q': 13};12;12;25636.41240487128;0.20114883328390723;58.333333333333336;19.020874141176026;65187.05333431616;65893.9395041977;69089.80986483333;68755.41827348928;67397.64913338261;65699.02550024242;73234.781067954;69882.93825258427;70479.41914319004;74397.46505325861;65895.5962780145;70397.09830588342;-4.553872108094343;0.0001569637686317757;15;381;-3.4476305904172904;-2.869155980820355;-2.570827146203181;True
deseasonal;637805.7951911738;PR;etanolhidratado;ARIMA;./pickle_arima_rolling/etanolhidratado/deseasonal/PR_deseasonal.pkl;{'p': 5, 'd': 0, 'q': 12};12;12;25165.49638602842;0.1967227438309955;41.666666666666664;18.829504881682176;66098.70964051706;63938.39745533983;66686.46510508122;67596.86086501864;68445.22790456555;70257.05868598518;69320.38505794686;73167.31318188406;70237.87613012662;79767.47651443622;68216.2041655629;64530.94902271961;-4.4096547686650425;0.00028536955947494765;10;386;-3.447405233596701;-2.8690569369014605;-2.5707743450830893;True
deseasonal-log;500610.38373182126;PR;etanolhidratado;ARIMA;./pickle_arima_rolling/etanolhidratado/deseasonal_log/PR_deseasonal_log.pkl;{'p': 14, 'd': 1, 'q': 13};12;12;27609.541400590108;0.2065949832983495;58.333333333333336;22.32578837491603;64812.14893766161;64273.053654907046;65721.85886169077;64930.69490168151;64012.07796023945;66266.30592053775;64457.182185535006;68918.72525920144;67804.11181941713;76512.01516928936;64208.37996691542;60670.32715013259;-4.4499407202363885;0.00024191465790438362;10;386;-3.447405233596701;-2.8690569369014605;-2.5707743450830893;True
deseasonal-diff;520625.60467857076;PR;etanolhidratado;ARIMA;./pickle_arima_rolling/etanolhidratado/deseasonal_diff/PR_deseasonal_diff.pkl;{'p': 9, 'd': 1, 'q': 8};12;12;28708.477566789246;0.21379951001080255;58.333333333333336;23.366084833210778;65520.89472338099;64961.63246677366;65721.99088759834;65168.5256488496;62656.11674606599;64122.14070587779;63682.38031375696;68145.14251865569;65761.81692643884;74682.0115697382;61699.62497614973;59849.42960483644;-8.52832764547431;1.0542470721450053e-13;9;387;-3.447360865754795;-2.8690374364690445;-2.5707639493486636;True
diff;738934.6407310724;PR;etanolhidratado;ARIMA;./pickle_arima_rolling/etanolhidratado/diff/PR_diff.pkl;{'p': 14, 'd': 0, 'q': 2};12;12;29142.004930209314;0.22418121680205594;41.666666666666664;23.002477343939223;67684.90514771485;64492.92134723798;64795.755257768375;67153.42437326202;65770.30060491842;64380.81433835157;67279.48728686161;62990.28739157754;65152.07976139381;69114.24053961628;62026.56415968785;64841.174078728276;-7.613033278471062;2.2289786279165053e-11;11;385;-3.4474498334928687;-2.8690765390453703;-2.570784795075055;True
log;495088.97752250265;PR;etanolhidratado;ARIMA;./pickle_arima_rolling/etanolhidratado/log/PR_log.pkl;{'p': 8, 'd': 0, 'q': 14};12;12;27299.41891095777;0.215179086743171;58.333333333333336;21.117425654338813;65524.32671874092;63484.52223904531;68681.56487534916;68569.27256327415;65621.01050727605;66112.19867881604;67951.20320739658;66253.92265043822;68288.58163339828;70514.32139498345;66342.5725268784;67573.50595708976;-4.567309765032264;0.00014832766290893596;15;381;-3.4476305904172904;-2.869155980820355;-2.570827146203181;True
log-diff;765019.1993216691;PR;etanolhidratado;ARIMA;./pickle_arima_rolling/etanolhidratado/log_diff/PR_log_diff.pkl;{'p': 14, 'd': 1, 'q': 10};12;12;30166.217032504217;0.23292882793722394;41.666666666666664;23.612174129397985;67481.64912761058;65027.631930311894;66570.34636652356;68222.79807360364;65104.05605634267;64214.10167641219;65178.228117520426;62933.138538595;64676.34011234603;66277.06841704641;60823.32325043911;62951.93269412585;-6.051158506542513;1.276627385744026e-07;14;382;-3.4475850438570115;-2.869135963767125;-2.5708164748773332;True
