DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;15446.275874125182;RN;etanolhidratado;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;711.4752082665582;0.1285474841767994;54.54545454545455;-2.1629265314753034;0.3706902795666564;5173.337084241024;4558.361769785877;4426.795193705169;4368.237204286565;4379.501291476082;4317.20052347708;4578.098077339641;5100.439441653613;4942.104348481892;6254.214977038031;5825.116600249031;5142.099678731093;-4.606015890689928;0.0001259115821419;8;388;-3.4473167281607155;-2.869018036958473;-2.570753607450313;True
log;15143.139868006416;RN;etanolhidratado;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;697.6071801920542;0.1220219782432848;54.54545454545455;-0.0540460763878362;0.3589640912154127;5153.0472134176;4422.30319373508;4311.410455612466;4237.486250912777;4261.317991420955;4237.68263689284;4516.893982996705;4930.483835139043;4870.318008505879;6148.698045980171;5716.288302731628;5040.326827123093;-6.9823320554851005;8.131798322005175e-10;1;395;-3.447014064067954;-2.8688850015516016;-2.57068268706938;True
deseasonal;27283.011854247696;RN;etanolhidratado;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;987.2408148649097;0.17414162735199248;36.36363636363637;-4.877663807705587;0.5026085242585248;5056.201825101715;5363.666093767194;5085.316150524914;5090.059451765057;4975.169562351916;4949.46412128844;4735.784087818506;5110.191754200275;4892.628739420679;5614.800246180308;5025.258831933729;4736.490953838633;-4.424027716753549;0.0002690793446722502;8;388;-3.4473167281607155;-2.869018036958473;-2.5707536074503134;True
