train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;MS;etanolhidratado;ARIMA;(2, 1, 1);12;12;11397.989940475267;0.3659144279565998;81.81818181818181;44.90342133782715;91544.74067847033;0.9602265622679945;10470.611052849115;10372.234229801894;10106.872306097157;10035.63202751993;10982.556245739655;10792.38517511705;11205.547304979074;11838.872887153944;10925.929725924861;12777.7569985922;10792.00743782261;9882.578552459412;-5.70132333879904;7.664047940698853e-07;6;390;-3.4472291365835566;-2.8689795375849223;-2.5707330834976987;True
1990-01_2022-02;2022-03_2023-02;MS;etanolhidratado;ARIMA;(2, 1, 1);12;12;2206.073061130035;0.12168671086820164;63.63636363636363;5.28770836869632;34854.80029548468;inf;10986.332950974494;10956.043471386465;10755.43944364002;10651.551454976152;11669.377574501023;11514.341672204699;11880.715114074892;12516.280700699159;11615.859540064215;13474.524969057944;11507.45763214839;10538.520810180637;-4.45309310366682;0.00023879353627792097;8;376;-3.4478619826418817;-2.869257669826291;-2.570881358363513;True
1990-01_2021-02;2021-03_2022-02;MS;etanolhidratado;ARIMA;(2, 1, 1);12;12;6133.449791384073;0.4547923823624989;63.63636363636363;-38.890553391418734;97791.81463491876;3.55797675184721;18160.05029669778;18360.971749452467;18208.646077452635;18200.28296520488;19259.754304032125;19093.470492140852;19385.765025249228;20022.1777300376;19217.41677043772;21066.946910756968;19142.784932561026;18093.126027311773;-4.31626431794196;0.0004162699384404049;8;364;-3.4484434475193777;-2.869513170510808;-2.571017574266393;True
1990-01_2020-02;2020-03_2021-02;MS;etanolhidratado;ARIMA;(2, 1, 1);12;12;4940.14689792731;0.24488036655937892;54.54545454545455;23.59461775668726;97762.58004947331;0.7423500413471181;9610.140456425177;9750.546799400285;9601.244913988396;9574.789742109871;10624.722246489582;10414.208127287653;10699.467227824394;11309.91642771373;10473.649252214185;12298.228133649514;10376.408161511656;9278.329014873934;-4.249837641685447;0.0005419633466060919;8;352;-3.4490648539347544;-2.8697861692116478;-2.5711631253228306;True
1990-01_2019-02;2019-03_2020-02;MS;etanolhidratado;ARIMA;(2, 1, 1);12;12;1231.9225550768847;0.12245396865207146;72.72727272727273;-10.286656246113795;14615.079929182168;0.33961160523501627;9494.602760496698;9391.288298700552;9233.525424988919;9235.979274318568;10288.651452310132;10083.428963439688;10248.77699080453;10815.379385123131;10029.306829292676;11897.854038028985;9985.428114609096;8903.390873033622;-4.121298139427176;0.0008929253568461904;9;339;-3.4497880749874628;-2.870103829170425;-2.571332495975496;True
1990-01_2018-02;2018-03_2019-02;MS;etanolhidratado;ARIMA;(2, 1, 1);12;12;3386.918892559907;0.23395417518413017;72.72727272727273;23.873954656912062;40343.481508524106;0.9875292690262956;8287.464299976917;8222.68734683104;8001.511773752731;7888.3845126033;8924.258511700446;8671.047079591617;8841.630510408057;9423.598726057113;8547.1719996462;10402.286584487316;8488.217952316105;7423.18555203356;-3.8840428977114234;0.002155472088602998;8;328;-3.4504451681828194;-2.870392380216117;-2.571486353732897;True
1990-01_2017-02;2017-03_2018-02;MS;etanolhidratado;ARIMA;(2, 1, 1);12;12;1070.7310776868637;0.10694121589812523;54.54545454545455;4.103680789643146;21126.239690032267;0.20779973503059962;6725.678885307183;6878.631814608837;6747.8419270252925;6756.495067827433;7892.178176108749;7677.061602514648;7888.2305366158425;8556.756098338383;7702.2216861054585;9683.249184216287;7845.972601336474;6826.3969884653725;-4.046591121303506;0.0011852648211353569;9;315;-3.451281394993741;-2.8707595072926293;-2.571682118921643;True
1990-01_2016-02;2016-03_2017-02;MS;etanolhidratado;ARIMA;(2, 1, 1);12;12;5031.1228381745095;0.5719088022371933;45.45454545454545;-54.18166658648094;120088.89375481669;1.5031666170508728;12877.510049041095;12772.773204337673;12851.291011396364;12887.50997338545;14073.844848470775;13855.13280562671;13975.328819837614;14605.866889440495;13973.609627276095;15950.854810599893;14162.543214520958;13222.047043596483;-5.763905592789229;5.589952572155966e-07;1;311;-3.451552879535732;-2.8708786756338407;-2.571745666091128;True
1990-01_2015-02;2015-03_2016-02;MS;etanolhidratado;ARIMA;(2, 1, 1);12;12;3241.22126714921;0.1635197880477661;90.9090909090909;-4.518940025992581;12989.141878909473;0.40819592545620464;18591.019887566974;18626.510875022712;18361.00542710998;18340.649890834902;19397.595190700096;19056.21338217196;19275.67221809504;19832.595000069537;19150.0592259241;21012.103528325002;19220.928315413817;18220.25928514172;-5.69252165915488;8.010377032186308e-07;1;299;-3.4524113009049935;-2.8712554127251764;-2.571946570731871;True
1990-01_2014-02;2014-03_2015-02;MS;etanolhidratado;ARIMA;(2, 1, 1);12;12;3583.8343563068797;0.19879482912768867;72.72727272727273;5.739280104397483;42633.913786871235;0.7703886987744599;13356.662011061908;13090.211099922843;12737.213146387847;12562.17365330793;13476.026389694642;13009.895600092854;13068.409438443176;13496.874759001292;12728.443189162299;14417.748622949706;12588.4727379768;11544.882468001231;-5.659020461683058;9.473911233644724e-07;1;287;-3.453342167806272;-2.871663828287282;-2.572164381381345;True
1990-01_2013-02;2013-03_2014-02;MS;etanolhidratado;ARIMA;(2, 1, 1);12;12;3174.623978195272;0.17678641883502577;72.72727272727273;19.702632652956595;37735.63054068521;0.8359795565291436;9306.60036676821;9552.839627149231;9066.227872895273;8976.12973371068;9867.835346977523;9406.85121918645;9440.007777053603;9854.466625682346;9065.046446970719;10749.253539129915;8894.041311074136;7752.229390146341;-5.738009432305093;6.37146454874597e-07;1;275;-3.454355055831705;-2.8721080938842976;-2.572401325619835;True
1990-01_2012-02;2012-03_2013-02;MS;etanolhidratado;ARIMA;(2, 1, 1);12;12;1425.2093034203804;0.10972340918504375;63.63636363636363;9.363510482071597;22510.66830294553;0.24245794833573098;6657.235477268363;6792.585888268244;6779.564645872346;6805.116920826625;7856.575255182373;7508.598291223287;7639.666860302395;8135.155037266432;7388.933568974955;9176.016555656619;7337.359401591993;6198.568066432363;-5.724018031096235;6.837129660739295e-07;1;263;-3.4554613060274972;-2.8725931472675046;-2.5726600403359887;True
1990-01_2011-02;2011-03_2012-02;MS;etanolhidratado;ARIMA;(2, 1, 1);12;12;5975.167264181268;0.7920577107270313;72.72727272727273;-76.21010235074847;72622.02645144478;1.3321731104261583;13306.10432635386;13086.527035336641;13104.808978722393;13027.329968503338;14168.485953329888;13770.759112131107;13817.409632681476;14345.008717547078;13569.831313260729;15279.335143631048;13490.227314545153;12429.538959263697;-5.5843064269228275;1.374034725428419e-06;1;251;-3.4566744514553016;-2.8731248767783426;-2.5729436702592023;True
1990-01_2010-02;2010-03_2011-02;MS;etanolhidratado;ARIMA;(2, 1, 1);12;12;2613.006297489948;0.15892446314898578;90.9090909090909;14.089716576873995;10466.48775675704;0.6075517732924967;10786.35430702467;10907.144864674772;11582.011882291466;11790.3816885796;13164.948130023757;13007.094825343;13139.817911815744;13715.431323179595;13141.715107488299;14819.41550313624;13362.7590582931;12435.405660114402;-4.188665702795917;0.0006886212347337075;2;238;-3.458128284586202;-2.873761835239286;-2.5732834559706235;True
1990-01_2009-02;2009-03_2010-02;MS;etanolhidratado;ARIMA;(2, 1, 1);12;12;3626.0571618993204;0.24304745311619555;81.81818181818181;12.38609343630421;28931.325835774445;0.7642999326140145;15113.199903093542;14545.108398714208;14099.6090582324;13769.907721219397;14541.03630717334;14064.160446316531;13961.767011657696;14331.104474275518;13697.863557254714;15159.502665853735;13713.758294169176;12820.317749639913;-4.314633331070025;0.0004189952430240322;2;226;-3.4596204846395824;-2.8744153028455948;-2.5736320761218576;True
1990-01_2008-02;2008-03_2009-02;MS;etanolhidratado;ARIMA;(2, 1, 1);12;12;5486.3089212529385;0.32536856835718336;72.72727272727273;34.084755614022924;65567.02282450585;1.2830049057185662;10499.775631419423;10175.785349074758;9550.043820689698;9338.508458835267;10009.381339755044;9559.392295188973;9433.171390171008;9725.904758570967;9152.304630004835;10619.335887591547;9212.88304286777;8338.831753530754;-4.604559816538736;0.00012669288454850738;2;214;-3.4612821203214907;-2.875142613826617;-2.574020122281422;True
1990-01_2007-02;2007-03_2008-02;MS;etanolhidratado;ARIMA;(2, 1, 1);12;12;4269.206770942059;0.3458246332038279;63.63636363636363;38.109619914072226;67867.31696970658;1.1377529219538178;6197.950365566771;5996.723405160107;5656.9986398789615;5563.136194591431;6339.701687706158;5931.991139836333;5853.859652995757;6229.087330086663;5669.623885155855;7151.821766908603;5740.570295872811;4916.638140583237;-4.951890975445669;2.760945673179319e-05;2;202;-3.4631437906252636;-2.8759570379821047;-2.574454682874228;True
1990-01_2006-02;2006-03_2007-02;MS;etanolhidratado;ARIMA;(2, 1, 1);12;12;989.0472447275563;0.1681953380096162;45.45454545454545;-6.369365754088784;23436.18850016339;0.12869915063377949;5850.128387276027;5734.0643302112485;5612.2102285008295;5555.793713140111;6430.0065269789175;6045.109901813089;5957.793892084473;6399.182989134651;5803.571575919575;7266.976161274603;5889.606283757509;5121.32047998509;-4.692853711682348;8.679285881235103e-05;2;190;-3.4652439354133255;-2.8768752281673717;-2.574944653739612;True
