DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;370257.2300887072;GO;oleodiesel;ARIMA;{'p': 14, 'd': 1, 'q': 14};12;12;25594.578418647514;0.07491175668714392;66.66666666666667;7.669266925744653;267249.9036873119;240659.67338628118;259879.6229977528;275639.24215715757;301320.3325614844;294328.9930710152;300341.21946284367;298003.33685596613;264678.4114744834;239827.45744476857;233323.6660324197;271959.1780602875;-5.119042037869492;1.283426015663961e-05;14;382;-3.4475850438570115;-2.869135963767125;-2.5708164748773332;True
deseasonal;165830.3014673187;GO;oleodiesel;ARIMA;{'p': 14, 'd': 1, 'q': 8};12;12;22885.46014341608;0.06743221086050112;83.33333333333333;6.900125978933075;280529.6666344149;254405.09546073183;266560.19866351754;279492.0627624758;303561.97656718374;294210.06899549294;290620.59953727655;302278.33336745773;270305.9107795898;239894.5199336272;229923.93133109878;262478.8534020759;-4.646884757849603;0.0001057674412970793;14;382;-3.4475850438570115;-2.869135963767125;-2.5708164748773332;True
deseasonal-log;156525.81502447432;GO;oleodiesel;ARIMA;{'p': 11, 'd': 1, 'q': 2};12;12;21606.524057346607;0.06345740027114272;83.33333333333333;6.476945711860485;280181.9871570515;255070.99932254857;265918.7223730548;279527.1287717117;301617.02792960015;300168.59092071565;294838.70451438014;301343.31565500615;271409.34592883167;241281.24708780224;235556.52761328442;262230.59128233447;-4.667596045470543;9.677345175370708e-05;14;382;-3.4475850438570115;-2.869135963767125;-2.5708164748773332;True
deseasonal-diff;251479.26705200778;GO;oleodiesel;ARIMA;{'p': 7, 'd': 1, 'q': 8};12;12;23169.48492782846;0.06593666215883139;75.0;3.240588530096513;280571.6901571452;241816.03065035015;252527.81621102968;276838.6555319996;310790.65786018403;302818.7673403703;296849.18018800375;316355.08413062565;285122.57803288876;261593.74835478747;268631.34495612775;309049.18449842883;-6.700752016531415;3.894946047192339e-09;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
diff;206311.16441161127;GO;oleodiesel;ARIMA;{'p': 11, 'd': 1, 'q': 2};12;12;19014.14617214938;0.0578582109607681;75.0;5.330146553107407;284322.306004193;263787.56337400986;273748.62138996256;283204.39461398014;306816.98142196855;304070.5430033241;303769.7498315982;297991.8136764066;267340.3311438683;238718.36278471551;234739.90228199397;270965.7897144689;-6.140755137708486;7.982172278378285e-08;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
log;331284.1604252934;GO;oleodiesel;ARIMA;{'p': 13, 'd': 1, 'q': 2};12;12;22905.053330383318;0.06827939308577206;66.66666666666667;6.936587781254003;278991.60785012157;254684.21794182452;263116.6358930638;277014.25737594545;302703.4265645326;300386.6048103752;301376.63422772597;295773.276148781;264160.3946866641;234058.2473227311;232099.9582786788;268613.6187748347;-5.284362845952749;5.899168848158776e-06;14;382;-3.4475850438570115;-2.869135963767125;-2.5708164748773332;True
log-diff;694683.3858363167;GO;oleodiesel;ARIMA;{'p': 9, 'd': 1, 'q': 8};12;12;38403.483724703045;0.10813858232703406;58.333333333333336;4.122303115225711;277593.5212673554;250050.83761346492;246885.474574057;262252.0424097056;276575.73534585943;271213.2149786481;287603.85580418375;314215.5946415327;293506.4867177811;270075.3495938088;282956.1292112471;339027.1748363978;-6.082117429815201;1.0859140298096638e-07;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
