DATA;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
median;PE;glp;knn_rf_deepar_svr_catboost_arima;{};12;12;1498.4766309762947;0.024598373401536755;90.9090909090909;1.7876447361054653;0.8068765175034335;44627.280121370364;43262.02545658678;44841.175937170236;45615.32215366229;47048.14150106473;47844.91083206847;46079.88711602021;46368.3287109244;45556.435617761614;47139.84602498145;44505.13206200687;42081.87823381267
mean;PE;glp;knn_rf_deepar_svr_catboost_arima;{};12;12;1509.5245745472528;0.024768368051070067;100.0;1.820785116557314;0.8119287807784448;44435.45867172701;43220.181192080236;44925.564916125426;45694.65472106791;47051.205793400964;47692.268845380764;46516.73568776152;46187.00748603585;45183.28843795647;46867.43561157753;44366.98305483303;42645.68675122823
softdtw_barycenter;PE;glp;knn_rf_deepar_svr_catboost_arima;{};12;12;1531.45793927524;0.025928096445141876;90.9090909090909;1.9892244859446802;0.8475948235884361;44373.72172373015;43187.31641830133;44919.302092951606;45652.06601862263;46778.806413818034;48167.05118254163;46082.65882444934;46293.141311556145;44900.571783400526;47018.795620566685;43840.88681083508;42637.500050638635
DBA_subgradient;PE;glp;knn_rf_deepar_svr_catboost_arima;{};12;12;1515.9244037524772;0.025815886753187925;90.9090909090909;1.9432966009329213;0.843033896716449;44423.157357092095;43250.22643226628;44864.60451436732;45678.355071851685;46831.630435858046;48211.53344129949;46142.438053853766;46298.77478799357;44896.676756700064;46977.44333516652;43869.15860466898;42662.66861989995
DBA;PE;glp;knn_rf_deepar_svr_catboost_arima;{};12;12;1530.689389227427;0.025661029270228352;90.9090909090909;1.9581000833293318;0.8391605184662055;44374.59716689162;43187.81667993111;44919.40854924925;45631.51875943885;46771.8995295971;48170.25744925429;46104.914714063445;46326.608656842;44951.98247162053;47060.35310564539;43888.22907788271;42636.93823341266
EBA_twe;PE;glp;knn_rf_deepar_svr_catboost_arima;{};12;12;1729.7777581659734;0.029391180269643147;81.81818181818181;1.793620920620615;0.9508144163851718;44380.52771425812;44480.42880659092;43976.980130817006;45746.85403818458;47228.19935760659;47684.324177113376;46609.78120334277;46444.79784956675;44842.4306320436;47058.34054085609;43838.85132617546;42645.68675122823
