DATA;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
median;MA;glp;knn_rf_deepar_svr_catboost_arima;{};12;12;1396.9126957673302;0.04061028136816782;63.63636363636363;3.93111992322472;0.8777039497837295;26599.381161684083;26091.411723484685;26190.892560875334;25784.320005938498;25944.127088297144;26379.992403090677;25742.30034215313;25993.58188265584;26101.63749809763;26686.439097033042;26106.645915462796;25351.381824690823
mean;MA;glp;knn_rf_deepar_svr_catboost_arima;{};12;12;1429.9742865732298;0.0419202377208695;63.63636363636363;4.131814502354584;0.905831299254211;26429.497546014332;26032.12761259937;26183.284643939165;25755.244950569424;25964.970474330876;26390.076880154942;25627.927951741596;25783.67675931082;25977.76828988736;26597.71230635565;26167.812316415755;25408.191241006985
softdtw_barycenter;MA;glp;knn_rf_deepar_svr_catboost_arima;{};12;12;1428.294104393751;0.04188920621666525;72.72727272727273;4.291673011172915;0.9047675968097267;26489.68902389794;25645.483280413922;25982.14030476776;25939.120248764197;25877.426203552754;26356.916817660167;25341.76957158752;25761.541256325774;26060.674781194095;26756.02769778446;26155.885424357013;25430.83111911283
DBA_subgradient;MA;glp;knn_rf_deepar_svr_catboost_arima;{};12;12;1440.2967604841122;0.04228629060332759;63.63636363636363;4.3320142444471035;0.9132723082793109;26482.740955697118;25722.651703521522;25973.135929711025;25827.45690574617;25906.545394022796;26372.177641363352;25340.795877804263;25724.160451789157;26038.916980593385;26727.443052830262;26163.288588803385;25386.769033812816
DBA;MA;glp;knn_rf_deepar_svr_catboost_arima;{};12;12;1428.188596513312;0.04225748063785531;72.72727272727273;4.327045919354949;0.9122248893491884;26481.460593590105;25648.664802435254;25971.33851076616;25957.6143022484;25876.475252244796;26368.787840680267;25337.243171347203;25697.35615470578;25992.1534566105;26717.888200803816;26198.65764313794;25434.628340445823
EBA_twe;MA;glp;knn_rf_deepar_svr_catboost_arima;{};12;12;1456.028561631923;0.043310812673818394;54.54545454545455;3.7491071167904693;0.9333424788756266;26142.160246637937;26532.27417393077;26275.610171939355;26387.618059321136;26038.836588307302;26407.66144368286;26027.80831540266;25745.8039306286;25826.658099256325;26735.547001159986;26037.754245502423;25407.338490932052
