DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
log;201495.1516027703;MA;gasolinac;xgb;{'learning_rate': 0.2, 'n_estimators': 50, 'subsample': 0.8};12;12;7967.474155949636;0.0702476741536069;45.45454545454545;4.191822264716279;1.0765691430864488;87206.38;84380.45;79056.64;79982.96;79820.12;83040.17;83331.086;89473.875;90898.14;94757.82;95229.266;90831.5
normal;95242.64364202404;MA;gasolinac;xgb;{'learning_rate': 0.2, 'n_estimators': 50, 'subsample': 0.8};12;12;6587.000739468017;0.05842189538518;72.72727272727273;3.4423073169129363;0.895509895686006;88321.016;82675.88;83741.52;80851.766;83967.72;83445.77;86431.45;91466.836;84863.07;94644.625;95221.25;90497.92
