DATA;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
mean;PA;glp;knn_rf_deepar_svr_catboost_arima;{};12;12;1705.8912728799094;0.03968374964741381;81.81818181818181;3.827682339895497;1.0374270396996614;33659.68727560049;32716.899232855067;33285.06385403181;32949.36839376173;32556.459410404004;32945.66966055117;32098.961714728193;32593.38845573405;32643.015050249207;33994.284864272944;32298.04138825662;30357.43693104103
