DATA;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
rf;MS;oleodiesel;knn_rf_deepar_svr_catboost_arima;{};12;12;18930.4323648912;0.12582442455510878;72.72727272727273;12.009439933265668;0.4590091709002251;113625.77580200414;96510.70241178357;88103.66881440415;96528.57572603346;116935.24190127772;131650.94203028624;129921.2298528477;116146.27476915458;104523.23960408436;91161.77662582237;93325.8700724246;99130.03943243202
svr;MS;oleodiesel;knn_rf_deepar_svr_catboost_arima;{};12;12;20051.34865924417;0.12941859608651818;72.72727272727273;12.879283821783321;0.46477511859053217;116571.22964096331;101495.74340761527;78177.80825134768;100972.47345121032;118392.88984441623;148269.82891699634;113311.94729520357;113989.12105469222;102453.22992120768;87775.17030450655;85110.45112339167;98413.89970629501
ridge;MS;oleodiesel;knn_rf_deepar_svr_catboost_arima;{};12;12;19732.195126199196;0.12800473416931016;63.63636363636363;12.925130200727498;0.4573321556519634;116880.04869380129;101697.19558655957;78169.61832020927;100162.95083386649;118954.56291926309;144728.03734571964;115424.79290698374;114636.60604027876;102484.52662764922;86512.43906112018;84631.95562566587;99985.4005857533
linear;MS;oleodiesel;knn_rf_deepar_svr_catboost_arima;{};12;12;19734.20081181404;0.1280176406811003;63.63636363636363;12.925234324295396;0.4573505751209739;116883.09759729884;101702.86449980363;78143.76487174764;100179.07426709152;118953.05016109784;144756.9453492722;115387.6906644629;114651.28852628906;102482.73855303548;86507.68897257639;84618.56276078807;99999.85651972279
