DATA;MCPM;UF;PRODUCT;MODEL;SAVED MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;923178.9517111881;SP;oleodiesel;ARIMA;./pickle_arima_rolling/oleodiesel/normal/SP_normal.pkl;{'p': 11, 'd': 1, 'q': 4};12;12;85046.61959176332;0.06847142862065177;75.0;6.343334162021186;1030853.7672059442;1057451.5253390637;1133473.261965868;1106335.506860036;1161147.943192501;1183053.3525020506;1136024.4303423536;1140498.6414953398;1063205.7496432909;984995.4537726342;902146.8856395452;922258.75795112;-4.820575875509397;4.966539518614435e-05;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
deseasonal;967682.6733425896;SP;oleodiesel;ARIMA;./pickle_arima_rolling/oleodiesel/deseasonal/SP_deseasonal.pkl;{'p': 7, 'd': 1, 'q': 13};12;12;89135.40055966895;0.07158327851979653;75.0;7.254844711437733;1045848.6163738386;999093.1252626684;1079317.80825136;1086068.628152347;1119187.8629841069;1187925.6696491295;1133066.6369992965;1150806.410483105;1092895.8778401455;982520.5816775527;906478.1344138772;913451.6116413123;-5.696108198956809;7.867446933920195e-07;9;387;-3.447360865754795;-2.8690374364690445;-2.5707639493486636;True
deseasonal-log;1322505.6380892994;SP;oleodiesel;ARIMA;./pickle_arima_rolling/oleodiesel/deseasonal_log/SP_deseasonal_log.pkl;{'p': 7, 'd': 1, 'q': 9};12;12;91426.33836953169;0.0727242092723179;66.66666666666667;7.386422588740865;1036543.9637841813;1002646.8548006917;1077712.9878920915;1084396.0412378518;1125616.960996594;1188174.547927184;1126360.742052112;1149368.6121766258;1080044.1401554348;981531.8981173751;915547.6339232427;910703.7831963423;-5.770442841051713;5.407978034138087e-07;9;387;-3.447360865754795;-2.8690374364690445;-2.5707639493486636;True
deseasonal-diff;1255557.9611048752;SP;oleodiesel;ARIMA;./pickle_arima_rolling/oleodiesel/deseasonal_diff/SP_deseasonal_diff.pkl;{'p': 14, 'd': 1, 'q': 5};12;12;86811.13290464978;0.06773577417352943;66.66666666666667;6.8745391101996445;1048832.1969876229;1015048.7873814752;1087975.3301514406;1097282.704025282;1139971.5752198442;1189942.246961033;1124756.2555924668;1161647.9994393936;1081523.3360365776;980451.753087614;915675.8953788067;905616.101933997;-8.18230124017551;8.070165554041487e-13;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
diff;589832.3732006965;SP;oleodiesel;ARIMA;./pickle_arima_rolling/oleodiesel/diff/SP_diff.pkl;{'p': 14, 'd': 1, 'q': 2};12;12;81417.36313771101;0.06389792441842332;83.33333333333333;5.942627205977389;1021599.822706901;1050843.7864190016;1132821.024501028;1125244.1351930348;1183853.003541503;1203237.655422233;1152050.2621066475;1138992.9381576933;1069968.892328912;979762.487750696;901910.0123351708;916017.3862158752;-7.136209224744106;3.4158504470145543e-10;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
log;626863.8892806512;SP;oleodiesel;ARIMA;./pickle_arima_rolling/oleodiesel/log/SP_log.pkl;{'p': 12, 'd': 1, 'q': 4};12;12;86493.5544257338;0.07075349455325157;83.33333333333333;6.452566723587598;1030947.7433434683;1063240.6906462207;1130519.289861691;1107040.495233097;1163808.2820060845;1186109.994794455;1137001.9028878463;1134904.916577263;1067627.8753084952;981608.0201684001;889668.4040478282;914013.9009587702;-4.821407807170685;4.9483057024661876e-05;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
log-diff;919683.26342359;SP;oleodiesel;ARIMA;./pickle_arima_rolling/oleodiesel/log_diff/SP_log_diff.pkl;{'p': 12, 'd': 1, 'q': 8};12;12;84723.44494330914;0.06880828607988428;75.0;6.533639944643562;1034174.3448842353;1042959.9183188536;1110337.5705846949;1081708.1570275954;1173637.4516015148;1211156.5231064295;1142290.8601200667;1156408.6445421826;1064145.048508338;985512.168562492;887584.5922627873;905477.444169629;-7.0749202353827245;4.829679421333051e-10;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
