DATA;MCPM;UF;PRODUCT;MODEL;SAVED MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;349479.17300527124;PA;oleodiesel;ARIMA;./pickle_arima_rolling/oleodiesel/normal/PA_normal.pkl;{'p': 5, 'd': 1, 'q': 5};12;12;16124.095508029153;0.05458129273124964;50.0;4.781578860963403;222895.9919877515;227923.10376709874;239751.1316134323;242963.85813791028;253670.16333063768;252988.00332419618;253198.1683645948;245938.70296549978;236602.6286050528;229609.64710733257;221213.2963209702;221089.6408185608;-5.283442635417514;5.925057813723986e-06;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
deseasonal;271158.92410914245;PA;oleodiesel;ARIMA;./pickle_arima_rolling/oleodiesel/deseasonal/PA_deseasonal.pkl;{'p': 7, 'd': 1, 'q': 8};12;12;18753.468865082108;0.05850290340276099;66.66666666666667;5.968860545901116;222887.33782082156;215628.2250764782;226985.09802649284;232159.80729757238;243195.20734597126;253312.94550400155;246533.1725528882;249842.49924127432;246745.8408172156;235300.57421664766;223885.94912159615;215857.81283146987;-7.083849382569664;4.592348990144031e-10;3;393;-3.447099431978147;-2.8689225261604263;-2.57070269105012;True
deseasonal-log;181351.3551295868;PA;oleodiesel;ARIMA;./pickle_arima_rolling/oleodiesel/deseasonal_log/PA_deseasonal_log.pkl;{'p': 12, 'd': 1, 'q': 2};12;12;16715.802402667665;0.05483337770258561;75.0;4.871206774769875;223710.9572781233;222439.03718849493;230950.57393686657;237923.5225684357;250843.57309735296;253469.5160105632;250258.84389974418;250000.9441014801;245618.1770074933;237066.88551069685;226844.79522737573;216036.87011449432;-7.16860770525758;2.8430615492355167e-10;3;393;-3.447099431978147;-2.8689225261604263;-2.57070269105012;True
deseasonal-diff;356805.5193482991;PA;oleodiesel;ARIMA;./pickle_arima_rolling/oleodiesel/deseasonal_diff/PA_deseasonal_diff.pkl;{'p': 3, 'd': 1, 'q': 3};12;12;19745.950430268334;0.06363151134655225;58.333333333333336;6.0892086771828815;218799.80728523465;220392.72610697144;225391.4603064574;234181.0170052923;243496.72204617396;251011.20524038805;243068.97148577872;250052.72045066385;243695.5494449429;236429.16264147972;224811.4347920524;217404.25566964268;-9.734799096132102;8.808462939790374e-17;9;387;-3.447360865754795;-2.8690374364690445;-2.5707639493486636;True
diff;232061.66012792577;PA;oleodiesel;ARIMA;./pickle_arima_rolling/oleodiesel/diff/PA_diff.pkl;{'p': 13, 'd': 1, 'q': 13};12;12;16051.453434894578;0.05439922559040292;66.66666666666667;4.752674776205849;225607.66996715954;228006.07078280678;239943.0175580931;244167.0491607081;256653.35225481703;254126.51309821854;249881.84680959382;243710.4644199108;237555.45341936187;229118.4787655505;218391.07337350867;221547.82582348186;-7.996199228662174;2.4006025531726225e-12;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
log;155657.76485859053;PA;oleodiesel;ARIMA;./pickle_arima_rolling/oleodiesel/log/PA_log.pkl;{'p': 14, 'd': 1, 'q': 2};12;12;14351.478229115446;0.04794317713838786;75.0;4.225818245437585;223175.82340958162;226012.18254966429;239693.97300416557;243237.57002349847;257936.79468640446;258121.29368907763;255930.7603291342;245917.50970263872;239339.9439914081;230333.37529143874;220625.51017682013;224141.59030101149;-5.308194336398736;5.265653382937455e-06;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
log-diff;179060.06269243456;PA;oleodiesel;ARIMA;./pickle_arima_rolling/oleodiesel/log_diff/PA_log_diff.pkl;{'p': 12, 'd': 1, 'q': 2};12;12;12390.880629089173;0.039611945260239784;66.66666666666667;3.2430170019218627;223687.39707422536;227583.42129614006;242088.72793391303;243228.56933183083;261157.35439139477;260657.57530463292;260555.68441056123;249970.50608496368;241485.83687358102;233687.344930665;222240.77862039398;227517.28511783024;-8.164963164089354;8.934331060035e-13;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
