serie,Random Forest (CWT),Mediana,FFORMA,ADE,CREST
ETTH1_0,0.3349263881959428,0.4890971277446962,0.5290163281951377,0.6071409225052739,0.3994145736343978
ETTH1_1,0.1569403365573428,0.1893175896737094,0.1895095058217103,0.3020296430254104,0.1711124725952751
ETTH1_2,0.3807690257340031,0.472471754660086,0.547629310949508,0.6516322002653793,0.3893551905551737
ETTH1_3,0.1707348977260248,0.2065876051248178,0.2048028786039235,0.3975590211677839,0.1965084013290631
ETTH1_4,0.1857685744659817,0.1983942219400876,0.2097582746910775,0.2212065406562238,0.196978546083469
ETTH1_5,0.1535278159839894,0.1770002037648753,0.2022731801723149,0.2620151991176438,0.1557093428605387
ETTH1_6,0.0846486444424188,0.0885297876235391,0.2173919117840506,0.3240758607836314,0.0839247257022968
