serie,Random Forest (DWT),Mediana,FFORMA,ADE,CREST
ETTM1_0,1.1401153955137504,1.5210489342155011,1.3032259313846477,1.349201027053848,1.175327602435602
ETTM1_1,0.1461815445225666,0.1983102981758364,0.1966410875757009,0.180779174639005,0.2740352869558535
ETTM1_2,1.2591116004900416,1.3991326394247052,0.8927721776472358,0.9655551267362392,0.8916200054089893
ETTM1_3,0.1355675633893719,0.2424600130456971,0.2819680522111371,0.254584375893388,0.3920977600102997
ETTM1_4,0.0637509622840303,0.2473705424524314,0.2003783403185543,0.2048533986043377,0.2504699164931411
ETTM1_5,0.0444501293770346,0.1444046084027589,0.1170198712722701,0.1165723231674354,0.1756831010088567
ETTM1_6,0.0471669757234604,0.0571580565114975,0.0849808523585329,0.129015431476923,0.0566491496264137
