serie,CatBoost (Original + FT),Média,FFORMA,ADE,CREST
NN5_WEEKLY_DATASET_75,0.0939081132040298,0.0936793829681823,0.0929313669013506,0.0921827329908733,0.1394058571003081
NN5_WEEKLY_DATASET_76,0.0830631481078144,0.0797481360286775,0.0803300623038101,0.0790299578509127,0.0828254400456803
NN5_WEEKLY_DATASET_77,0.0990506239251373,0.0896677259929553,0.0892346666682824,0.0865867741388936,0.0880029044917556
NN5_WEEKLY_DATASET_78,0.0839543113835665,0.0945271567520211,0.0938252164345292,0.1007499368784636,0.1013983632237754
NN5_WEEKLY_DATASET_79,0.1206612678333042,0.1231905242393228,0.1227836446758156,0.1317392344909683,0.1177199993854139
NN5_WEEKLY_DATASET_80,0.1278121003626021,0.1334991752197453,0.1349692170060733,0.1518726259225741,0.1695026397182066
NN5_WEEKLY_DATASET_81,0.1083396805905383,0.1168168378411304,0.1159093687689612,0.1093517461697273,0.1068744715067026
NN5_WEEKLY_DATASET_82,0.1429557757018955,0.1470405977742056,0.1459361979803303,0.1284971031815141,0.124532462613868
NN5_WEEKLY_DATASET_83,0.1163968272177286,0.120690719981486,0.1201050772431557,0.1187178023568742,0.120690719981486
NN5_WEEKLY_DATASET_84,0.1205851137551027,0.1352335515758491,0.1354843889249909,0.1366024020146896,0.1449238025135944
NN5_WEEKLY_DATASET_85,0.0857994729724736,0.08716284719677,0.0869243406182106,0.0858555528349755,0.0884773351443604
NN5_WEEKLY_DATASET_86,0.1093029335503845,0.0944003960112437,0.0937850183000564,0.1008133413285382,0.093899691179583
NN5_WEEKLY_DATASET_87,0.3854503515451947,0.4152652262022344,0.4167344050626471,0.3932407958177707,0.4162854404208253
NN5_WEEKLY_DATASET_88,0.2388644351432184,0.382607756297759,0.3846549476621591,0.3595973909911342,0.3900474274659083
NN5_WEEKLY_DATASET_89,0.1360638491136167,0.1087612907766999,0.1091738321120446,0.1109683718401081,0.1015817168437016
NN5_WEEKLY_DATASET_90,0.1051605234958742,0.0904335259249815,0.0900048336973827,0.0940297048050629,0.1000415122373571
NN5_WEEKLY_DATASET_91,0.2483305435383634,0.216360364392907,0.216811554125535,0.2178909651014403,0.172364031661463
NN5_WEEKLY_DATASET_92,0.10247750980464,0.1282623749566123,0.1277566601864117,0.0996242212769364,0.1193359669284909
NN5_WEEKLY_DATASET_93,0.125156586555112,0.1256279385818277,0.1255058288820897,0.1264572125214398,0.1242757617544717
NN5_WEEKLY_DATASET_94,0.2303987135335657,0.1620627611537166,0.1629189126666472,0.149120752380493,0.0900531795747702
NN5_WEEKLY_DATASET_95,0.0706765788789135,0.0491602299679383,0.0481139175125874,0.0480942579294159,0.0536804482506299
NN5_WEEKLY_DATASET_96,0.2230422553242454,0.1208240444070421,0.1198046175061409,0.1217038514777473,0.1108648626280313
NN5_WEEKLY_DATASET_97,0.1700987741880297,0.1443398615590199,0.1439197734326228,0.1412852311089841,0.1184390176107953
NN5_WEEKLY_DATASET_98,0.115597985887084,0.1332307789340449,0.1317914770411486,0.1201860829335239,0.1473485317322368
NN5_WEEKLY_DATASET_99,0.0798387405312948,0.0704943951506205,0.0694150875120276,0.0753114749718149,0.0673625736928716
NN5_WEEKLY_DATASET_100,0.1310024958255727,0.1115975900612047,0.1116918428582808,0.1072668803614783,0.1093294009282852
NN5_WEEKLY_DATASET_101,0.1023786081541571,0.0988938544818325,0.0988075489604682,0.0971317092027513,0.0915316691914343
NN5_WEEKLY_DATASET_102,0.3158236186406548,0.189049214566017,0.1875707855048418,0.1935323723443645,0.1511184275779043
NN5_WEEKLY_DATASET_103,0.0798232116701259,0.0967793637462616,0.0959260504549808,0.0918651462152539,0.0967793637462616
NN5_WEEKLY_DATASET_104,0.0460141280365467,0.0405047152818986,0.0400912031662702,0.0449174297872566,0.0413551812123492
NN5_WEEKLY_DATASET_105,0.0657323183300111,0.0535278385309288,0.0533838174937507,0.052721602709302,0.0585413752682848
NN5_WEEKLY_DATASET_106,0.1636867941891953,0.1518608424886435,0.1512517639663684,0.1523220028883145,0.1564063038065889
NN5_WEEKLY_DATASET_107,0.1709640639742244,0.1301343417941877,0.130345641685825,0.1371745594220208,0.1050394583576927
NN5_WEEKLY_DATASET_108,0.073110817743011,0.0835232851595278,0.0827584456635039,0.0863178213565987,0.0835232851595278
NN5_WEEKLY_DATASET_109,0.4223643565812202,0.3508965612845969,0.3506612357003452,0.3607106728750199,0.3898250818001985
NN5_WEEKLY_DATASET_110,0.0834084777869673,0.0970662863070446,0.0963758827717967,0.1049736803595813,0.1008844984740624
