serie,Random Forest (DWT),Mediana,FFORMA,ADE,CREST
ANP_MONTHLY_0,0.1802026775175302,0.3757924839550714,0.3144814218316754,0.3101950051135582,0.3377401935342505
ANP_MONTHLY_1,0.0700547122495142,0.0936574744102735,0.1096459374540972,0.1037873424195655,0.1566219068398975
ANP_MONTHLY_2,0.0618409432295756,0.0487253056436421,0.0434709529262004,0.0443742261927294,0.0298165239566226
ANP_MONTHLY_3,0.2938469246119614,0.3023369308714932,0.3206682101668563,0.3047751540131569,0.326974042513407
ANP_MONTHLY_4,0.0394237619314612,0.0472509152449401,0.0505276765122073,0.0503608519261009,0.0554574084768099
ANP_MONTHLY_5,0.5717745244367097,0.2077029886866983,0.1923997197692864,0.193119764510762,0.2077029886866983
ANP_MONTHLY_6,0.4365361088612234,0.4601415519057947,0.482432119245433,0.459718382065428,0.5165176940007322
ANP_MONTHLY_7,0.219775091611001,0.174381710467311,0.1755839589323636,0.1747108466692892,0.179748381609737
ANP_MONTHLY_8,0.3874457126960823,0.5178248187637454,0.4951220676284548,0.4476384870399312,0.5178248187637454
ANP_MONTHLY_9,0.0776260410712859,0.0522515901237967,0.0457546967574588,0.0498496040556193,0.0310589985168487
ANP_MONTHLY_10,0.2499590419464453,0.280497680566679,0.2717480959100071,0.2777659585324059,0.2671263303046235
ANP_MONTHLY_11,0.43583450706232,0.6710819544405582,0.6519287046170542,0.6329132895936584,0.6751496520874638
ANP_MONTHLY_12,0.9691925567050896,1.1712945889793904,1.2006045703932045,1.2422053426458022,1.1712945889793904
ANP_MONTHLY_13,0.4018282141875794,0.2197569727162139,0.2117128172759915,0.2226574457578302,0.2183511315785136
ANP_MONTHLY_14,0.0440654128134002,0.0457016158367836,0.045777614032634,0.0464380804863084,0.0465690166555747
ANP_MONTHLY_15,0.0509566569175425,0.0489383755634974,0.049023042658958,0.0504127903223937,0.0469149284201095
ANP_MONTHLY_16,0.0971365883998431,0.1977817243241898,0.1810186172737074,0.1870496370296615,0.1765543922163827
ANP_MONTHLY_17,0.1678104998555937,0.1423669449235145,0.1270092717284631,0.1387148597860504,0.1498310309282669
ANP_MONTHLY_18,1.7903247213464015,1.431235658678295,1.402927422203006,1.3802702683463204,1.431235658678295
ANP_MONTHLY_19,0.2390061591888136,0.2120664451713738,0.2174280536478333,0.2111579155538016,0.2210951377376384
ANP_MONTHLY_20,0.0352756119392997,0.1007808893884281,0.0871775609719118,0.0801793976157324,0.121520810155854
ANP_MONTHLY_21,0.0561323878792717,0.0361142169133127,0.0307180607292147,0.0350281946028068,0.032215943187125
ANP_MONTHLY_22,0.2809288257068436,0.2916927503203309,0.29115347614207,0.2896601264465647,0.2921382896545347
ANP_MONTHLY_23,0.2770833307132517,0.2826587837397311,0.2911537119995364,0.2894869801473825,0.2673788974563772
ANP_MONTHLY_24,0.0482038397027778,0.0450462122139628,0.0433759591527602,0.0431799405604367,0.0428679450718548
ANP_MONTHLY_25,0.1621525717622851,0.1657169676184906,0.1648049274924119,0.1633850846803974,0.1674094247189606
ANP_MONTHLY_26,0.3840344563941453,0.4222683999702745,0.4269563098853808,0.4688207466110376,0.4794282275828871
ANP_MONTHLY_27,0.3001417144463547,0.3543383567819758,0.3673781610014373,0.3712709364966144,0.3691443221050546
ANP_MONTHLY_28,0.0362755216298412,0.0416895292876361,0.0453545811087907,0.0447011722311936,0.0456831834026362
ANP_MONTHLY_29,0.2968974222936968,0.3400567512302257,0.3509213584307519,0.3621918416317477,0.3678648645571453
ANP_MONTHLY_30,0.1459048567535761,0.1502866395880127,0.1434407095154775,0.1467827178878419,0.1437559899662447
ANP_MONTHLY_31,0.4730564714488603,0.4696890809255739,0.4680770188178253,0.4737884145363993,0.4561794087374786
ANP_MONTHLY_32,1.320449035550481,1.2823397286590328,1.2554788157934726,1.2770681005086078,1.254101462494822
ANP_MONTHLY_33,0.0651192623251022,0.06783322811093,0.064663017005928,0.0655342841603902,0.0600462294187218
ANP_MONTHLY_34,0.0455864955178304,0.051396150687193,0.0536729321603187,0.0526922452256499,0.0573018027561008
ANP_MONTHLY_35,0.210452256311452,0.2042345014019436,0.1968573583964361,0.2043095385176688,0.2042345014019436
ANP_MONTHLY_36,0.0826296877150004,0.1002917836724742,0.0997460087072173,0.1030551655673095,0.1109310111752316
ANP_MONTHLY_37,0.1719704285159902,0.2101739934830474,0.1801987227285244,0.2251841336101539,0.2101739934830474
ANP_MONTHLY_38,0.1250292214715324,0.4898538234691603,0.418032939275126,0.4132063801920273,0.7529569876033643
ANP_MONTHLY_39,0.050551063245265,0.0388394931588156,0.0358900572679085,0.0343176945468917,0.0388394931588156
ANP_MONTHLY_40,0.0582610467704117,0.0456867050925366,0.0402773523793306,0.0428624283786376,0.0361990250356333
ANP_MONTHLY_41,0.1628938678512786,0.1837552441065596,0.1798019651785705,0.1823343370684189,0.173927841676798
ANP_MONTHLY_42,0.3151796464170993,0.2823615922594311,0.2801073173006317,0.3015554071349931,0.2940127342495084
ANP_MONTHLY_43,0.0877794351842034,0.0901549553181204,0.0861621060853465,0.0891159889199652,0.0857148706350315
ANP_MONTHLY_44,0.5882843039974271,0.5970630156982383,0.5970603683186444,0.6004193006476922,0.6029122444847074
ANP_MONTHLY_45,0.2106942364380927,0.2387981157218938,0.2293253175267314,0.230406404392848,0.2732091610869067
ANP_MONTHLY_46,0.1409889703919704,0.168292888704804,0.1923023888111482,0.1851729558587316,0.2200681230838411
ANP_MONTHLY_47,0.120515363787016,0.1299274968359292,0.129594624970579,0.1301648062240578,0.1329686523130932
ANP_MONTHLY_48,0.3074905529139116,0.3250491017010393,0.3278308031910941,0.3253686154166532,0.32839075011003
ANP_MONTHLY_49,0.2023959755679055,0.2584473764066404,0.2647514920044245,0.2482939671527778,0.2764439133958755
ANP_MONTHLY_50,0.1076456613878918,0.0972659786707125,0.09407448995941,0.0946879978782113,0.1062770615000665
ANP_MONTHLY_51,0.2225508885136512,0.1688564361005062,0.162429336454685,0.1628550241840122,0.1738144346630277
ANP_MONTHLY_52,0.132031638473824,0.1322955696053352,0.1337997034040569,0.1300873125480323,0.1344333878065148
ANP_MONTHLY_53,0.0843260243126933,0.07694767533106,0.0722525047686667,0.0723704667609854,0.0630367210057969
