serie,Random Forest (DWT),Mediana,FFORMA,ADE,CREST
ANP_MONTHLY_37,63.63636363636363,54.54545454545455,63.63636363636363,54.54545454545455,54.54545454545455
ANP_MONTHLY_38,54.54545454545455,63.63636363636363,36.36363636363637,27.272727272727277,54.54545454545455
ANP_MONTHLY_39,63.63636363636363,81.81818181818181,81.81818181818181,81.81818181818181,81.81818181818181
ANP_MONTHLY_40,54.54545454545455,72.72727272727273,81.81818181818181,72.72727272727273,81.81818181818181
ANP_MONTHLY_41,63.63636363636363,72.72727272727273,63.63636363636363,63.63636363636363,63.63636363636363
ANP_MONTHLY_42,54.54545454545455,63.63636363636363,72.72727272727273,63.63636363636363,63.63636363636363
ANP_MONTHLY_43,81.81818181818181,63.63636363636363,81.81818181818181,81.81818181818181,81.81818181818181
ANP_MONTHLY_44,72.72727272727273,72.72727272727273,81.81818181818181,81.81818181818181,81.81818181818181
ANP_MONTHLY_45,36.36363636363637,54.54545454545455,63.63636363636363,54.54545454545455,36.36363636363637
ANP_MONTHLY_46,54.54545454545455,54.54545454545455,63.63636363636363,54.54545454545455,81.81818181818181
ANP_MONTHLY_47,90.9090909090909,72.72727272727273,81.81818181818181,63.63636363636363,90.9090909090909
ANP_MONTHLY_48,45.45454545454545,45.45454545454545,54.54545454545455,54.54545454545455,54.54545454545455
ANP_MONTHLY_49,36.36363636363637,36.36363636363637,63.63636363636363,45.45454545454545,63.63636363636363
ANP_MONTHLY_50,63.63636363636363,63.63636363636363,63.63636363636363,54.54545454545455,45.45454545454545
ANP_MONTHLY_51,63.63636363636363,45.45454545454545,63.63636363636363,63.63636363636363,54.54545454545455
ANP_MONTHLY_52,72.72727272727273,72.72727272727273,72.72727272727273,72.72727272727273,63.63636363636363
ANP_MONTHLY_53,72.72727272727273,81.81818181818181,63.63636363636363,72.72727272727273,81.81818181818181
ANP_MONTHLY_54,27.272727272727277,18.181818181818183,18.181818181818183,27.272727272727277,36.36363636363637
ANP_MONTHLY_55,45.45454545454545,90.9090909090909,63.63636363636363,63.63636363636363,63.63636363636363
ANP_MONTHLY_56,36.36363636363637,36.36363636363637,45.45454545454545,54.54545454545455,45.45454545454545
ANP_MONTHLY_57,36.36363636363637,63.63636363636363,45.45454545454545,45.45454545454545,63.63636363636363
ANP_MONTHLY_58,54.54545454545455,81.81818181818181,63.63636363636363,54.54545454545455,54.54545454545455
ANP_MONTHLY_59,45.45454545454545,54.54545454545455,45.45454545454545,45.45454545454545,54.54545454545455
ANP_MONTHLY_60,81.81818181818181,81.81818181818181,81.81818181818181,81.81818181818181,81.81818181818181
ANP_MONTHLY_61,54.54545454545455,45.45454545454545,54.54545454545455,54.54545454545455,63.63636363636363
ANP_MONTHLY_62,72.72727272727273,45.45454545454545,90.9090909090909,72.72727272727273,90.9090909090909
ANP_MONTHLY_63,36.36363636363637,45.45454545454545,27.272727272727277,27.272727272727277,36.36363636363637
ANP_MONTHLY_64,90.9090909090909,63.63636363636363,63.63636363636363,54.54545454545455,63.63636363636363
ANP_MONTHLY_65,72.72727272727273,63.63636363636363,72.72727272727273,72.72727272727273,72.72727272727273
ANP_MONTHLY_66,63.63636363636363,54.54545454545455,63.63636363636363,27.272727272727277,45.45454545454545
ANP_MONTHLY_67,54.54545454545455,45.45454545454545,54.54545454545455,54.54545454545455,81.81818181818181
ANP_MONTHLY_68,90.9090909090909,63.63636363636363,81.81818181818181,72.72727272727273,81.81818181818181
ANP_MONTHLY_69,81.81818181818181,63.63636363636363,54.54545454545455,36.36363636363637,63.63636363636363
ANP_MONTHLY_70,63.63636363636363,63.63636363636363,54.54545454545455,72.72727272727273,63.63636363636363
ANP_MONTHLY_71,45.45454545454545,63.63636363636363,63.63636363636363,72.72727272727273,45.45454545454545
ANP_MONTHLY_72,54.54545454545455,54.54545454545455,45.45454545454545,45.45454545454545,45.45454545454545
ANP_MONTHLY_73,54.54545454545455,81.81818181818181,81.81818181818181,81.81818181818181,81.81818181818181
ANP_MONTHLY_74,72.72727272727273,63.63636363636363,72.72727272727273,63.63636363636363,63.63636363636363
ANP_MONTHLY_75,54.54545454545455,63.63636363636363,63.63636363636363,63.63636363636363,54.54545454545455
ANP_MONTHLY_76,54.54545454545455,45.45454545454545,63.63636363636363,63.63636363636363,45.45454545454545
ANP_MONTHLY_77,27.272727272727277,81.81818181818181,63.63636363636363,54.54545454545455,81.81818181818181
ANP_MONTHLY_78,54.54545454545455,63.63636363636363,54.54545454545455,63.63636363636363,63.63636363636363
ANP_MONTHLY_79,63.63636363636363,45.45454545454545,90.9090909090909,81.81818181818181,81.81818181818181
ANP_MONTHLY_80,72.72727272727273,54.54545454545455,72.72727272727273,45.45454545454545,54.54545454545455
ANP_MONTHLY_81,54.54545454545455,45.45454545454545,81.81818181818181,63.63636363636363,63.63636363636363
ANP_MONTHLY_82,27.272727272727277,27.272727272727277,27.272727272727277,18.181818181818183,36.36363636363637
ANP_MONTHLY_83,63.63636363636363,72.72727272727273,81.81818181818181,63.63636363636363,81.81818181818181
ANP_MONTHLY_84,81.81818181818181,72.72727272727273,72.72727272727273,72.72727272727273,72.72727272727273
ANP_MONTHLY_85,72.72727272727273,63.63636363636363,72.72727272727273,72.72727272727273,63.63636363636363
ANP_MONTHLY_86,54.54545454545455,54.54545454545455,45.45454545454545,36.36363636363637,54.54545454545455
ANP_MONTHLY_87,81.81818181818181,81.81818181818181,90.9090909090909,90.9090909090909,90.9090909090909
ANP_MONTHLY_88,54.54545454545455,90.9090909090909,81.81818181818181,81.81818181818181,72.72727272727273
ANP_MONTHLY_89,36.36363636363637,45.45454545454545,36.36363636363637,27.272727272727277,27.272727272727277
ANP_MONTHLY_90,27.272727272727277,36.36363636363637,45.45454545454545,45.45454545454545,36.36363636363637
ANP_MONTHLY_91,63.63636363636363,63.63636363636363,72.72727272727273,63.63636363636363,72.72727272727273
ANP_MONTHLY_92,45.45454545454545,45.45454545454545,45.45454545454545,36.36363636363637,27.272727272727277
ANP_MONTHLY_93,63.63636363636363,36.36363636363637,45.45454545454545,36.36363636363637,36.36363636363637
ANP_MONTHLY_94,72.72727272727273,54.54545454545455,81.81818181818181,81.81818181818181,81.81818181818181
ANP_MONTHLY_95,81.81818181818181,72.72727272727273,90.9090909090909,81.81818181818181,81.81818181818181
ANP_MONTHLY_96,63.63636363636363,63.63636363636363,72.72727272727273,72.72727272727273,63.63636363636363
ANP_MONTHLY_97,81.81818181818181,72.72727272727273,72.72727272727273,72.72727272727273,72.72727272727273
ANP_MONTHLY_98,54.54545454545455,63.63636363636363,45.45454545454545,54.54545454545455,36.36363636363637
ANP_MONTHLY_99,45.45454545454545,54.54545454545455,63.63636363636363,54.54545454545455,63.63636363636363
ANP_MONTHLY_100,27.272727272727277,36.36363636363637,45.45454545454545,36.36363636363637,54.54545454545455
ANP_MONTHLY_101,18.181818181818183,18.181818181818183,18.181818181818183,36.36363636363637,27.272727272727277
ANP_MONTHLY_102,63.63636363636363,63.63636363636363,54.54545454545455,54.54545454545455,45.45454545454545
ANP_MONTHLY_103,72.72727272727273,81.81818181818181,72.72727272727273,63.63636363636363,81.81818181818181
ANP_MONTHLY_104,27.272727272727277,36.36363636363637,36.36363636363637,36.36363636363637,45.45454545454545
ANP_MONTHLY_105,63.63636363636363,54.54545454545455,54.54545454545455,54.54545454545455,54.54545454545455
ANP_MONTHLY_106,63.63636363636363,63.63636363636363,72.72727272727273,72.72727272727273,72.72727272727273
ANP_MONTHLY_107,63.63636363636363,63.63636363636363,63.63636363636363,63.63636363636363,63.63636363636363
ANP_MONTHLY_108,81.81818181818181,81.81818181818181,81.81818181818181,81.81818181818181,81.81818181818181
ANP_MONTHLY_109,72.72727272727273,72.72727272727273,72.72727272727273,72.72727272727273,72.72727272727273
ANP_MONTHLY_110,63.63636363636363,54.54545454545455,72.72727272727273,81.81818181818181,54.54545454545455
ANP_MONTHLY_111,54.54545454545455,54.54545454545455,54.54545454545455,63.63636363636363,45.45454545454545
ANP_MONTHLY_112,90.9090909090909,90.9090909090909,90.9090909090909,90.9090909090909,90.9090909090909
ANP_MONTHLY_113,63.63636363636363,72.72727272727273,72.72727272727273,63.63636363636363,63.63636363636363
ANP_MONTHLY_114,45.45454545454545,27.272727272727277,36.36363636363637,36.36363636363637,36.36363636363637
ANP_MONTHLY_115,36.36363636363637,45.45454545454545,54.54545454545455,45.45454545454545,45.45454545454545
ANP_MONTHLY_116,72.72727272727273,72.72727272727273,72.72727272727273,72.72727272727273,72.72727272727273
ANP_MONTHLY_117,54.54545454545455,63.63636363636363,72.72727272727273,72.72727272727273,72.72727272727273
ANP_MONTHLY_118,90.9090909090909,63.63636363636363,63.63636363636363,63.63636363636363,63.63636363636363
ANP_MONTHLY_119,63.63636363636363,54.54545454545455,63.63636363636363,54.54545454545455,63.63636363636363
ANP_MONTHLY_120,72.72727272727273,72.72727272727273,81.81818181818181,63.63636363636363,81.81818181818181
ANP_MONTHLY_121,54.54545454545455,54.54545454545455,54.54545454545455,54.54545454545455,54.54545454545455
ANP_MONTHLY_122,72.72727272727273,63.63636363636363,63.63636363636363,63.63636363636363,72.72727272727273
ANP_MONTHLY_123,81.81818181818181,90.9090909090909,90.9090909090909,90.9090909090909,81.81818181818181
ANP_MONTHLY_124,45.45454545454545,54.54545454545455,54.54545454545455,45.45454545454545,45.45454545454545
ANP_MONTHLY_125,54.54545454545455,72.72727272727273,63.63636363636363,72.72727272727273,72.72727272727273
ANP_MONTHLY_126,45.45454545454545,63.63636363636363,63.63636363636363,54.54545454545455,63.63636363636363
ANP_MONTHLY_127,81.81818181818181,81.81818181818181,81.81818181818181,81.81818181818181,81.81818181818181
ANP_MONTHLY_128,27.272727272727277,27.272727272727277,27.272727272727277,27.272727272727277,54.54545454545455
ANP_MONTHLY_129,63.63636363636363,63.63636363636363,72.72727272727273,72.72727272727273,72.72727272727273
ANP_MONTHLY_130,81.81818181818181,90.9090909090909,90.9090909090909,90.9090909090909,90.9090909090909
ANP_MONTHLY_131,81.81818181818181,81.81818181818181,72.72727272727273,81.81818181818181,81.81818181818181
ANP_MONTHLY_132,18.181818181818183,27.272727272727277,45.45454545454545,45.45454545454545,54.54545454545455
ANP_MONTHLY_133,36.36363636363637,27.272727272727277,27.272727272727277,9.090909090909092,54.54545454545455
ANP_MONTHLY_134,72.72727272727273,54.54545454545455,54.54545454545455,54.54545454545455,45.45454545454545
ANP_MONTHLY_135,27.272727272727277,45.45454545454545,54.54545454545455,54.54545454545455,27.272727272727277
ANP_MONTHLY_136,72.72727272727273,72.72727272727273,72.72727272727273,72.72727272727273,81.81818181818181
ANP_MONTHLY_137,54.54545454545455,81.81818181818181,72.72727272727273,72.72727272727273,72.72727272727273
ANP_MONTHLY_138,54.54545454545455,54.54545454545455,72.72727272727273,81.81818181818181,72.72727272727273
ANP_MONTHLY_139,81.81818181818181,90.9090909090909,90.9090909090909,81.81818181818181,72.72727272727273
ANP_MONTHLY_140,63.63636363636363,72.72727272727273,72.72727272727273,72.72727272727273,72.72727272727273
ANP_MONTHLY_141,36.36363636363637,36.36363636363637,36.36363636363637,27.272727272727277,36.36363636363637
ANP_MONTHLY_142,63.63636363636363,72.72727272727273,72.72727272727273,63.63636363636363,72.72727272727273
ANP_MONTHLY_143,27.272727272727277,45.45454545454545,45.45454545454545,72.72727272727273,45.45454545454545
ANP_MONTHLY_144,81.81818181818181,81.81818181818181,81.81818181818181,81.81818181818181,81.81818181818181
ANP_MONTHLY_145,63.63636363636363,54.54545454545455,54.54545454545455,54.54545454545455,54.54545454545455
ANP_MONTHLY_146,54.54545454545455,72.72727272727273,72.72727272727273,72.72727272727273,63.63636363636363
ANP_MONTHLY_147,63.63636363636363,90.9090909090909,90.9090909090909,90.9090909090909,90.9090909090909
ANP_MONTHLY_148,100.0,90.9090909090909,100.0,100.0,100.0
ANP_MONTHLY_149,36.36363636363637,27.272727272727277,36.36363636363637,36.36363636363637,45.45454545454545
ANP_MONTHLY_150,63.63636363636363,63.63636363636363,63.63636363636363,63.63636363636363,63.63636363636363
ANP_MONTHLY_151,45.45454545454545,63.63636363636363,63.63636363636363,63.63636363636363,63.63636363636363
ANP_MONTHLY_152,63.63636363636363,72.72727272727273,72.72727272727273,72.72727272727273,81.81818181818181
ANP_MONTHLY_153,72.72727272727273,72.72727272727273,72.72727272727273,72.72727272727273,72.72727272727273
ANP_MONTHLY_154,45.45454545454545,81.81818181818181,81.81818181818181,63.63636363636363,90.9090909090909
ANP_MONTHLY_155,45.45454545454545,54.54545454545455,63.63636363636363,63.63636363636363,63.63636363636363
ANP_MONTHLY_156,54.54545454545455,45.45454545454545,54.54545454545455,54.54545454545455,36.36363636363637
ANP_MONTHLY_157,54.54545454545455,72.72727272727273,90.9090909090909,90.9090909090909,81.81818181818181
ANP_MONTHLY_158,72.72727272727273,72.72727272727273,72.72727272727273,72.72727272727273,63.63636363636363
ANP_MONTHLY_159,90.9090909090909,90.9090909090909,90.9090909090909,100.0,90.9090909090909
ANP_MONTHLY_160,72.72727272727273,72.72727272727273,72.72727272727273,63.63636363636363,72.72727272727273
ANP_MONTHLY_161,72.72727272727273,72.72727272727273,72.72727272727273,72.72727272727273,72.72727272727273
ANP_MONTHLY_162,81.81818181818181,63.63636363636363,72.72727272727273,72.72727272727273,72.72727272727273
ANP_MONTHLY_163,36.36363636363637,63.63636363636363,81.81818181818181,72.72727272727273,63.63636363636363
ANP_MONTHLY_164,54.54545454545455,63.63636363636363,72.72727272727273,63.63636363636363,63.63636363636363
ANP_MONTHLY_165,63.63636363636363,63.63636363636363,63.63636363636363,63.63636363636363,63.63636363636363
ANP_MONTHLY_166,63.63636363636363,72.72727272727273,63.63636363636363,54.54545454545455,54.54545454545455
ANP_MONTHLY_167,27.272727272727277,36.36363636363637,27.272727272727277,36.36363636363637,36.36363636363637
ANP_MONTHLY_168,45.45454545454545,54.54545454545455,72.72727272727273,63.63636363636363,63.63636363636363
ANP_MONTHLY_169,72.72727272727273,54.54545454545455,72.72727272727273,63.63636363636363,72.72727272727273
ANP_MONTHLY_170,63.63636363636363,63.63636363636363,63.63636363636363,63.63636363636363,63.63636363636363
ANP_MONTHLY_171,90.9090909090909,81.81818181818181,81.81818181818181,81.81818181818181,72.72727272727273
ANP_MONTHLY_172,81.81818181818181,90.9090909090909,72.72727272727273,72.72727272727273,72.72727272727273
ANP_MONTHLY_173,54.54545454545455,63.63636363636363,72.72727272727273,63.63636363636363,54.54545454545455
ANP_MONTHLY_174,54.54545454545455,54.54545454545455,63.63636363636363,72.72727272727273,54.54545454545455
ANP_MONTHLY_175,72.72727272727273,81.81818181818181,72.72727272727273,63.63636363636363,81.81818181818181
ANP_MONTHLY_176,45.45454545454545,81.81818181818181,63.63636363636363,63.63636363636363,81.81818181818181
ANP_MONTHLY_177,27.272727272727277,72.72727272727273,72.72727272727273,72.72727272727273,72.72727272727273
ANP_MONTHLY_178,36.36363636363637,54.54545454545455,63.63636363636363,45.45454545454545,81.81818181818181
ANP_MONTHLY_179,36.36363636363637,45.45454545454545,45.45454545454545,45.45454545454545,45.45454545454545
ANP_MONTHLY_180,45.45454545454545,63.63636363636363,81.81818181818181,81.81818181818181,81.81818181818181
ANP_MONTHLY_181,54.54545454545455,54.54545454545455,63.63636363636363,72.72727272727273,63.63636363636363
NN5_WEEKLY_DATASET_0,42.85714285714285,42.85714285714285,57.142857142857146,42.85714285714285,42.85714285714285
NN5_WEEKLY_DATASET_1,42.85714285714285,28.571428571428573,14.285714285714286,14.285714285714286,28.571428571428573
NN5_WEEKLY_DATASET_2,42.85714285714285,42.85714285714285,57.142857142857146,57.142857142857146,42.85714285714285
NN5_WEEKLY_DATASET_3,71.42857142857143,28.571428571428573,28.571428571428573,28.571428571428573,14.285714285714286
NN5_WEEKLY_DATASET_4,28.571428571428573,28.571428571428573,42.85714285714285,42.85714285714285,28.571428571428573
NN5_WEEKLY_DATASET_5,42.85714285714285,42.85714285714285,28.571428571428573,28.571428571428573,42.85714285714285
NN5_WEEKLY_DATASET_6,57.142857142857146,57.142857142857146,57.142857142857146,57.142857142857146,14.285714285714286
NN5_WEEKLY_DATASET_7,57.142857142857146,57.142857142857146,42.85714285714285,42.85714285714285,42.85714285714285
NN5_WEEKLY_DATASET_8,57.142857142857146,71.42857142857143,57.142857142857146,28.571428571428573,57.142857142857146
NN5_WEEKLY_DATASET_9,28.571428571428573,28.571428571428573,28.571428571428573,28.571428571428573,28.571428571428573
NN5_WEEKLY_DATASET_10,71.42857142857143,57.142857142857146,100.0,71.42857142857143,57.142857142857146
NN5_WEEKLY_DATASET_11,0.0,28.571428571428573,14.285714285714286,14.285714285714286,14.285714285714286
NN5_WEEKLY_DATASET_12,57.142857142857146,42.85714285714285,28.571428571428573,42.85714285714285,28.571428571428573
NN5_WEEKLY_DATASET_13,42.85714285714285,57.142857142857146,42.85714285714285,28.571428571428573,42.85714285714285
NN5_WEEKLY_DATASET_14,28.571428571428573,57.142857142857146,42.85714285714285,42.85714285714285,42.85714285714285
NN5_WEEKLY_DATASET_15,42.85714285714285,42.85714285714285,57.142857142857146,57.142857142857146,42.85714285714285
NN5_WEEKLY_DATASET_16,57.142857142857146,57.142857142857146,57.142857142857146,57.142857142857146,57.142857142857146
NN5_WEEKLY_DATASET_17,71.42857142857143,42.85714285714285,42.85714285714285,57.142857142857146,57.142857142857146
NN5_WEEKLY_DATASET_18,71.42857142857143,42.85714285714285,28.571428571428573,28.571428571428573,28.571428571428573
NN5_WEEKLY_DATASET_19,42.85714285714285,85.71428571428571,85.71428571428571,85.71428571428571,85.71428571428571
NN5_WEEKLY_DATASET_20,85.71428571428571,71.42857142857143,85.71428571428571,71.42857142857143,71.42857142857143
NN5_WEEKLY_DATASET_21,42.85714285714285,57.142857142857146,42.85714285714285,42.85714285714285,42.85714285714285
NN5_WEEKLY_DATASET_22,57.142857142857146,85.71428571428571,71.42857142857143,71.42857142857143,71.42857142857143
NN5_WEEKLY_DATASET_23,42.85714285714285,28.571428571428573,28.571428571428573,42.85714285714285,28.571428571428573
NN5_WEEKLY_DATASET_24,71.42857142857143,85.71428571428571,85.71428571428571,85.71428571428571,57.142857142857146
NN5_WEEKLY_DATASET_25,14.285714285714286,28.571428571428573,28.571428571428573,28.571428571428573,28.571428571428573
NN5_WEEKLY_DATASET_26,71.42857142857143,71.42857142857143,71.42857142857143,71.42857142857143,28.571428571428573
NN5_WEEKLY_DATASET_27,14.285714285714286,42.85714285714285,57.142857142857146,42.85714285714285,42.85714285714285
NN5_WEEKLY_DATASET_28,42.85714285714285,42.85714285714285,42.85714285714285,42.85714285714285,42.85714285714285
NN5_WEEKLY_DATASET_29,57.142857142857146,57.142857142857146,57.142857142857146,57.142857142857146,57.142857142857146
NN5_WEEKLY_DATASET_30,57.142857142857146,42.85714285714285,42.85714285714285,42.85714285714285,42.85714285714285
NN5_WEEKLY_DATASET_31,14.285714285714286,42.85714285714285,42.85714285714285,42.85714285714285,42.85714285714285
NN5_WEEKLY_DATASET_32,14.285714285714286,28.571428571428573,14.285714285714286,28.571428571428573,28.571428571428573
NN5_WEEKLY_DATASET_33,57.142857142857146,28.571428571428573,0.0,14.285714285714286,28.571428571428573
NN5_WEEKLY_DATASET_34,57.142857142857146,57.142857142857146,57.142857142857146,57.142857142857146,57.142857142857146
NN5_WEEKLY_DATASET_35,57.142857142857146,57.142857142857146,57.142857142857146,85.71428571428571,42.85714285714285
NN5_WEEKLY_DATASET_36,57.142857142857146,57.142857142857146,57.142857142857146,57.142857142857146,57.142857142857146
NN5_WEEKLY_DATASET_37,28.571428571428573,42.85714285714285,42.85714285714285,28.571428571428573,42.85714285714285
NN5_WEEKLY_DATASET_38,71.42857142857143,0.0,14.285714285714286,28.571428571428573,57.142857142857146
NN5_WEEKLY_DATASET_39,28.571428571428573,14.285714285714286,14.285714285714286,57.142857142857146,28.571428571428573
NN5_WEEKLY_DATASET_40,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286
NN5_WEEKLY_DATASET_41,57.142857142857146,14.285714285714286,28.571428571428573,28.571428571428573,42.85714285714285
NN5_WEEKLY_DATASET_42,57.142857142857146,71.42857142857143,71.42857142857143,71.42857142857143,57.142857142857146
NN5_WEEKLY_DATASET_43,57.142857142857146,71.42857142857143,71.42857142857143,85.71428571428571,71.42857142857143
NN5_WEEKLY_DATASET_44,42.85714285714285,42.85714285714285,28.571428571428573,28.571428571428573,28.571428571428573
NN5_WEEKLY_DATASET_45,42.85714285714285,42.85714285714285,42.85714285714285,42.85714285714285,42.85714285714285
NN5_WEEKLY_DATASET_46,42.85714285714285,57.142857142857146,28.571428571428573,28.571428571428573,42.85714285714285
NN5_WEEKLY_DATASET_47,42.85714285714285,42.85714285714285,28.571428571428573,28.571428571428573,28.571428571428573
NN5_WEEKLY_DATASET_48,42.85714285714285,57.142857142857146,28.571428571428573,28.571428571428573,28.571428571428573
NN5_WEEKLY_DATASET_49,71.42857142857143,71.42857142857143,100.0,85.71428571428571,71.42857142857143
NN5_WEEKLY_DATASET_50,57.142857142857146,42.85714285714285,42.85714285714285,42.85714285714285,42.85714285714285
NN5_WEEKLY_DATASET_51,71.42857142857143,71.42857142857143,71.42857142857143,85.71428571428571,71.42857142857143
NN5_WEEKLY_DATASET_52,42.85714285714285,85.71428571428571,57.142857142857146,42.85714285714285,85.71428571428571
NN5_WEEKLY_DATASET_53,42.85714285714285,28.571428571428573,14.285714285714286,14.285714285714286,28.571428571428573
NN5_WEEKLY_DATASET_54,14.285714285714286,57.142857142857146,42.85714285714285,42.85714285714285,28.571428571428573
NN5_WEEKLY_DATASET_55,42.85714285714285,42.85714285714285,28.571428571428573,57.142857142857146,42.85714285714285
NN5_WEEKLY_DATASET_56,71.42857142857143,71.42857142857143,71.42857142857143,71.42857142857143,42.85714285714285
NN5_WEEKLY_DATASET_57,14.285714285714286,0.0,14.285714285714286,14.285714285714286,0.0
NN5_WEEKLY_DATASET_58,71.42857142857143,57.142857142857146,57.142857142857146,57.142857142857146,57.142857142857146
NN5_WEEKLY_DATASET_59,28.571428571428573,42.85714285714285,71.42857142857143,57.142857142857146,42.85714285714285
NN5_WEEKLY_DATASET_60,28.571428571428573,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286
NN5_WEEKLY_DATASET_61,42.85714285714285,14.285714285714286,0.0,28.571428571428573,28.571428571428573
NN5_WEEKLY_DATASET_62,71.42857142857143,71.42857142857143,71.42857142857143,71.42857142857143,57.142857142857146
NN5_WEEKLY_DATASET_63,28.571428571428573,42.85714285714285,28.571428571428573,28.571428571428573,57.142857142857146
NN5_WEEKLY_DATASET_64,42.85714285714285,42.85714285714285,28.571428571428573,42.85714285714285,28.571428571428573
NN5_WEEKLY_DATASET_65,57.142857142857146,42.85714285714285,57.142857142857146,57.142857142857146,57.142857142857146
NN5_WEEKLY_DATASET_66,42.85714285714285,42.85714285714285,42.85714285714285,28.571428571428573,71.42857142857143
NN5_WEEKLY_DATASET_67,57.142857142857146,57.142857142857146,57.142857142857146,57.142857142857146,42.85714285714285
NN5_WEEKLY_DATASET_68,57.142857142857146,57.142857142857146,28.571428571428573,28.571428571428573,42.85714285714285
NN5_WEEKLY_DATASET_69,28.571428571428573,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286
NN5_WEEKLY_DATASET_70,71.42857142857143,57.142857142857146,57.142857142857146,57.142857142857146,42.85714285714285
NN5_WEEKLY_DATASET_71,42.85714285714285,28.571428571428573,28.571428571428573,28.571428571428573,28.571428571428573
NN5_WEEKLY_DATASET_72,85.71428571428571,57.142857142857146,57.142857142857146,57.142857142857146,57.142857142857146
NN5_WEEKLY_DATASET_73,71.42857142857143,57.142857142857146,42.85714285714285,42.85714285714285,42.85714285714285
NN5_WEEKLY_DATASET_74,71.42857142857143,57.142857142857146,28.571428571428573,28.571428571428573,57.142857142857146
