DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;3523.562584324706;RO;glp;VARMA;['PA', 'MA', 'AM', 'RO'];(11, 14);12;12;325.03398832074566;0.0327668701597561;75.0;1.232407136643701;7908.576865848853;7108.825467626442;7331.089498571889;7528.923043905349;7187.242544041474;7988.382492739042;7023.95814618319;7280.022069714362;8078.18655081558;7517.039066611762;7408.014699358356;7439.839757696516
serie-desnormalizada;4206.681034320533;RO;glp;VARMA;['TO', 'SE', 'AC', 'RO'];(14, 4);12;12;291.1117576516695;0.034484895887303836;66.66666666666667;1.8887921857533803;7977.82326666413;7080.63973845992;7763.267352166886;7514.877164752317;7047.215255012485;7981.4680193201575;7064.679076062409;7255.668840103944;7733.618015710833;7469.6265102936695;7105.979693137138;7208.447965614601
