DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;46893.304859071184;PR;glp;VARMA;['RS', 'SP', 'SC', 'PR'];(10, 12);12;12;4324.9667866404525;0.03937479909466467;75.0;3.781624665085169;78490.85410138224;77927.75576882341;85074.95573228966;86726.54765544916;85898.32829862976;91119.2597484459;84860.80948487548;83079.9432875815;82039.20280265209;78572.49976715405;76331.23645691827;75181.55808870801
serie-desnormalizada;35525.72156348163;PR;glp;VARMA;['BA', 'RS', 'RJ', 'PR'];(14, 4);12;12;3277.5291704464503;0.031766674797245736;75.0;2.811044209653675;81318.43203136686;79452.35083143138;85886.58080601919;89769.43137519105;88063.89837105467;91606.71392190966;83103.7045949149;84008.51452003347;84549.27093825942;80322.50576336643;74361.3298887991;72799.2322295071
