DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;278820.98905038106;MG;glp;VARMA;['SP', 'PR', 'RS', 'MG'];(10, 12);12;12;15408.185710986241;0.12309207438198487;58.333333333333336;10.220092981376345;107728.18581790185;107458.03346121479;109749.78514652862;110264.72692166426;109363.7343121414;112768.9582294238;108238.15485046121;102800.74141797534;103668.90677256146;105104.84180848423;101246.71847024196;98928.94943873219
serie-desnormalizada;364089.4859242697;MG;glp;VARMA;['RJ', 'PR', 'RS', 'MG'];(10, 4);12;12;14386.01162195492;0.113860445340061;41.666666666666664;9.45389027700313;107872.2233274754;106365.96715460463;111635.72854194211;110584.45664536922;110909.25651742285;114302.11011644301;106866.27508311397;105259.22364674167;107045.79871566562;107537.73971586904;101160.44713613861;98683.47220471318
