DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;5238.8917850856815;MS;glp;VARMA;['PR', 'RS', 'SP', 'MS'];(10, 12);12;12;483.4073810847824;0.026588525032320384;75.0;0.38250278335607885;15163.968982218572;14532.566292514593;15256.502703637443;15419.625884383722;15025.087677044972;15855.275666606289;14716.020767381531;14441.85307677092;14587.613660230434;14643.619699471004;14187.040132852955;13824.07169918756
serie-desnormalizada;11556.033808984623;MS;glp;VARMA;['AL', 'DF', 'PI', 'MS'];(13, 6);12;12;639.9370088297164;0.03444066955498228;58.333333333333336;0.03846161177357948;14703.04596492379;14245.290469242407;15252.696521107926;15087.723033345856;15310.505692269926;15877.609319328974;14600.337794065988;14783.157297428164;15111.013155980194;14714.087212131495;14374.255244880202;14207.071682226844
