DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;59115.89853114712;RJ;glp;VARMA;['SP', 'PR', 'RS', 'RJ'];(10, 12);12;12;4090.0735661040576;0.0452378795313886;66.66666666666667;-3.8543964533155535;77834.35473843475;74236.70914495553;82838.96022363014;82948.44954830565;84582.43670020656;87463.9406578223;82538.86272191232;78770.03483216399;81632.23339151563;83359.21351940445;77032.78943799251;73928.02882585177
serie-desnormalizada;64631.743634201564;RJ;glp;VARMA;['PR', 'RS', 'BA', 'RJ'];(14, 4);12;12;4471.030885741753;0.050230281687270534;66.66666666666667;-4.452180008456532;79096.26655914521;73654.12926439171;82220.1953209737;85080.63997219186;85041.59520199074;89883.53490863991;79970.10365812725;82216.15939348389;83764.506523894;85941.1588232691;74074.32010690687;71790.38969154705
