DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;27067.020667060293;RS;glp;VARMA;['PR', 'SP', 'SC', 'RS'];(10, 12);12;12;2497.5174345489436;0.028015984532824376;75.0;0.5273192444763518;63080.05216962307;62541.68306896451;70359.12345055281;72787.63760897698;72515.47974949528;76958.32197447077;70110.10739272827;66917.52739347663;65643.8476780911;63558.19884089096;60936.70534152791;59078.75997218436
serie-desnormalizada;16604.34178938587;RS;glp;VARMA;['PR', 'BA', 'RJ', 'RS'];(14, 4);12;12;2296.853315525767;0.028180528233879384;83.33333333333333;-0.4815116433829587;66002.45864590514;64103.714707492574;70723.22785431526;75476.70604286819;74407.82804357946;76066.53503679705;67655.41503266178;70022.67389608467;69712.2817484722;65367.26511175933;57690.70428691746;55417.57573328847
