dataset,dataset_index,score_final,melhor_score_semeado,diferenca
M4_WEEKLY_DATASET,94,0.501391,0.5014,-8.999999999925734e-06
M4_WEEKLY_DATASET,95,-0.112303,-0.1091,-0.0032029999999999975
M4_WEEKLY_DATASET,96,0.03003,0.0306,-0.0005699999999999976
M4_WEEKLY_DATASET,97,0.007223,0.0072,2.300000000000045e-05
M4_WEEKLY_DATASET,98,0.012487,0.0125,-1.3000000000000858e-05
M4_WEEKLY_DATASET,99,-0.086844,-0.0868,-4.400000000000237e-05
M4_WEEKLY_DATASET,100,0.003794,0.0131,-0.009306
M4_WEEKLY_DATASET,101,-0.083058,-0.0783,-0.004758000000000012
M4_WEEKLY_DATASET,102,-0.012098,0.001,-0.013097999999999999
M4_WEEKLY_DATASET,103,0.318703,0.3187,3.000000000030756e-06
M4_WEEKLY_DATASET,104,-0.094913,-0.0847,-0.010213
M4_WEEKLY_DATASET,105,0.176534,0.2111,-0.03456600000000001
M4_WEEKLY_DATASET,106,-0.060609,-0.0471,-0.013509
M4_WEEKLY_DATASET,107,-0.105107,-0.1051,-7.000000000007001e-06
M4_WEEKLY_DATASET,108,-0.103193,-0.0973,-0.0058929999999999955
M4_WEEKLY_DATASET,109,0.171213,0.1712,1.3000000000013001e-05
M4_WEEKLY_DATASET,110,-0.041019,-0.0156,-0.025419
M4_WEEKLY_DATASET,111,-0.034981,-0.035,1.9000000000005124e-05
M4_WEEKLY_DATASET,112,-0.09485,-0.0944,-0.00045000000000000595
M4_WEEKLY_DATASET,113,0.206939,0.2069,3.900000000001125e-05
M4_WEEKLY_DATASET,114,0.092501,0.0934,-0.000898999999999997
M4_WEEKLY_DATASET,115,-0.026559,-0.0159,-0.010658999999999998
M4_WEEKLY_DATASET,116,0.089265,0.0955,-0.006235000000000004
M4_WEEKLY_DATASET,117,0.439861,0.4399,-3.900000000001125e-05
M4_WEEKLY_DATASET,118,0.308305,0.3317,-0.023395
M4_WEEKLY_DATASET,119,0.569001,0.569,1.0000000000287557e-06
M4_WEEKLY_DATASET,120,-0.106117,-0.1037,-0.0024170000000000025
M4_WEEKLY_DATASET,121,-0.085987,-0.086,1.2999999999999123e-05
M4_WEEKLY_DATASET,122,-0.100136,-0.0981,-0.002035999999999996
M4_WEEKLY_DATASET,123,0.231881,0.2319,-1.8999999999991246e-05
M4_WEEKLY_DATASET,124,-0.119092,-0.1191,7.999999999994123e-06
M4_WEEKLY_DATASET,125,-0.000325,0.0146,-0.014925
M4_WEEKLY_DATASET,126,-0.001086,-0.0011,1.4000000000000123e-05
M4_WEEKLY_DATASET,127,-0.010508,-0.0105,-7.999999999999327e-06
M4_WEEKLY_DATASET,128,0.38916,0.3892,-3.999999999998449e-05
M4_WEEKLY_DATASET,129,-0.084104,-0.0697,-0.014404
M4_WEEKLY_DATASET,130,0.157469,0.1576,-0.00013099999999999223
M4_WEEKLY_DATASET,131,-0.066823,-0.0668,-2.2999999999995246e-05
M4_WEEKLY_DATASET,132,-0.111118,-0.1018,-0.009317999999999993
M4_WEEKLY_DATASET,133,-0.094779,-0.0933,-0.001479000000000008
M4_WEEKLY_DATASET,134,0.052378,0.0543,-0.001922
M4_WEEKLY_DATASET,135,0.123249,0.1342,-0.010951000000000016
M4_WEEKLY_DATASET,136,-0.053313,-0.0381,-0.015212999999999997
M4_WEEKLY_DATASET,137,-0.10502,-0.0994,-0.00562
M4_WEEKLY_DATASET,138,0.28244,0.3147,-0.032259999999999955
M4_WEEKLY_DATASET,139,0.394729,0.3947,2.9000000000001247e-05
M4_WEEKLY_DATASET,140,0.021787,0.0218,-1.2999999999999123e-05
M4_WEEKLY_DATASET,141,-0.012294,0.0046,-0.016894
M4_WEEKLY_DATASET,142,0.09387,0.128,-0.03413000000000001
M4_WEEKLY_DATASET,143,0.125507,0.1255,7.000000000007001e-06
M4_WEEKLY_DATASET,144,0.356383,0.3759,-0.019517000000000007
M4_WEEKLY_DATASET,145,-0.104822,-0.1025,-0.0023220000000000046
M4_WEEKLY_DATASET,146,-0.063842,-0.0638,-4.200000000000037e-05
M4_WEEKLY_DATASET,147,-0.069601,-0.0696,-1.000000000001e-06
M4_WEEKLY_DATASET,148,0.605104,0.6051,4.000000000004e-06
M4_WEEKLY_DATASET,149,-0.069455,-0.0693,-0.00015500000000000236
M4_WEEKLY_DATASET,150,-0.11866,-0.1187,3.999999999999837e-05
M4_WEEKLY_DATASET,151,0.077948,0.0779,4.800000000000637e-05
M4_WEEKLY_DATASET,152,0.002608,0.0026,8.000000000000194e-06
M4_WEEKLY_DATASET,153,0.045113,0.0735,-0.028386999999999996
M4_WEEKLY_DATASET,154,0.062434,0.0682,-0.005765999999999993
M4_WEEKLY_DATASET,155,-0.037518,-0.0375,-1.8000000000004124e-05
M4_WEEKLY_DATASET,156,-0.126227,-0.1258,-0.0004270000000000107
M4_WEEKLY_DATASET,157,-0.061747,-0.0487,-0.013047000000000003
M4_WEEKLY_DATASET,158,-0.103202,-0.0922,-0.011001999999999998
M4_WEEKLY_DATASET,159,-0.098242,-0.0708,-0.027441999999999994
M4_WEEKLY_DATASET,160,-0.010524,-0.0066,-0.003924
M4_WEEKLY_DATASET,161,0.009772,0.0368,-0.027028
M4_WEEKLY_DATASET,162,0.055847,0.0558,4.699999999999843e-05
M4_WEEKLY_DATASET,163,-0.001386,-0.0014,1.3999999999999907e-05
M4_WEEKLY_DATASET,164,-0.029436,-0.0171,-0.012336
M4_WEEKLY_DATASET,165,0.252244,0.2714,-0.01915599999999995
M4_WEEKLY_DATASET,166,0.079687,0.0867,-0.007013000000000005
M4_WEEKLY_DATASET,167,0.07976,0.0798,-3.999999999999837e-05
M4_WEEKLY_DATASET,168,0.061697,0.0617,-2.9999999999960614e-06
M4_WEEKLY_DATASET,169,0.035203,0.0352,2.9999999999960614e-06
M4_WEEKLY_DATASET,170,0.118135,0.1188,-0.0006649999999999989
M4_WEEKLY_DATASET,171,-0.095504,-0.0814,-0.014104000000000005
M4_WEEKLY_DATASET,172,0.440208,0.4402,8.000000000008e-06
M4_WEEKLY_DATASET,173,0.237658,0.2419,-0.004241999999999996
M4_WEEKLY_DATASET,174,-0.068454,-0.0685,4.600000000000437e-05
M4_WEEKLY_DATASET,175,0.057847,0.1425,-0.08465299999999998
M4_WEEKLY_DATASET,176,0.489344,0.5046,-0.015256000000000047
M4_WEEKLY_DATASET,177,0.423556,0.4466,-0.02304400000000001
M4_WEEKLY_DATASET,178,-0.074109,-0.0641,-0.01000899999999999
M4_WEEKLY_DATASET,179,0.12128,0.138,-0.016720000000000013
M4_WEEKLY_DATASET,180,-0.042908,-0.0363,-0.006608000000000003
M4_WEEKLY_DATASET,181,0.23382,0.2384,-0.004580000000000001
M4_WEEKLY_DATASET,182,-0.085515,-0.0757,-0.00981499999999999
M4_WEEKLY_DATASET,183,-0.045275,-0.0363,-0.008975000000000004
M4_WEEKLY_DATASET,184,-0.056038,-0.056,-3.799999999999637e-05
M4_WEEKLY_DATASET,185,0.576237,0.75,-0.173763
M4_WEEKLY_DATASET,186,0.355117,0.3551,1.6999999999989246e-05
M4_WEEKLY_DATASET,187,0.141342,0.1419,-0.0005580000000000029
M4_WEEKLY_DATASET,188,0.25126,0.2513,-4.0000000000040004e-05
M4_WEEKLY_DATASET,189,-0.013544,-0.0054,-0.008144
M4_WEEKLY_DATASET,190,0.466795,0.6368,-0.17000500000000002
M4_WEEKLY_DATASET,191,0.480408,0.4878,-0.00739200000000001
M4_WEEKLY_DATASET,192,0.304191,0.3286,-0.024409000000000014
M4_WEEKLY_DATASET,193,0.060372,0.0604,-2.8000000000000247e-05
M4_WEEKLY_DATASET,194,0.664296,0.6674,-0.0031039999999999957
M4_WEEKLY_DATASET,195,0.424495,0.4389,-0.014405000000000001
M4_WEEKLY_DATASET,196,0.683605,0.7056,-0.021994999999999987
M4_WEEKLY_DATASET,197,0.084026,0.084,2.5999999999998247e-05
M4_WEEKLY_DATASET,198,0.072475,0.0725,-2.4999999999997247e-05
M4_WEEKLY_DATASET,199,0.262614,0.2626,1.4000000000014001e-05
M4_WEEKLY_DATASET,200,0.52586,0.5658,-0.039939999999999976
M4_WEEKLY_DATASET,201,0.587786,0.5878,-1.399999999995849e-05
M4_WEEKLY_DATASET,202,0.604609,0.6046,8.999999999925734e-06
M4_WEEKLY_DATASET,203,0.000924,0.0009,2.400000000000004e-05
M4_WEEKLY_DATASET,204,0.163687,0.1829,-0.019213000000000008
M4_WEEKLY_DATASET,205,0.548695,0.5574,-0.008704999999999963
M4_WEEKLY_DATASET,206,0.377993,0.4099,-0.03190699999999996
M4_WEEKLY_DATASET,207,0.173662,0.1737,-3.799999999998249e-05
M4_WEEKLY_DATASET,208,0.076276,0.2656,-0.189324
M4_WEEKLY_DATASET,209,0.13451,0.15,-0.015490000000000004
M4_WEEKLY_DATASET,210,-0.132493,-0.1323,-0.00019299999999999873
M4_WEEKLY_DATASET,211,0.037856,0.0404,-0.0025439999999999977
M4_WEEKLY_DATASET,212,0.153588,0.2031,-0.049512
M4_WEEKLY_DATASET,213,0.315742,0.3157,4.2000000000042004e-05
M4_WEEKLY_DATASET,214,0.165432,0.1654,3.200000000000425e-05
M4_WEEKLY_DATASET,215,0.118186,0.122,-0.003813999999999998
M4_WEEKLY_DATASET,216,0.390802,0.3908,2.000000000002e-06
M4_WEEKLY_DATASET,217,-0.062964,-0.0432,-0.019764000000000004
M4_WEEKLY_DATASET,218,-0.161921,-0.0541,-0.107821
M4_WEEKLY_DATASET,219,-0.124323,0.1604,-0.284723
M4_WEEKLY_DATASET,220,0.626284,0.6263,-1.6000000000016e-05
M4_WEEKLY_DATASET,221,0.180785,0.2043,-0.023515000000000008
M4_WEEKLY_DATASET,222,0.082043,0.082,4.300000000000137e-05
M4_WEEKLY_DATASET,223,0.234488,0.2345,-1.1999999999984245e-05
M4_WEEKLY_DATASET,224,0.068994,0.1702,-0.10120599999999999
M4_WEEKLY_DATASET,225,0.141772,0.1863,-0.044527999999999984
M4_WEEKLY_DATASET,226,0.108323,0.1265,-0.018177
M4_WEEKLY_DATASET,227,0.296083,0.2983,-0.0022170000000000245
M4_WEEKLY_DATASET,228,-0.022653,0.0011,-0.023753
M4_WEEKLY_DATASET,229,0.216047,0.2271,-0.011053000000000007
M4_WEEKLY_DATASET,230,0.265827,0.4812,-0.21537300000000004
M4_WEEKLY_DATASET,231,0.160534,0.1605,3.400000000000625e-05
M4_WEEKLY_DATASET,232,0.278631,0.2786,3.100000000000325e-05
M4_WEEKLY_DATASET,233,0.255242,0.3914,-0.136158
M4_WEEKLY_DATASET,234,0.269565,0.3818,-0.11223499999999997
M4_WEEKLY_DATASET,235,0.159148,0.1591,4.800000000002025e-05
M4_WEEKLY_DATASET,236,0.13262,0.1351,-0.00248000000000001
M4_WEEKLY_DATASET,237,0.121798,0.1239,-0.0021019999999999928
M4_WEEKLY_DATASET,238,0.445651,0.4457,-4.899999999996574e-05
M4_WEEKLY_DATASET,239,0.002768,0.0162,-0.013432
M4_WEEKLY_DATASET,240,0.275359,0.3127,-0.03734099999999996
M4_WEEKLY_DATASET,241,0.155182,0.1952,-0.040018000000000026
M4_WEEKLY_DATASET,242,0.363903,0.3639,2.9999999999752447e-06
M4_WEEKLY_DATASET,243,0.264209,0.3126,-0.04839099999999996
M4_WEEKLY_DATASET,244,0.304103,0.3041,3.000000000030756e-06
M4_WEEKLY_DATASET,245,0.711111,0.7111,1.1000000000094268e-05
M4_WEEKLY_DATASET,246,0.1195,0.1982,-0.07869999999999999
M4_WEEKLY_DATASET,247,0.055481,0.0646,-0.009119000000000002
M4_WEEKLY_DATASET,248,0.020611,0.039,-0.018389
M4_WEEKLY_DATASET,249,-0.133141,-0.1266,-0.006541000000000019
M4_WEEKLY_DATASET,250,0.072649,0.1409,-0.06825099999999999
M4_WEEKLY_DATASET,251,-0.149762,-0.1498,3.799999999998249e-05
M4_WEEKLY_DATASET,252,-0.082219,-0.0822,-1.9000000000005124e-05
M4_WEEKLY_DATASET,253,-0.13134,-0.131,-0.00034000000000000696
M4_WEEKLY_DATASET,254,0.065582,0.0665,-0.0009180000000000021
M4_WEEKLY_DATASET,255,0.116986,0.1304,-0.013413999999999981
M4_WEEKLY_DATASET,256,0.390543,0.3954,-0.004857
M4_WEEKLY_DATASET,257,0.043036,0.043,3.600000000000131e-05
M4_WEEKLY_DATASET,258,0.533759,0.5338,-4.100000000006876e-05
M4_WEEKLY_DATASET,259,0.114697,0.1464,-0.03170300000000001
M4_WEEKLY_DATASET,260,0.487715,0.6096,-0.12188500000000002
M4_WEEKLY_DATASET,261,-0.150947,-0.1509,-4.699999999999149e-05
M4_WEEKLY_DATASET,262,0.543776,0.7167,-0.17292399999999997
M4_WEEKLY_DATASET,263,0.334608,0.3426,-0.007991999999999999
M4_WEEKLY_DATASET,264,0.342585,0.3426,-1.5000000000042757e-05
M4_WEEKLY_DATASET,265,0.634244,0.6342,4.4000000000044004e-05
M4_WEEKLY_DATASET,266,0.441221,0.4412,2.0999999999993246e-05
M4_WEEKLY_DATASET,267,0.502631,0.5712,-0.06856899999999999
M4_WEEKLY_DATASET,268,0.705556,0.7056,-4.4000000000044004e-05
M4_WEEKLY_DATASET,269,0.047576,0.0476,-2.4000000000003185e-05
M4_WEEKLY_DATASET,270,0.259944,0.2599,4.399999999998849e-05
M4_WEEKLY_DATASET,271,0.165891,0.2093,-0.043409
M4_WEEKLY_DATASET,272,0.149311,0.1814,-0.032089000000000006
M4_WEEKLY_DATASET,273,0.105207,0.2099,-0.10469300000000001
M4_WEEKLY_DATASET,274,0.373604,0.3736,4.000000000004e-06
M4_WEEKLY_DATASET,275,0.353965,0.428,-0.07403500000000002
M4_WEEKLY_DATASET,276,-0.030311,-0.025,-0.005311
M4_WEEKLY_DATASET,277,0.545595,0.5456,-4.999999999921734e-06
M4_WEEKLY_DATASET,278,0.488122,0.54,-0.051878000000000035
M4_WEEKLY_DATASET,279,0.001356,0.0309,-0.029544
M4_WEEKLY_DATASET,280,0.428339,0.4283,3.900000000001125e-05
M4_WEEKLY_DATASET,281,-0.080385,-0.0804,1.5000000000001124e-05
M4_WEEKLY_DATASET,282,-0.092309,-0.0723,-0.020009
M4_WEEKLY_DATASET,283,-0.014975,-0.015,2.499999999999898e-05
M4_WEEKLY_DATASET,284,0.666667,0.6667,-3.2999999999949736e-05
M4_WEEKLY_DATASET,285,0.002263,0.0025,-0.00023700000000000023
M4_WEEKLY_DATASET,286,0.045179,0.1035,-0.058321
M4_WEEKLY_DATASET,287,-0.046965,-0.047,3.500000000000031e-05
M4_WEEKLY_DATASET,288,0.145683,0.1457,-1.6999999999989246e-05
M4_WEEKLY_DATASET,289,0.256004,0.256,4.000000000004e-06
M4_WEEKLY_DATASET,290,0.321118,0.3682,-0.04708200000000001
M4_WEEKLY_DATASET,291,0.163001,0.1719,-0.00889899999999999
M4_WEEKLY_DATASET,292,0.552596,0.6024,-0.04980400000000007
M4_WEEKLY_DATASET,293,0.65075,0.6833,-0.03254999999999997
M4_WEEKLY_DATASET,294,0.6586,0.6833,-0.024700000000000055
M4_WEEKLY_DATASET,295,0.654992,0.6786,-0.023607999999999962
M4_WEEKLY_DATASET,296,0.677778,0.6778,-2.199999999996649e-05
M4_WEEKLY_DATASET,297,0.624002,0.6778,-0.05379800000000001
M4_WEEKLY_DATASET,298,0.688889,0.6889,-1.0999999999983245e-05
M4_WEEKLY_DATASET,299,0.663302,0.6722,-0.008898000000000073
M4_WEEKLY_DATASET,300,0.666667,0.6667,-3.2999999999949736e-05
M4_WEEKLY_DATASET,301,0.688576,0.706,-0.017423999999999995
M4_WEEKLY_DATASET,302,0.498185,0.6603,-0.162115
M4_WEEKLY_DATASET,303,0.697356,0.7167,-0.019344000000000028
M4_WEEKLY_DATASET,304,0.674652,0.6778,-0.0031479999999999286
M4_WEEKLY_DATASET,305,0.581525,0.6491,-0.06757500000000005
M4_WEEKLY_DATASET,306,0.688889,0.6889,-1.0999999999983245e-05
M4_WEEKLY_DATASET,307,0.63455,0.6593,-0.02475000000000005
M4_WEEKLY_DATASET,308,0.680897,0.7,-0.01910299999999998
M4_WEEKLY_DATASET,309,0.699327,0.7012,-0.0018730000000000135
M4_WEEKLY_DATASET,310,0.702967,0.7278,-0.024832999999999994
M4_WEEKLY_DATASET,311,0.608182,0.7278,-0.119618
M4_WEEKLY_DATASET,312,0.563298,0.6587,-0.09540199999999999
M4_WEEKLY_DATASET,313,0.688889,0.6889,-1.0999999999983245e-05
M4_WEEKLY_DATASET,314,0.56049,0.7,-0.1395099999999999
M4_WEEKLY_DATASET,315,0.694444,0.6944,4.399999999993298e-05
M4_WEEKLY_DATASET,316,0.68333,0.6889,-0.005569999999999964
M4_WEEKLY_DATASET,317,0.694444,0.6944,4.399999999993298e-05
M4_WEEKLY_DATASET,318,0.727297,0.7273,-2.9999999999752447e-06
M4_WEEKLY_DATASET,319,0.7,0.7,0.0
M4_WEEKLY_DATASET,320,0.628585,0.6722,-0.04361500000000007
M4_WEEKLY_DATASET,321,0.683333,0.6833,3.2999999999949736e-05
M4_WEEKLY_DATASET,322,0.649968,0.6944,-0.04443200000000003
M4_WEEKLY_DATASET,323,0.69466,0.7222,-0.027539999999999898
M4_WEEKLY_DATASET,324,0.650807,0.7,-0.04919299999999993
M4_WEEKLY_DATASET,325,0.693273,0.7278,-0.034526999999999974
M4_WEEKLY_DATASET,326,0.712354,0.7124,-4.599999999999049e-05
M4_WEEKLY_DATASET,327,0.7,0.7,0.0
M4_WEEKLY_DATASET,328,0.696575,0.7111,-0.014524999999999899
M4_WEEKLY_DATASET,329,0.534973,0.6066,-0.071627
M4_WEEKLY_DATASET,330,0.727778,0.7278,-2.199999999996649e-05
M4_WEEKLY_DATASET,331,0.694158,0.6942,-4.199999999998649e-05
M4_WEEKLY_DATASET,332,0.659939,0.6889,-0.028960999999999903
M4_WEEKLY_DATASET,333,0.688889,0.6889,-1.0999999999983245e-05
M4_WEEKLY_DATASET,334,0.691433,0.7167,-0.02526700000000004
M4_WEEKLY_DATASET,335,0.693629,0.6944,-0.0007709999999999662
M4_WEEKLY_DATASET,336,0.711111,0.7111,1.1000000000094268e-05
M4_WEEKLY_DATASET,337,0.648412,0.7,-0.05158799999999997
M4_WEEKLY_DATASET,338,0.655822,0.6796,-0.023777999999999966
M4_WEEKLY_DATASET,339,0.679163,0.6889,-0.009736999999999996
M4_WEEKLY_DATASET,340,0.686883,0.6869,-1.6999999999933735e-05
M4_WEEKLY_DATASET,341,0.722222,0.7222,2.2000000000077513e-05
M4_WEEKLY_DATASET,342,0.705556,0.7056,-4.4000000000044004e-05
M4_WEEKLY_DATASET,343,0.7,0.7,0.0
M4_WEEKLY_DATASET,344,0.670736,0.7278,-0.057064000000000004
M4_WEEKLY_DATASET,345,0.642664,0.6778,-0.035135999999999945
M4_WEEKLY_DATASET,346,0.702305,0.7333,-0.030994999999999995
M4_WEEKLY_DATASET,347,0.578989,0.6778,-0.09881099999999998
M4_WEEKLY_DATASET,348,0.558688,0.5587,-1.2000000000012001e-05
M4_WEEKLY_DATASET,349,0.560819,0.5608,1.8999999999991246e-05
M4_WEEKLY_DATASET,350,0.642067,0.685,-0.042933
M4_WEEKLY_DATASET,351,0.414787,0.4148,-1.2999999999985246e-05
M4_WEEKLY_DATASET,352,0.744444,0.7444,4.4000000000044004e-05
M4_WEEKLY_DATASET,353,0.68759,0.7,-0.012409999999999921
M4_WEEKLY_DATASET,354,0.677495,0.6775,-5.000000000032756e-06
M4_WEEKLY_DATASET,355,0.7,0.7,0.0
M4_WEEKLY_DATASET,356,0.623914,0.6514,-0.02748600000000001
M4_WEEKLY_DATASET,357,0.688889,0.6889,-1.0999999999983245e-05
M4_WEEKLY_DATASET,358,0.684602,0.7111,-0.02649799999999991
ETTH1,0,-0.045014,-0.0436,-0.0014139999999999986
ETTH1,1,-0.10717,-0.1072,3.0000000000002247e-05
ETTH1,2,-0.057228,-0.0529,-0.0043279999999999985
ETTH1,3,-0.094828,-0.0924,-0.0024279999999999996
ETTH1,4,-0.089924,-0.0801,-0.009824
ETTH1,5,-0.103584,-0.1003,-0.0032839999999999953
ETTH1,6,-0.091147,-0.0859,-0.005247000000000002
ETTH2,0,-0.113612,-0.1136,-1.1999999999998123e-05
ETTH2,1,-0.101884,-0.1019,1.6000000000002124e-05
ETTH2,2,-0.123616,-0.1181,-0.005516000000000007
ETTH2,3,-0.117332,-0.0977,-0.01963200000000001
ETTH2,4,-0.075196,-0.0752,4.000000000004e-06
ETTH2,5,-0.004106,-0.0041,-5.999999999999929e-06
ETTH2,6,0.472374,0.4724,-2.599999999997049e-05
ETTM1,0,-0.091308,-0.0758,-0.015507999999999994
ETTM1,1,-0.053692,-0.021,-0.032692
ETTM1,2,-0.082948,-0.0711,-0.011847999999999997
ETTM1,3,-0.052646,-0.0296,-0.023045999999999997
ETTM1,4,-0.093937,-0.0911,-0.002837000000000006
ETTM1,5,-0.081178,-0.0759,-0.005278000000000005
ETTM1,6,-0.10368,-0.0942,-0.009479999999999988
ETTM2,0,-0.088294,-0.0811,-0.007193999999999992
ETTM2,1,-0.077459,-0.0695,-0.007958999999999994
ETTM2,2,-0.104191,-0.0995,-0.004691000000000001
ETTM2,3,-0.07723,-0.0708,-0.006429999999999991
ETTM2,4,-0.051174,-0.0512,2.6000000000005186e-05
ETTM2,5,0.043385,0.0447,-0.0013149999999999967
ETTM2,6,0.252754,0.2953,-0.04254600000000003
