representacao,RMSE,MAPE,POCID,PBE,derivado
catboost_normal,12557.205440160098,0.31170022253858964,53.421217827997495,3.1598572983837605,etanolhidratado
catboost_deseasonal,11481.080871387561,0.3260506078274951,59.698681732580035,3.6346195805206225,etanolhidratado
ridge_normal,12772.136574813938,0.31396419079326787,51.286880100439426,3.6404427756181157,etanolhidratado
ridge_deseasonal,12514.15285136884,0.32476862266651163,58.505963590709364,2.3718684365731404,etanolhidratado
SWT_ridge_normal,12096.663659342878,0.30286419972291045,57.31324544883868,3.927813535928728,etanolhidratado
SWT_ridge_deseasonal,12503.350725403396,0.3446602270125751,63.025737602008796,4.843670742188198,etanolhidratado
CWT_ridge_normal,12084.345787986489,0.30341447686333395,56.999372253609536,4.337089998683544,etanolhidratado
CWT_ridge_deseasonal,12528.874484777145,0.3465519023151141,63.21406151914627,5.026117896706461,etanolhidratado
DWT_ridge_normal,12179.387766178996,0.3053533967961428,57.187696170747024,3.430290295518223,etanolhidratado
DWT_ridge_deseasonal,12549.191540388683,0.34557185298753734,63.841807909604526,4.56968677265562,etanolhidratado
FIRTS_ridge_normal,13443.30915068456,0.35158547716496336,54.42561205273069,-1.690513650275113,etanolhidratado
FIRTS_ridge_deseasonal,13137.827379895956,0.36009397859562564,59.88700564971753,4.306141302994781,etanolhidratado
STFT_ridge_normal,12780.93192258666,0.3095191561680177,53.92341494036409,-0.4414894805746974,etanolhidratado
STFT_ridge_deseasonal,12432.34920308419,0.32531131252777795,63.025737602008775,1.1094154331062904,etanolhidratado
RP_ridge_normal,12923.646451839048,0.3105837307346917,53.10734463276836,-0.8216171595847434,etanolhidratado
RP_ridge_deseasonal,12481.963093750084,0.32134638437919816,61.77024482109227,2.1287678232636744,etanolhidratado
MTF_ridge_normal,12842.51219512102,0.30993647429714266,52.79347143753922,-0.25570950392304115,etanolhidratado
MTF_ridge_deseasonal,12502.872996747741,0.324680366628686,61.58192090395479,2.0625701195346733,etanolhidratado
WPT_ridge_normal,12168.182016165074,0.30465329754127746,57.50156936597614,3.310939484141368,etanolhidratado
WPT_ridge_deseasonal,12536.446461143756,0.3456364675471636,63.77903327055869,4.572869986432776,etanolhidratado
GASF_ridge_normal,12824.424620190146,0.3244104457735009,53.73509102322662,-2.4426133536615002,etanolhidratado
GASF_ridge_deseasonal,12359.108061283372,0.32968149992744444,62.64908976773382,0.9680401505570797,etanolhidratado
GADF_ridge_normal,12390.35450027195,0.3316548560639854,55.304456999372256,2.0199611864822566,etanolhidratado
GADF_ridge_deseasonal,12964.05017030222,0.3546833051742418,62.33521657250471,3.2381174522208687,etanolhidratado
twe,11928.077551255163,0.3175120386047831,61.016949152542374,2.5556071762441976,etanolhidratado
softdtw,12180.488809839173,0.3197030892660319,62.27244193345887,2.032267273518556,etanolhidratado
dtw,12078.181837056905,0.31927458769235323,62.46076585059635,2.105955363010148,etanolhidratado
ETS_normal,13545.76809655203,0.35746419185158573,62.20966729441305,-3.663499028571342,etanolhidratado
ETS_deseasonal,13374.783231373573,0.37628056071338595,57.18769617074701,-4.779804107040405,etanolhidratado
arima_normal,11915.503572515958,0.3047814826149008,56.24607658505962,0.8173806793089207,etanolhidratado
arima_deseasonal,11646.099958923469,0.32799551373882685,58.88261142498431,-0.9603426678447401,etanolhidratado
mean,11976.771611095592,0.3160810993667671,63.40238543628374,2.443431714309865,etanolhidratado
median,12263.931773222666,0.31725728738976894,63.71625863151288,2.16388602707834,etanolhidratado
dtw_subgradient2,11954.853965571672,0.3185276507810193,63.52793471437537,2.2369788666979384,etanolhidratado
eba_erp,11971.586169240096,0.3122082897546459,63.33961079723791,2.119016221443151,etanolhidratado
